player,team,rec,rec_yds,rec_td,fumbles_lost,fp_projection
Travis Kelce,KC,6.6,85.4,0.6,0.0,17.3
George Kittle,SF,6.0,80.5,0.6,0.0,17.0
Zach Ertz,PHI,6.4,67.4,0.4,0.0,14.5
Mark Andrews,BAL,4.5,58.1,0.5,0.0,13.0
Tyler Higbee,LAR,6.0,69.9,0.4,0.0,14.4
Darren Waller,LV,5.3,64.7,0.3,0.0,12.4
Hunter Henry,LAC,4.5,56.8,0.4,0.0,11.1
Evan Engram,NYG,5.3,60.6,0.4,0.0,11.4
Jared Cook,NO,4.1,56.0,0.5,0.0,11.6
Mike Gesicki,MIA,4.9,52.1,0.3,0.0,9.8
Dallas Goedert,PHI,5.4,55.9,0.3,0.0,9.5
Hayden Hurst,ATL,4.5,54.0,0.3,0.0,10.1
Austin Hooper,CLE,4.8,50.3,0.2,0.0,9.2
T.J. Hockenson,DET,4.4,50.9,0.3,0.0,8.9
Noah Fant,DEN,4.0,56.1,0.3,0.0,9.0
Rob Gronkowski,TB,3.5,55.8,0.3,0.0,8.6
Jack Doyle,IND,4.8,45.4,0.3,0.0,8.4
Ian Thomas,CAR,4.8,42.8,0.3,0.0,8.8
Chris Herndon IV,NYJ,3.4,43.2,0.2,0.0,8.4
Jonnu Smith,TEN,4.5,50.9,0.2,0.0,8.0
Blake Jarwin,DAL,4.6,51.1,0.3,0.0,8.8
Greg Olsen,SEA,3.3,40.6,0.2,0.0,7.7
Eric Ebron,PIT,4.2,47.6,0.3,0.0,7.5
Kyle Rudolph,MIN,3.7,35.5,0.3,0.0,7.3
Tyler Eifert,JAC,3.2,42.4,0.2,0.0,8.3
Irv Smith Jr.,MIN,4.8,42.6,0.2,0.0,6.5
Jimmy Graham,CHI,2.9,31.9,0.2,0.0,6.5
Dawson Knox,BUF,2.3,31.3,0.2,0.0,6.0
C.J. Uzomah,CIN,2.7,26.3,0.2,0.0,5.6
O.J. Howard,TB,2.1,32.4,0.2,0.0,6.1
Darren Fells,HOU,2.8,27.3,0.2,0.0,6.4
Devin Asiasi,NE,2.3,24.5,0.2,0.0,5.4
Will Dissly,SEA,2.6,28.4,0.2,0.0,4.8
David Njoku,CLE,2.4,26.9,0.1,0.0,4.9
Vance McDonald,PIT,3.1,24.5,0.2,0.0,5.6
Logan Thomas,WAS,2.0,22.6,0.1,0.0,4.5
Nick Boyle,BAL,2.1,18.8,0.2,0.0,4.8
Gerald Everett,LAR,2.1,24.0,0.2,0.0,4.9
Jason Witten,LV,2.3,20.5,0.1,0.0,4.3
Dan Arnold,ARI,2.0,25.5,0.2,0.0,5.3
Jordan Akins,HOU,2.1,24.9,0.1,0.0,4.5
Robert Tonyan,GB,1.8,19.7,0.1,0.0,4.2
Jordan Reed,SF,1.9,21.7,0.1,0.0,4.6
Jace Sternberger,GB,2.3,26.0,0.1,0.0,3.9
Cole Kmet,CHI,1.8,17.6,0.1,0.0,3.9
Cameron Brate,TB,1.7,18.0,0.1,0.0,3.5
Mo Alie-Cox,IND,1.3,14.9,0.1,0.0,3.5
Jaeden Graham,ATL,1.6,18.3,0.1,0.0,3.8
Ryan Griffin,NYJ,1.4,14.9,0.1,0.0,3.1
Jeremy Sprinkle,WAS,2.1,18.2,0.1,0.0,3.9
Jesse James,DET,1.3,14.7,0.1,0.0,3.1
Anthony Firkser,TEN,1.2,14.0,0.1,0.0,3.0
Kaden Smith,NYG,1.7,21.3,0.1,0.0,4.0
Taysom Hill,NO,1.3,13.5,0.1,0.0,4.3
Maxx Williams,ARI,1.3,11.8,0.1,0.0,2.9
Adam Shaheen,MIA,1.2,11.9,0.1,0.0,2.8
Jacob Hollister,SEA,1.5,13.4,0.1,0.0,2.3
James O'Shaughnessy,JAC,1.4,15.0,0.1,0.0,3.1
Josh Hill,NO,1.9,16.7,0.1,0.0,3.5
Tyler Kroft,BUF,1.0,11.5,0.1,0.0,2.1
Foster Moreau,LV,1.4,15.2,0.0,0.0,1.7
Adam Trautman,NO,1.0,10.8,0.1,0.0,2.0
Demetrius Harris,CHI,1.3,13.0,0.1,0.0,2.5
MyCole Pruitt,TEN,1.0,10.5,0.1,0.0,2.1
Brad Cottam,KC,0.7,7.7,0.0,0.0,0.0
Donald Parham,LAC,0.7,7.4,0.0,0.0,0.0
Drew Sample,CIN,1.3,12.0,0.1,0.0,2.3
