player,team,rush_att,rush_yds,rush_td,rec,rec_yds,rec_td,fumbles_lost,fp_projection
Saquon Barkley,NYG,281.3,1306.1,10.1,95.5,761.2,4.0,0.0,289.2
Christian McCaffrey,CAR,225.3,1139.4,7.7,102.7,873.9,5.8,0.7,280.2
Alvin Kamara,NO,205.7,980.7,10.6,94.9,811.7,5.9,0.6,266.8
Ezekiel Elliott,DAL,305.4,1361.0,10.6,73.6,581.0,2.7,0.8,266.1
David Johnson,ARI,270.3,1080.0,8.3,76.0,734.1,3.8,1.8,245.3
Le'Veon Bell,NYJ,264.2,1186.5,7.4,64.5,571.9,3.4,1.0,230.7
James Conner,PIT,242.0,1088.0,10.5,62.4,490.0,2.0,1.0,218.8
Todd Gurley,LAR,228.0,1054.3,12.1,47.0,432.3,2.7,0.8,232.0
Nick Chubb,CLE,262.3,1232.0,10.1,41.0,324.5,2.5,0.0,220.2
Joe Mixon,CIN,264.6,1226.4,9.1,52.1,406.2,1.6,0.7,224.2
Dalvin Cook,MIN,260.7,1166.8,7.2,67.5,510.2,3.0,1.6,211.5
Derrick Henry,TEN,284.7,1303.8,11.7,18.0,153.0,0.6,0.0,213.6
Chris Carson,SEA,248.0,1267.4,9.8,32.0,274.1,1.4,1.3,217.8
Kerryon Johnson,DET,241.4,1159.5,7.7,55.2,407.1,2.1,1.0,209.5
Leonard Fournette,JAC,267.0,1066.9,8.5,51.0,435.5,1.9,0.0,206.9
Aaron Jones,GB,219.1,1022.2,9.0,40.3,316.8,1.6,0.9,191.9
Devonta Freeman,ATL,222.5,994.5,8.7,52.7,420.5,2.7,0.9,200.2
Josh Jacobs,OAK,237.7,1040.7,7.5,50.5,365.9,1.7,1.3,191.4
Marlon Mack,IND,237.7,1123.9,8.5,29.0,212.6,1.0,0.8,183.1
Sony Michel,NE,250.8,1159.4,11.1,13.2,107.2,0.6,0.8,188.7
David Montgomery,CHI,225.6,996.2,7.1,39.0,304.1,1.6,1.2,173.5
Damien Williams,KC,169.0,930.4,7.0,60.3,464.7,3.7,0.6,200.3
Melvin Gordon,LAC,178.7,846.5,8.9,48.2,457.1,2.6,0.0,198.3
Mark Ingram,BAL,225.9,1029.2,7.6,38.0,275.0,1.0,1.2,178.1
Phillip Lindsay,DEN,185.0,913.1,7.0,38.0,265.0,1.1,0.0,158.7
Tevin Coleman,SF,206.2,936.4,6.8,38.0,360.4,2.2,0.0,170.5
Duke Johnson,HOU,148.0,723.2,4.4,59.0,495.3,3.0,0.1,165.8
Derrius Guice,WAS,190.6,896.5,6.3,35.5,295.4,1.5,1.0,163.9
James White,NE,90.0,385.0,3.0,82.0,698.4,5.1,0.0,146.6
Kenyan Drake,MIA,149.0,685.0,4.0,62.4,527.1,2.3,1.0,148.6
Austin Ekeler,LAC,134.0,642.0,4.0,44.0,397.0,2.5,0.7,139.9
Matt Breida,SF,162.5,760.2,4.5,48.3,462.5,2.2,0.5,130.4
Miles Sanders,PHI,183.1,775.4,5.6,42.7,321.9,1.8,0.6,150.1
Peyton Barber,TB,183.2,902.1,6.2,31.3,223.7,1.1,0.7,147.9
Tarik Cohen,CHI,73.9,324.6,2.1,63.0,571.5,3.4,0.9,119.1
Latavius Murray,NO,179.9,785.9,7.7,22.3,156.4,1.0,0.0,139.0
Devin Singletary,BUF,183.9,819.2,4.4,31.8,265.3,1.0,0.4,138.5
Kalen Ballage,MIA,145.0,869.2,5.8,34.0,234.0,0.9,0.6,146.3
Rashaad Penny,SEA,149.0,672.0,5.0,26.0,199.9,1.3,0.4,121.6
Jordan Howard,PHI,171.0,803.4,5.5,17.0,112.5,0.6,0.6,125.7
LeSean McCoy,KC,134.8,552.4,5.2,32.7,246.3,1.7,0.5,120.8
Frank Gore,BUF,145.4,926.4,4.8,18.3,171.7,0.9,0.5,142.7
Royce Freeman,DEN,170.9,683.7,4.7,25.7,189.6,0.7,0.7,115.6
Darrell Henderson,LAR,163.3,702.8,4.0,25.8,193.3,1.4,0.5,121.6
C.J. Anderson,DET,132.8,623.6,4.5,20.6,158.0,0.5,0.3,102.0
Dion Lewis,TEN,104.0,414.0,3.0,48.0,360.6,1.2,0.2,98.3
Jalen Richard,OAK,50.9,275.8,2.0,56.0,449.5,2.5,0.6,92.6
Ronald Jones II,TB,142.9,561.9,3.6,21.6,167.5,0.7,0.3,91.8
Jaylen Samuels,PIT,79.0,341.0,3.0,34.0,265.0,2.0,0.3,90.6
Jamaal Williams,GB,107.6,438.9,3.2,25.3,217.0,1.0,0.0,83.1
Ito Smith,ATL,95.2,507.6,3.0,28.1,207.0,1.0,0.3,94.1
Adrian Peterson,WAS,155.0,636.0,5.0,19.8,153.8,0.5,0.6,106.7
Giovani Bernard,CIN,81.0,346.8,2.0,46.8,375.3,1.0,0.0,84.0
Nyheim Hines,IND,79.6,333.0,2.1,44.0,313.7,1.7,0.2,81.9
Kareem Hunt,CLE,82.9,393.8,3.0,21.1,207.3,1.4,0.1,75.3
Chris Thompson,WAS,49.0,216.0,0.9,60.0,421.0,2.0,0.3,75.7
Gus Edwards,BAL,112.9,583.7,4.3,4.4,31.3,0.2,0.1,89.0
Justin Jackson,LAC,108.0,475.0,3.0,17.5,149.7,0.6,0.2,78.1
Damien Harris,NE,99.0,385.0,3.0,18.2,153.5,1.1,0.3,73.0
Carlos Hyde,HOU,139.0,533.3,4.0,14.5,105.0,0.3,0.2,82.6
Justice Hill,BAL,79.0,346.0,3.0,31.0,195.0,1.0,0.3,78.1
Ryquell Armstead,JAC,80.6,320.4,2.0,21.4,168.9,0.7,0.3,63.6
Alexander Mattison,MIN,89.0,346.0,2.0,22.4,137.7,1.1,0.3,56.2
Ty Montgomery,NYJ,76.9,353.3,2.5,25.0,213.2,1.0,0.0,66.6
T.J. Yeldon,BUF,55.1,228.7,1.2,28.6,253.4,1.2,0.3,61.8
Mike Davis,CHI,76.0,338.5,3.0,27.0,175.2,0.8,0.1,72.4
Tony Pollard,DAL,101.0,405.0,3.0,18.0,111.2,0.5,0.2,69.5
Chase Edmonds,ARI,56.0,292.1,2.0,21.6,168.2,0.6,0.3,53.5
Ty Johnson,DET,65.8,274.0,2.0,18.0,136.3,0.7,0.3,56.6
Darwin Thompson,KC,56.0,247.0,1.7,14.0,110.0,1.0,0.3,47.7
Devontae Booker,DEN,33.0,154.0,1.1,30.7,249.8,1.0,0.0,53.1
Alfred Blue,JAC,61.5,239.4,0.3,14.3,94.8,0.4,0.0,37.1
Devine Ozigbo,JAC,36.3,223.1,1.5,12.7,110.2,0.5,0.2,45.1
Dare Ogunbowale,TB,66.2,272.9,1.8,21.6,166.7,0.8,0.1,58.7
Corey Clement,PHI,40.0,234.4,1.8,22.0,153.1,0.9,0.0,55.8
Malcolm Brown,LAR,61.0,251.0,2.0,11.0,79.0,0.3,0.3,45.0
Wayne Gallman,NYG,56.0,263.3,1.9,11.7,106.3,0.4,0.4,49.6
Brian Hill,ATL,57.0,318.8,2.2,11.3,88.5,0.4,0.1,49.0
DeAndre Washington,OAK,63.6,237.8,1.4,11.4,106.6,0.2,0.2,40.6
Dontrell Hilliard,CLE,40.4,147.5,0.9,19.7,165.4,1.0,0.1,40.0
Jordan Scarlett,CAR,45.0,178.0,1.1,13.0,86.0,0.4,0.2,32.4
Kyle Juszczyk,SF,8.0,32.0,1.0,29.7,269.2,1.5,0.1,39.7
Rex Burkhead,NE,56.0,219.0,2.0,17.0,125.0,0.9,0.0,46.4
Bilal Powell,NYJ,35.1,357.7,2.1,14.7,129.3,0.5,0.2,63.7
Theo Riddick,DEN,21.0,177.4,1.1,27.0,206.4,1.0,0.2,48.2
Dexter Williams,GB,39.0,155.0,1.1,11.5,78.6,0.4,0.2,30.9
Darren Sproles,PHI,33.8,143.0,0.9,21.0,178.0,0.9,0.0,40.4
C.J. Prosise,SEA,31.0,113.0,0.6,28.0,197.0,1.0,0.1,37.0
Qadree Ollison,ATL,33.0,130.7,0.9,4.3,34.4,0.2,0.2,22.9
Raheem Mostert,SF,27.0,265.7,2.1,8.4,67.5,0.4,0.1,44.6
Alfred Morris,DAL,25.0,259.9,1.9,9.2,68.7,0.3,0.1,44.5
Reggie Bonnafon,CAR,20.1,117.4,0.9,9.9,71.9,0.4,0.1,26.0
Jordan Wilkins,IND,30.3,154.4,1.1,7.0,47.2,0.2,0.1,28.0
D.J. Foster,ARI,15.9,66.6,0.4,26.8,231.6,1.0,0.1,37.0
Taiwan Jones,HOU,27.5,98.4,0.6,14.2,124.6,0.6,0.1,26.8
Benny Snell Jr.,PIT,37.4,150.5,1.1,7.2,57.0,0.4,0.2,28.9
D'Ernest Johnson,CLE,0.0,89.1,0.6,6.4,52.0,0.2,0.1,18.8
Mike Boone,MIN,33.1,140.0,1.0,6.1,46.9,0.2,0.2,22.3
Dwayne Washington,NO,48.0,205.0,1.0,4.2,33.3,0.2,0.0,27.1
Mark Walton,MIA,34.4,143.4,0.7,6.1,65.9,0.3,0.1,22.6
Elijhaa Penny,NYG,8.7,166.6,1.3,9.9,73.3,0.4,0.1,33.9
Myles Gaskin,MIA,41.5,168.2,0.8,9.8,83.3,0.3,0.1,30.7
Buddy Howell,HOU,33.7,139.8,0.9,9.6,114.1,0.5,0.1,26.5
Josh Adams,NYJ,23.4,85.5,0.6,3.9,25.6,0.1,0.0,15.0
Trayveon Williams,CIN,20.0,131.0,1.0,9.1,69.6,0.3,0.1,28.0
Paul Perkins,NYG,25.6,101.4,0.6,5.6,38.4,0.2,0.1,18.6
Ameer Abdullah,MIN,17.4,48.5,0.2,11.1,79.6,0.7,0.1,17.2
Zach Line,NO,8.8,48.6,0.5,6.1,51.0,0.4,0.1,13.0
Spencer Ware,IND,22.0,87.0,0.5,3.4,24.8,0.3,0.0,12.0
James Develin,NE,6.5,35.9,0.5,8.7,71.2,0.4,0.1,13.5
Alex Armah,CAR,28.8,109.9,1.0,3.4,26.3,0.2,0.0,18.4
Tyler Ervin,JAC,12.1,49.9,0.3,4.4,35.6,0.2,0.1,11.3
T.J. Logan,TB,11.0,45.5,0.3,4.5,34.7,0.2,0.1,10.7
Tremon Smith,KC,8.0,30.1,0.2,4.1,34.0,0.2,0.0,8.6
Bryce Love,WAS,7.9,31.8,0.2,4.5,35.9,0.2,0.1,8.6
CJ Ham,MIN,13.5,46.2,0.3,6.2,45.1,0.3,0.0,9.1
Patrick Laird,MIA,10.3,43.0,0.3,2.1,16.8,0.1,0.1,7.8
Kenjon Barner,ATL,17.0,75.0,0.2,3.7,26.0,0.0,0.0,8.6
Shaun Wilson,WAS,8.2,36.2,0.3,2.9,19.8,0.1,0.0,7.4
Trenton Cannon,NYJ,11.7,49.3,0.3,7.6,51.4,0.2,0.0,11.0
Nick Bellore,SEA,9.7,31.6,0.1,5.2,42.4,0.2,0.0,8.6
Anthony Sherman,KC,6.5,30.8,0.2,4.8,36.7,0.3,0.0,8.3
Andy Janovich,DEN,3.6,18.0,0.1,8.2,48.8,0.4,0.0,8.8
David Fluellen,TEN,6.3,69.0,0.5,4.4,43.5,0.2,0.0,15.2
Patrick DiMarco,BUF,7.0,34.2,0.2,9.0,69.0,0.2,0.0,8.6
