player,team,rec,rec_yds,rec_td,rush_att,rush_yds,rush_td,fumbles_lost,fp_projection
John Brown,BUF,3.0,39.7,0.1,0.1,0.5,0.0,0.0,9.3
Preston Williams,MIA,3.2,44.0,0.0,0.1,0.1,0.0,0.0,10.3
Golden Tate,NYG,3.8,43.5,0.0,0.1,0.3,0.0,0.0,10.0
Sammy Watkins,KC,3.0,38.1,0.0,0.0,0.2,0.0,0.0,9.6
CeeDee Lamb,DAL,3.5,46.0,0.1,0.0,0.0,0.0,0.0,10.4
Henry Ruggs III,LV,3.1,41.1,0.0,0.1,0.9,0.0,0.0,9.3
Darius Slayton,NYG,3.0,43.2,0.0,0.0,0.0,0.0,0.0,9.1
Emmanuel Sanders,NO,3.4,44.4,0.0,0.0,0.0,0.0,0.0,9.5
Robby Anderson,CAR,3.1,43.8,0.0,0.1,0.4,0.0,0.0,9.2
Brandon Aiyuk,SF,3.1,41.5,0.0,0.1,0.8,0.0,0.0,9.2
N'Keal Harry,NE,3.1,39.8,0.0,0.1,0.7,0.0,0.0,9.3
Jerry Jeudy,DEN,3.1,40.3,0.0,0.0,0.0,0.0,0.0,9.1
Steven Sims,WAS,2.5,22.9,0.0,0.4,1.1,0.0,0.0,9.4
Hunter Renfrow,LV,2.6,32.2,0.0,0.0,0.0,0.0,0.0,9.3
Allen Lazard,GB,3.0,39.5,0.0,0.1,0.4,0.0,0.0,8.6
Curtis Samuel,CAR,2.8,35.6,0.0,0.7,5.2,0.0,0.0,8.8
Michael Pittman Jr.,IND,3.1,41.4,0.0,0.0,0.0,0.0,0.0,8.8
Justin Jefferson,MIN,2.8,38.2,0.0,0.1,0.8,0.0,0.0,8.5
Kendrick Bourne,SF,2.3,28.9,0.1,0.0,0.0,0.0,0.0,9.0
Randall Cobb,HOU,2.5,30.0,0.0,0.2,0.0,0.0,0.0,7.5
Breshad Perriman,NYJ,2.5,41.3,0.0,0.1,0.4,0.0,0.0,8.7
Larry Fitzgerald,ARI,2.9,32.7,0.0,0.0,0.0,0.0,0.0,7.8
Cole Beasley,BUF,2.4,26.1,0.0,0.0,0.0,0.0,0.0,6.8
Corey Davis,TEN,2.5,32.0,0.0,0.1,0.1,0.0,0.0,7.8
James Washington,PIT,2.1,31.4,0.0,0.0,0.0,0.0,0.0,7.2
Dede Westbrook,JAC,2.5,27.6,0.0,0.2,1.3,0.0,0.0,8.0
Parris Campbell,IND,2.4,29.7,0.0,0.2,1.2,0.0,0.0,7.4
Danny Amendola,DET,2.6,27.4,0.0,0.0,0.0,0.0,0.0,7.0
Bryan Edwards,LV,2.6,34.0,0.0,0.1,0.6,0.0,0.0,7.9
Chris Conley,JAC,2.1,27.7,0.0,0.0,0.0,0.0,0.0,6.4
Mecole Hardman,KC,1.0,13.9,0.1,0.1,0.1,0.0,0.1,4.2
Deebo Samuel,SF,2.3,33.3,0.0,0.6,7.0,0.1,0.0,0.0
Denzel Mims,NYJ,1.8,23.6,0.0,0.0,0.0,0.0,0.0,6.6
Russell Gage,ATL,1.9,21.0,0.0,0.2,0.7,0.0,0.1,6.0
Josh Reynolds,LAR,1.6,22.3,0.0,0.1,0.5,0.0,0.0,6.6
John Ross,CIN,1.7,24.7,0.2,0.1,0.3,0.0,0.0,6.1
Kenny Stills,HOU,1.9,28.6,0.0,0.0,0.0,0.0,0.0,6.1
Greg Ward,PHI,1.3,14.9,0.0,0.1,0.5,0.0,0.0,4.5
Jakeem Grant,MIA,1.0,12.3,0.0,0.1,0.3,0.0,0.0,5.8
Miles Boykin,BAL,1.2,17.0,0.0,0.0,0.0,0.0,0.0,4.4
Laviska Shenault Jr.,JAC,0.7,9.8,0.0,0.1,0.4,0.0,0.0,3.3
Dontrelle Inman,WAS,0.8,10.4,0.0,0.0,0.0,0.0,0.0,5.0
Adam Humphries,TEN,2.1,22.2,0.0,0.0,0.0,0.0,0.0,5.1
Phillip Dorsett,SEA,1.6,19.8,0.0,0.0,0.0,0.0,0.0,4.7
Tre'Quan Smith,NO,1.5,19.7,0.1,0.0,0.0,0.0,0.0,4.6
Zach Pascal,IND,1.3,17.7,0.0,0.0,0.0,0.0,0.0,4.1
Tee Higgins,CIN,0.8,9.8,0.0,0.0,0.0,0.0,0.0,3.1
Chase Claypool,PIT,1.0,12.1,0.0,0.0,0.0,0.0,0.0,3.4
Willie Snead,BAL,1.5,15.3,0.0,0.0,0.0,0.0,0.0,3.9
Antonio Gandy-Golden,WAS,0.6,8.6,0.0,0.0,0.0,0.0,0.0,2.9
J.J. Arcega-Whiteside,PHI,0.4,5.2,0.0,0.1,0.0,0.0,0.0,2.4
Van Jefferson,LAR,1.0,11.4,0.0,0.0,0.0,0.0,0.0,3.3
Marquez Valdes-Scantling,GB,0.5,8.6,0.0,0.0,0.0,0.0,0.0,2.5
David Moore,SEA,1.2,17.4,0.0,0.1,0.5,0.0,0.0,3.8
Demarcus Robinson,KC,0.8,9.9,0.0,0.0,0.0,0.0,0.0,2.9
Jakobi Meyers,NE,1.3,18.9,0.0,0.0,0.0,0.0,0.0,4.0
Damiere Byrd,NE,0.8,10.4,0.0,0.0,0.0,0.0,0.0,3.7
Andy Isabella,ARI,0.4,5.7,0.0,0.1,0.4,0.0,0.0,2.2
Tim Patrick,DEN,0.9,11.0,0.0,0.0,0.1,0.0,0.0,3.9
Devin Duvernay,BAL,0.9,11.3,0.0,0.0,0.0,0.0,0.0,2.9
Auden Tate,CIN,1.0,14.4,0.0,0.0,0.0,0.0,0.0,3.2
Equanimeous St. Brown,GB,0.5,6.9,0.0,0.0,0.0,0.0,0.0,3.0
Mike Williams,LAC,1.2,20.9,0.0,0.1,0.3,0.0,0.0,0.0
Jalen Guyton,LAC,0.5,6.2,0.0,0.0,0.0,0.0,0.0,2.1
Ted Ginn,CHI,0.7,9.2,0.0,0.0,0.2,0.0,0.0,2.8
Cordarrelle Patterson,CHI,0.3,4.3,0.0,0.6,3.0,0.0,0.0,1.8
Olabisi Johnson,MIN,0.9,11.6,0.0,0.0,0.3,0.0,0.0,2.9
Chris Hogan,NYJ,0.8,9.7,0.0,0.0,0.0,0.0,0.0,2.5
Nelson Agholor,LV,1.0,11.5,0.0,0.1,0.5,0.0,0.0,3.0
Joe Reed,LAC,0.9,10.2,0.0,0.0,0.0,0.0,0.0,2.7
Scott Miller,TB,0.7,9.2,0.0,0.0,0.2,0.0,0.0,2.6
Isaiah Ford,MIA,0.8,8.7,0.0,0.0,0.0,0.0,0.0,2.3
DaeSean Hamilton,DEN,1.1,9.9,0.0,0.0,0.0,0.0,0.0,2.9
Gunner Olszewski,NE,0.6,7.7,0.0,0.0,0.0,0.0,0.0,2.1
KJ Hamler,DEN,0.6,8.9,0.0,0.1,0.4,0.0,0.0,2.3
Keelan Cole,JAC,0.5,7.8,0.0,0.0,0.0,0.0,0.0,2.3
Dante Pettis,SF,0.2,5.2,0.0,0.0,0.0,0.0,0.0,1.6
Kalif Raymond,TEN,0.7,9.6,0.0,0.0,0.0,0.0,0.0,2.6
Rashard Higgins,CLE,0.6,8.0,0.0,0.0,0.0,0.0,0.0,2.9
Javon Wims,CHI,0.7,8.0,0.0,0.0,0.0,0.0,0.0,2.1
Keke Coutee,HOU,0.5,5.9,0.0,0.1,0.3,0.0,0.0,1.9
Darnell Mooney,CHI,0.9,11.1,0.0,0.0,0.2,0.0,0.0,0.0
Justin Watson,TB,0.7,7.1,0.0,0.0,0.0,0.0,0.0,1.7
Trent Taylor,SF,0.4,5.7,0.0,0.0,0.1,0.0,0.0,2.3
Marvin Hall,DET,0.4,5.4,0.0,0.0,0.0,0.0,0.0,1.9
Tyler Johnson,TB,0.3,3.6,0.0,0.0,0.3,0.0,0.0,1.3
Zay Jones,LV,0.4,4.7,0.0,0.0,0.0,0.0,0.0,1.9
KeeSean Johnson,ARI,0.2,3.0,0.0,0.0,0.0,0.0,0.0,1.1
Seth Roberts,CAR,0.4,5.1,0.0,0.0,0.0,0.0,0.0,1.3
James Proche,BAL,0.5,8.2,0.0,0.0,0.4,0.0,0.0,1.6
Tajae Sharpe,MIN,0.5,6.8,0.0,0.0,0.0,0.0,0.0,1.7
K.J. Hill,LAC,0.4,5.0,0.0,0.0,0.1,0.0,0.0,2.1
Christian Blake,ATL,0.3,3.0,0.0,0.0,0.0,0.0,0.0,1.3
Isaiah McKenzie,BUF,0.4,4.9,0.0,0.0,0.0,0.0,0.0,1.8
Mack Hollins,MIA,0.4,5.2,0.0,0.0,0.0,0.0,0.0,1.8
John Hightower,PHI,0.5,6.6,0.0,0.0,0.2,0.0,0.0,1.6
Riley Ridley,CHI,0.4,4.2,0.0,0.0,0.0,0.0,0.0,1.2
Quintez Cephus,DET,0.6,7.7,0.0,0.0,0.2,0.0,0.0,0.0
Damion Ratley,NYG,0.3,3.7,0.0,0.0,0.0,0.0,0.0,1.0
Darrius Shepherd,GB,0.3,3.5,0.0,0.0,0.0,0.0,0.0,1.7
Braxton Berrios,NYJ,0.2,2.8,0.0,0.0,0.0,0.0,0.0,1.4
Gabriel Davis,BUF,0.3,3.4,0.0,0.0,0.1,0.0,0.0,1.8
Alex Erickson,CIN,0.5,5.4,0.0,0.0,0.1,0.0,0.0,1.2
Lynn Bowden Jr.,MIA,0.5,7.0,0.0,0.0,0.1,0.0,0.0,0.0
Khadarel Hodge,CLE,0.3,3.6,0.0,0.0,0.0,0.0,0.0,1.3
Dezmon Patmon,IND,0.5,6.2,0.0,0.0,0.1,0.0,0.0,1.4
Jason Moore,LAC,0.1,3.4,0.0,0.0,0.0,0.0,0.0,0.9
Olamide Zaccheaus,ATL,0.3,4.7,0.0,0.0,0.0,0.0,0.0,1.3
Donovan Peoples-Jones,CLE,0.3,3.4,0.0,0.0,0.1,0.0,0.0,1.5
Chad Beebe,MIN,0.1,3.8,0.0,0.0,0.0,0.0,0.0,1.0
Byron Pringle,KC,0.3,5.1,0.0,0.0,0.0,0.0,0.0,1.1
DeAndre Carter,HOU,0.2,2.9,0.0,0.0,0.0,0.0,0.0,1.0
Ray-Ray McCloud,PIT,0.3,5.2,0.0,0.0,0.8,0.0,0.0,1.1
Noah Brown,DAL,0.2,2.4,0.0,0.0,0.0,0.0,0.0,0.7
C.J. Board,NYG,0.2,2.8,0.0,0.0,0.0,0.0,0.0,0.7
Pharoh Cooper,CAR,0.2,2.7,0.0,0.0,0.0,0.0,0.0,0.7
Victor Bolden Jr.,DET,0.3,3.3,0.0,0.0,0.0,0.0,0.0,1.2
Collin Johnson,JAC,0.4,5.5,0.0,0.0,0.1,0.0,0.0,0.0
Jeff Smith,NYJ,0.4,5.1,0.0,0.0,0.2,0.0,0.0,0.0
Vyncint Smith,NYJ,0.4,5.2,0.0,0.0,0.1,0.0,0.0,0.0
Josh Gordon,SEA,0.4,5.1,0.0,0.0,0.1,0.0,0.0,0.0
Shelton Gibson,WAS,0.3,3.3,0.0,0.0,0.0,0.0,0.0,1.1
Deonte Harris,NO,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.4
Robert Foster,GB,0.2,3.6,0.0,0.0,0.0,0.0,0.0,1.0
Brandon Powell,ATL,0.3,2.9,0.0,0.0,0.0,0.0,0.0,1.0
Andre Roberts,BUF,0.2,2.9,0.0,0.0,0.0,0.0,0.0,0.9
Cedrick Wilson,DAL,0.1,1.7,0.0,0.0,0.0,0.0,0.0,0.5
Cody Hollister,TEN,0.2,3.5,0.0,0.0,0.0,0.0,0.0,0.7
Chris Thompson,JAC,0.2,2.8,0.0,0.0,0.0,0.0,0.0,0.9
John Ursua,SEA,0.3,3.3,0.0,0.0,0.0,0.0,0.0,0.7
Trent Sherfield,ARI,0.2,2.8,0.0,0.0,0.0,0.0,0.0,0.8
Josh Bellamy,NYJ,0.3,3.4,0.0,0.0,0.1,0.0,0.0,0.0
Ventell Bryant,DAL,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.4
Diontae Spencer,DEN,0.1,2.8,0.0,0.0,0.0,0.0,0.0,0.6
Chris Moore,BAL,0.2,2.8,0.0,0.0,0.0,0.0,0.0,0.6
Alexander Hollins,MIN,0.2,2.4,0.0,0.0,0.0,0.0,0.0,0.7
Keith Kirkwood,CAR,0.2,2.6,0.0,0.0,0.0,0.0,0.0,0.6
K.J. Osborn,MIN,0.2,3.2,0.0,0.0,0.1,0.0,0.0,0.0
Gehrig Dieter,KC,0.2,2.4,0.0,0.0,0.0,0.0,0.0,0.7
Nsimba Webster,LAR,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.3
Michael Walker,JAC,0.2,2.3,0.0,0.0,0.0,0.0,0.0,0.6
Malik Turner,DAL,0.2,2.4,0.0,0.0,0.0,0.0,0.0,0.6
Chad Hansen,HOU,0.2,2.2,0.0,0.0,0.0,0.0,0.0,0.6
Ashton Dulin,IND,0.2,2.2,0.0,0.0,0.0,0.0,0.0,0.5
Steven Mitchell Jr.,HOU,0.2,2.1,0.0,0.0,0.0,0.0,0.0,0.5
Brandon Zylstra,CAR,0.1,1.5,0.0,0.0,0.0,0.0,0.0,0.4
Cody Core,NYG,0.1,1.9,0.0,0.0,0.0,0.0,0.0,0.4
Bennie Fowler III,NO,0.1,1.5,0.0,0.0,0.0,0.0,0.0,0.4
Travis Fulgham,PHI,0.1,1.4,0.0,0.0,0.0,0.0,0.0,0.3
Stanley Morgan Jr.,CIN,0.1,1.3,0.0,0.0,0.0,0.0,0.0,0.3
Mike Thomas,CIN,0.1,1.4,0.0,0.0,0.0,0.0,0.0,0.3
Matt Slater,NE,0.1,0.7,0.0,0.0,0.0,0.0,0.0,0.2
Rico Gafford,LV,0.1,1.1,0.0,0.0,0.0,0.0,0.0,0.2
DeAndrew White,BAL,0.1,1.1,0.0,0.0,0.0,0.0,0.0,0.2
Lil'Jordan Humphrey,NO,0.1,0.8,0.0,0.0,0.0,0.0,0.0,0.2
Ishmael Hyman,CAR,0.1,0.8,0.0,0.0,0.0,0.0,0.0,0.2
JoJo Natson,CLE,0.1,0.7,0.0,0.0,0.0,0.0,0.0,0.2
