player,team,rec,rec_yds,rec_td,fumbles_lost,fp_projection
David Njoku,CLE,22.6,247.4,2.3,0.0,61.0
Stephen Carlson,CLE,20.0,218.0,3.0,0.0,59.8
Geoff Swaim,TEN,24.0,223.4,1.9,0.1,57.4
Drew Sample,CIN,25.5,236.6,1.4,0.4,57.1
Nick Boyle,BAL,23.0,213.4,2.1,0.0,56.7
Darren Fells,DET,22.5,234.1,1.8,0.0,56.6
James O'Shaughnessy,JAC,24.5,248.7,1.1,0.0,56.1
Maxx Williams,ARI,21.1,235.3,1.9,0.1,55.6
Tyler Kroft,NYJ,20.7,214.0,2.1,0.0,54.4
Brevin Jordan,HOU,22.3,220.4,1.7,0.6,53.3
Kyle Rudolph,NYG,21.9,210.4,1.6,0.0,52.8
Cameron Brate,TB,20.7,211.1,1.8,0.0,52.6
Pat Freiermuth,PIT,21.9,202.2,1.4,0.6,49.4
Pharaoh Brown,HOU,19.3,199.1,1.5,0.0,48.4
Harrison Bryant,CLE,18.4,198.9,1.8,1.1,46.8
Hunter Long,MIA,18.6,176.0,1.3,0.5,42.7
Foster Moreau,LV,13.9,152.6,2.2,0.1,42.0
Kylen Granson,IND,17.2,177.8,1.1,0.1,41.4
Ian Thomas,CAR,18.3,160.6,1.2,0.0,41.4
Hunter Bryant,DET,15.7,176.4,1.2,0.0,40.6
Chris Manhertz,JAC,16.5,163.9,1.0,0.0,38.8
Adam Shaheen,MIA,15.0,153.6,1.7,1.0,38.8
Noah Gray,KC,14.4,146.7,1.1,0.5,34.8
Matt Sokol,JAC,13.0,140.0,1.0,0.0,33.0
Luke Farrell,JAC,14.8,139.8,0.7,0.5,32.1
Marcedes Lewis,GB,11.5,121.0,1.4,0.0,32.0
Thaddeus Moss,CIN,13.0,121.0,1.0,0.0,31.1
Kahale Warring,BUF,12.0,129.0,1.0,0.0,30.9
Reggie Gilliam,BUF,11.0,77.0,2.0,0.0,30.7
Durham Smythe,MIA,13.1,108.2,1.0,0.0,29.6
Brycen Hopkins,LAR,12.5,127.4,0.7,0.1,29.4
Jacob Harris,LAR,10.6,136.6,0.8,0.0,28.9
Darrell Daniels,ARI,11.4,122.3,0.9,0.1,28.8
Ross Dwelley,SF,11.4,120.4,0.9,0.0,28.7
John Bates,WAS,12.4,119.2,0.8,0.5,27.8
Devin Asiasi,NE,10.5,117.9,1.1,0.5,27.8
Ryan Griffin,NYJ,10.1,95.0,1.1,0.0,26.0
Derek Carrier,LV,9.6,88.6,1.1,0.0,25.2
Jace Sternberger,GB,9.6,88.4,1.0,0.0,24.5
Blake Bell,KC,10.0,94.9,0.7,0.0,23.9
Tommy Sweeney,BUF,8.7,105.7,0.8,0.0,23.9
Tommy Tremble,CAR,8.6,85.4,0.4,0.5,18.5
Tre' McKitty,LAC,7.7,81.6,0.4,0.0,18.3
Antony Auclair,HOU,6.5,70.8,0.6,0.0,17.3
Jeremy Sprinkle,DAL,6.9,71.4,0.5,0.0,17.1
J.P. Holtz,CHI,5.9,73.1,0.5,0.0,16.2
Daniel Brown,NYJ,5.4,63.6,0.5,0.0,14.8
Zach Gentry,PIT,6.1,54.9,0.5,0.0,14.4
Charlie Woerner,SF,5.4,63.9,0.4,0.0,14.4
Josh Oliver,BAL,5.4,56.1,0.6,0.1,14.3
Stephen Anderson,LAC,5.3,65.6,0.4,0.0,14.3
Jesse James,CHI,6.1,50.7,0.5,0.0,14.0
Nick Vannett,NO,5.0,53.3,0.6,0.0,13.9
Brandon Dillon,MIN,4.4,46.7,0.4,0.0,11.5
Josiah Deguara,GB,4.3,47.0,0.4,0.1,11.2
Johnny Mundt,LAR,4.4,46.5,0.4,0.0,11.2
Demetrius Harris,ARI,3.9,39.9,0.4,0.0,10.1
Jordan Franks,CLE,3.7,41.0,0.4,0.0,9.8
Mason Schreck,CIN,3.5,36.5,0.3,0.0,8.7
Colby Parkinson,SEA,2.8,29.6,0.3,0.0,7.6
Eric Tomlinson,BAL,2.8,28.8,0.3,0.0,7.3
Lee Smith,ATL,2.5,24.6,0.2,0.0,6.2
Dominique Dafney,GB,2.4,25.7,0.2,0.0,6.2
Sean McKeon,DAL,2.6,26.6,0.2,0.0,6.1
Zach Davidson,MIN,2.4,24.0,0.2,0.0,5.8
Tanner Hudson,SF,2.1,23.0,0.2,0.0,5.7
Cethan Carter,MIA,2.5,24.3,0.1,0.0,5.6
Trevon Wesco,NYJ,2.3,24.4,0.1,0.0,5.5
Eric Saubert,DEN,2.3,22.9,0.1,0.0,5.5
Kaden Smith,NYG,2.5,21.7,0.1,0.0,5.4
Luke Willson,SEA,1.8,20.3,0.2,0.0,4.9
Matt LaCosse,NE,1.9,20.0,0.2,0.0,4.8
Ricky Seals-Jones,WAS,1.5,18.5,0.2,0.0,4.3
Farrod Green,IND,1.8,17.9,0.1,0.0,4.2
Codey McElroy,TB,1.5,15.9,0.2,0.0,4.1
Garrett Griffin,NO,0.8,9.4,0.1,0.0,2.2
Kevin Rader,PIT,0.9,8.7,0.0,0.0,1.9
Isaac Nauta,GB,0.8,8.2,0.0,0.0,1.9
Tyrone Swoopes,WAS,0.9,9.7,0.0,0.0,1.8
Hakeem Butler,PHI,0.8,8.4,0.0,0.0,1.7
Jason Croom,PHI,0.8,8.5,0.0,0.0,1.7
Jesper Horsted,CHI,0.8,8.2,0.0,0.0,1.7
Deon Yelder,TB,0.8,7.3,0.0,0.0,1.7
Colin Thompson,CAR,0.7,6.7,0.0,0.0,1.4
