player,team,rec,rec_yds,rec_td,rush_att,rush_yds,rush_td,fumbles_lost,fp_projection
Justin Jefferson,MIN,101.2,1336.0,6.0,3.0,13.2,0.0,0.8,292.9
Ja'Marr Chase,CIN,95.0,1236.0,8.6,2.0,16.0,0.0,2.0,276.9
Cooper Kupp,LAR,98.0,1183.0,6.5,5.0,28.1,0.0,1.4,277.0
Tyreek Hill,MIA,93.0,1272.0,5.0,8.0,42.0,0.0,0.9,260.5
CeeDee Lamb,DAL,87.0,1132.0,6.0,4.8,29.0,0.0,0.7,247.0
Stefon Diggs,BUF,89.0,1184.0,7.2,0.0,-1.0,0.0,0.8,254.2
Davante Adams,LV,80.1,1116.7,6.5,0.0,0.0,0.0,0.8,256.6
Amon-Ra St. Brown,DET,95.2,1046.5,3.9,4.6,26.6,0.0,0.6,240.0
A.J. Brown,PHI,69.3,1085.6,6.7,0.0,0.0,0.0,1.0,231.6
Jaylen Waddle,MIA,66.0,1081.0,5.0,0.0,0.0,0.0,1.0,214.6
Garrett Wilson,NYJ,76.4,998.4,2.1,0.0,0.0,0.0,1.2,220.5
Tee Higgins,CIN,71.0,1011.0,6.0,0.0,0.0,0.0,0.6,208.5
Chris Olave,NO,76.0,1077.0,4.0,0.0,0.0,0.0,2.2,204.9
DK Metcalf,SEA,70.0,885.0,6.0,0.0,0.0,0.0,1.3,197.1
DeVonta Smith,PHI,76.0,963.0,5.7,0.0,0.0,0.0,1.0,209.9
Keenan Allen,LAC,84.7,922.6,4.9,0.0,0.0,0.0,1.0,203.6
Calvin Ridley,JAC,73.0,917.8,5.4,0.0,0.0,0.0,1.0,207.4
Deebo Samuel,SF,60.8,819.0,1.3,37.7,209.7,1.4,2.0,199.9
Amari Cooper,CLE,66.0,945.0,6.4,0.0,0.0,0.0,0.5,201.5
Christian Watson,GB,58.0,858.0,2.9,7.0,53.8,0.0,0.8,204.2
Jerry Jeudy,DEN,63.0,938.0,3.2,0.0,0.0,0.0,0.6,195.8
Chris Godwin,TB,84.0,890.0,2.8,0.0,0.0,0.0,1.0,186.7
Terry McLaurin,WAS,63.0,942.0,3.7,0.0,0.0,0.0,0.6,184.8
DeAndre Hopkins,TEN,74.0,935.0,3.9,0.0,0.0,0.0,1.1,197.7
Mike Williams,LAC,60.0,872.0,3.9,0.0,0.0,0.0,0.4,180.9
Mike Evans,TB,64.0,885.0,5.0,0.0,0.0,0.0,0.5,184.3
Christian Kirk,JAC,67.0,826.5,4.2,0.0,0.0,0.0,1.0,190.2
DJ Moore,CHI,53.3,853.0,3.2,0.0,0.0,0.0,0.6,195.0
Diontae Johnson,PIT,72.5,823.0,3.0,0.0,0.0,0.0,1.2,172.3
Drake London,ATL,74.5,892.3,4.9,0.0,0.0,0.0,3.4,191.9
Marquise Brown,ARI,69.4,796.6,4.0,0.0,0.0,0.0,0.7,185.8
Tyler Lockett,SEA,65.0,802.0,4.9,0.0,0.0,0.0,1.0,180.9
Brandon Aiyuk,SF,58.0,801.0,4.4,0.0,0.0,0.0,1.0,171.7
Michael Pittman Jr.,IND,67.0,688.0,2.6,0.0,0.0,0.0,1.0,153.8
Jahan Dotson,WAS,51.0,726.1,4.0,0.0,-7.0,0.0,0.7,161.9
JuJu Smith-Schuster,NE,65.0,743.0,2.5,0.0,0.0,0.0,1.1,154.5
George Pickens,PIT,46.2,759.0,2.8,0.0,0.0,0.0,0.6,166.3
Brandin Cooks,DAL,40.2,617.8,2.9,0.0,0.0,0.0,0.4,162.0
Jordan Addison,MIN,56.8,713.1,4.0,0.0,0.0,0.0,2.0,164.1
Michael Thomas,NO,54.0,639.0,1.7,0.0,0.0,0.0,0.7,160.6
Gabe Davis,BUF,42.0,743.0,6.0,0.0,0.0,0.0,1.0,157.3
Treylon Burks,TEN,50.0,636.1,2.0,5.0,26.2,0.0,0.8,144.0
Jaxon Smith-Njigba,SEA,51.8,667.6,4.0,0.0,0.0,0.0,2.0,151.1
Courtland Sutton,DEN,55.0,728.1,1.7,0.0,0.0,0.0,0.4,142.1
Jakobi Meyers,LV,56.0,691.2,2.7,0.0,-5.0,0.0,1.1,150.6
Zay Flowers,BAL,48.9,679.9,3.8,0.0,0.0,0.0,2.0,149.7
Nico Collins,HOU,52.9,634.6,3.7,0.0,0.0,0.0,0.5,147.8
Rondale Moore,ARI,57.8,606.5,0.2,4.6,27.0,0.0,0.9,135.6
Tyler Boyd,CIN,52.3,597.7,2.6,0.0,0.0,0.0,0.4,142.5
Kadarius Toney,KC,37.0,405.0,3.1,7.3,48.3,0.4,1.0,127.5
Zay Jones,JAC,53.2,569.1,1.5,0.0,0.0,0.0,0.4,136.3
Odell Beckham Jr.,BAL,44.0,559.0,2.7,0.0,0.0,0.0,0.5,135.1
Adam Thielen,CAR,48.0,546.2,3.6,0.0,0.0,0.0,0.4,132.7
Allen Lazard,NYJ,47.0,603.6,4.0,0.0,0.0,0.0,0.3,140.7
Darnell Mooney,CHI,48.0,580.5,2.5,0.0,0.0,0.0,0.5,129.1
Michael Gallup,DAL,41.0,486.0,2.6,0.0,0.0,0.0,0.4,112.8
Quentin Johnston,LAC,32.9,398.7,2.7,0.0,0.0,0.0,2.0,135.9
Romeo Doubs,GB,50.0,577.3,2.6,0.0,0.0,0.0,1.4,131.1
Hunter Renfrow,LV,55.8,533.2,2.9,0.0,0.0,0.0,1.0,129.7
DJ Chark Jr.,CAR,38.0,671.0,3.0,0.0,0.0,0.0,0.5,128.2
Skyy Moore,KC,34.7,377.8,2.0,3.7,21.0,0.0,5.0,128.9
Marquez Valdes-Scantling,KC,36.0,621.0,3.0,0.0,0.0,0.0,0.3,113.2
DeVante Parker,NE,41.0,557.3,1.9,0.0,0.0,0.0,0.4,121.6
Curtis Samuel,WAS,46.1,461.4,1.1,17.6,102.5,0.5,1.0,114.9
Jonathan Mingo,CAR,42.0,567.0,1.9,0.0,0.0,0.0,1.0,119.6
K.J. Osborn,MIN,36.8,401.0,2.9,1.6,5.0,0.0,0.6,108.8
Jayden Reed,GB,43.3,555.3,1.7,0.0,0.0,0.0,0.4,129.5
Elijah Moore,CLE,18.6,255.2,1.3,0.0,0.0,0.0,0.5,100.1
Van Jefferson,LAR,36.0,529.0,2.9,0.0,0.0,0.0,0.4,112.5
Russell Gage,TB,60.5,429.1,0.4,0.9,1.2,0.0,0.7,125.1
Donovan Peoples-Jones,CLE,38.5,509.8,2.0,0.0,0.0,0.0,1.0,112.2
Isaiah Hodgins,NYG,31.1,332.7,2.2,0.0,0.0,0.0,1.1,93.3
Robert Woods,HOU,44.1,484.3,1.2,0.0,0.0,0.0,1.0,108.2
Jameson Williams,DET,33.2,456.5,2.0,0.0,0.0,0.0,1.0,100.5
Rashod Bateman,BAL,19.9,263.7,1.3,0.0,0.0,0.0,2.0,94.1
John Metchie III,HOU,35.6,404.4,1.9,0.0,0.0,0.0,0.4,96.6
Rashid Shaheed,NO,32.0,460.5,0.9,0.0,0.0,0.0,0.5,102.9
Alec Pierce,IND,29.0,475.0,1.8,0.0,0.0,0.0,0.5,89.2
Marvin Jones Jr.,DET,31.4,387.9,1.2,0.0,0.0,0.0,0.2,97.5
Mecole Hardman Jr.,NYJ,33.8,402.1,1.8,5.0,28.6,0.2,1.4,96.9
Chase Claypool,CHI,30.0,388.0,1.2,0.0,0.0,0.0,1.0,89.5
Allen Robinson II,PIT,32.8,362.5,0.6,0.0,0.0,0.0,0.3,90.3
Mack Hollins,ATL,29.0,361.0,1.6,0.0,0.0,0.0,0.4,86.8
Corey Davis,NYJ,31.0,494.0,1.2,0.0,0.0,0.0,0.4,99.7
Darius Slayton,NYG,29.2,407.8,2.0,0.0,0.0,0.0,1.0,89.5
Parris Campbell,NYG,27.4,285.4,1.5,0.0,0.0,0.0,0.6,77.4
Rashee Rice,KC,19.7,233.0,1.7,0.0,0.0,0.0,1.0,85.5
Khalil Shakir,BUF,18.1,227.0,0.7,0.0,0.0,0.0,0.4,65.3
Joshua Palmer,LAC,20.1,257.8,1.3,0.0,0.0,0.0,0.2,68.4
Wan'Dale Robinson,NYG,17.2,195.1,1.1,0.0,0.0,0.0,1.0,79.0
Ben Skowronek,LAR,26.3,226.3,0.0,0.0,0.0,0.0,0.2,74.4
Kendrick Bourne,NE,21.6,340.8,0.8,3.0,25.4,0.0,0.5,87.5
Greg Dortch,ARI,23.9,232.1,0.7,4.1,26.1,0.0,1.0,72.4
Tyquan Thornton,NE,26.0,296.3,1.3,0.0,0.0,0.0,0.4,68.7
Josh Reynolds,DET,22.5,284.1,0.6,0.0,0.0,0.0,0.3,72.2
Nick Westbrook-Ikhine,TEN,23.5,310.7,1.2,0.0,0.0,0.0,0.5,68.7
Michael Wilson,ARI,16.5,188.4,0.2,0.0,0.0,0.0,0.3,76.9
Jalin Hyatt,NYG,11.3,125.6,0.8,0.0,0.0,0.0,1.0,45.0
Marvin Mims Jr.,DEN,2.2,27.0,0.2,0.0,0.0,0.0,0.4,33.1
Sterling Shepard,NYG,17.5,172.0,0.4,0.0,0.0,0.0,0.3,51.6
Terrace Marshall Jr.,CAR,10.0,167.5,0.3,0.0,0.0,0.0,0.3,59.3
Robbie Chosen,MIA,18.8,271.1,0.2,0.0,0.0,0.0,0.2,68.7
Tutu Atwell,LAR,16.3,213.2,0.1,2.1,13.2,0.1,0.4,59.0
Tank Dell,HOU,16.4,193.2,0.7,0.0,0.0,0.0,0.3,49.8
Josh Downs,IND,14.1,184.6,1.1,0.0,0.0,0.0,0.4,63.8
Richie James Jr.,KC,8.7,108.6,0.7,0.0,0.0,0.0,3.0,39.1
Cedric Tillman,CLE,22.3,280.1,0.5,0.0,0.0,0.0,0.3,61.5
Isaiah McKenzie,IND,18.6,179.3,0.8,5.6,31.0,0.1,0.2,55.7
Braxton Berrios,MIA,3.4,32.4,0.1,0.0,0.0,0.0,0.6,29.3
Trey Palmer,TB,13.7,161.0,0.0,0.0,0.0,0.0,0.1,47.4
Quez Watkins,PHI,12.8,151.3,0.7,0.0,0.0,0.0,0.4,39.5
Laviska Shenault Jr.,CAR,15.3,164.6,0.1,9.3,49.6,0.3,0.3,48.8
Chris Moore,TEN,15.5,163.2,0.0,0.0,0.0,0.0,0.0,47.7
Jauan Jennings,SF,12.5,139.9,0.1,0.0,0.0,0.0,0.3,41.2
David Moore,TB,14.0,42.0,0.0,0.0,0.0,0.0,0.3,28.6
Demarcus Robinson,LAR,19.5,176.4,0.2,0.0,0.0,0.0,0.2,48.6
Kalif Raymond,DET,5.7,77.1,0.0,0.0,0.0,0.0,0.3,28.3
