player,team,rush_att,rush_yds,rush_td,rec,rec_yds,rec_td,fumbles_lost,fp_projection
Rico Dowdle,DAL,46.3,161.2,0.8,6.4,52.3,0.2,0.1,33.8
Sean Tucker,TB,44.3,171.1,0.6,6.3,60.9,0.2,0.3,33.4
Craig Reynolds,DET,23.3,113.5,0.6,8.9,73.0,0.3,0.1,33.3
Evan Hull,IND,46.1,177.2,0.6,5.2,62.2,0.1,0.2,32.9
Kyle Juszczyk,SF,8.9,30.4,0.4,13.0,107.9,0.6,0.0,32.8
Anthony McFarland Jr.,PIT,22.2,131.3,0.6,8.2,51.7,0.2,0.1,31.3
Malik Davis,DAL,50.3,170.8,0.9,3.7,45.2,0.1,0.2,30.9
DeWayne McBride,MIN,56.8,169.5,0.7,3.4,52.2,0.1,0.2,29.7
Zonovan Knight,NYJ,35.4,148.0,0.5,5.7,51.5,0.2,0.2,28.9
Travis Homer,CHI,18.5,95.7,0.3,8.3,74.9,0.2,0.1,28.4
Boston Scott,PHI,31.2,143.8,1.1,3.6,36.0,0.1,0.2,28.2
Tyler Badie,DEN,17.2,88.7,0.4,9.5,56.7,0.2,0.1,27.7
Demetric Felton Jr.,CLE,20.2,79.4,0.2,10.1,70.1,0.2,0.1,27.6
Sincere McCormick,LV,30.0,136.0,1.0,4.0,39.0,0.0,0.0,27.5
Dare Ogunbowale,HOU,16.9,75.0,0.5,9.4,59.3,0.2,0.1,26.7
Tony Jones Jr.,DEN,30.0,114.4,0.7,6.1,39.2,0.2,0.2,26.3
Patrick Taylor Jr.,GB,23.3,109.2,0.7,6.1,36.8,0.2,0.1,26.0
Deneric Prince,KC,31.4,117.5,0.5,5.4,46.9,0.2,0.2,25.4
D'Ernest Johnson,JAC,32.3,134.0,0.4,4.7,39.9,0.1,0.0,25.2
Gary Brightwell,NYG,22.6,110.7,0.8,5.0,30.8,0.1,0.1,24.3
Damien Williams,LV,22.9,70.7,0.5,7.0,34.1,0.5,0.1,23.4
James Robinson,NYG,44.0,139.6,0.2,4.0,44.5,0.1,0.4,23.2
Kevin Harris,NE,32.8,128.9,0.5,3.1,32.7,0.1,0.1,22.6
John Kelly Jr.,CLE,19.0,81.5,0.5,5.8,43.3,0.3,0.2,22.5
Reggie Gilliam,BUF,4.4,18.5,0.2,9.0,65.9,0.5,0.0,21.5
Alec Ingold,MIA,5.0,13.2,0.1,10.3,70.3,0.4,0.0,21.4
Kirk Merritt,NO,9.1,38.7,0.3,7.4,58.1,0.3,0.1,20.6
Justice Hill,BAL,18.5,79.0,0.3,6.4,39.7,0.2,0.2,20.4
Salvon Ahmed,MIA,31.7,97.1,0.1,4.3,52.1,0.1,0.0,20.2
Brandon Bolden,LV,19.8,66.6,0.5,5.1,45.0,0.2,0.1,20.1
Myles Gaskin,MIA,32.4,98.1,0.1,4.4,56.2,0.1,0.4,20.0
Darrynton Evans,BUF,13.5,46.0,0.1,9.0,43.3,0.3,0.1,19.7
Mohamed Ibrahim,DET,21.1,73.8,0.3,6.0,40.2,0.1,0.1,19.6
Lew Nichols III,GB,24.0,97.0,0.5,4.0,25.4,0.0,0.1,19.1
Tyrion Davis-Price,SF,35.5,107.8,0.4,2.5,33.6,0.1,0.2,19.1
Elijah Dotson,LAC,15.7,65.8,0.6,4.5,32.0,0.2,0.1,18.6
J.J. Taylor,NE,4.4,67.7,0.5,4.3,29.1,0.2,0.1,17.9
Ty'Son Williams,ARI,19.8,73.5,0.5,3.7,26.0,0.1,0.0,16.9
C.J. Ham,MIN,5.9,16.9,0.1,8.0,45.6,0.3,0.0,16.8
Zander Horvath,LAC,6.1,14.3,0.0,5.5,25.1,1.1,0.0,16.2
Snoop Conner,JAC,21.7,70.4,0.6,2.7,20.2,0.1,0.0,15.7
Brittain Brown,LV,15.5,63.7,0.4,4.1,26.8,0.1,0.1,15.7
Royce Freeman,LAR,12.8,67.8,0.3,4.2,26.6,0.1,0.1,15.6
Jonathan Williams,WAS,26.8,75.3,0.4,3.4,20.8,0.1,0.1,15.6
Julius Chestnut,TEN,12.7,44.9,0.1,5.7,37.3,0.2,0.1,15.4
Patrick Ricard,BAL,5.8,16.6,0.1,7.1,43.0,0.3,0.4,14.4
Mike Boone,HOU,21.0,70.2,0.2,2.8,26.5,0.1,0.0,14.4
Trey Sermon,PHI,18.9,64.1,0.1,3.8,31.5,0.1,0.2,14.0
Godwin Igwebuike,ATL,0.0,7.8,0.1,6.6,47.3,0.2,0.0,14.0
Jaleel McLaughlin,DEN,16.5,57.4,0.2,3.8,25.8,0.1,0.1,13.7
La'Mical Perine,KC,4.2,17.6,0.2,5.0,35.6,0.3,0.0,13.4
Hunter Luepke,DAL,0.0,23.2,0.3,4.8,24.9,0.3,0.0,12.7
Jermar Jefferson,DET,4.6,19.4,0.2,4.4,34.4,0.3,0.0,12.5
Trestan Ebner,CHI,17.6,59.6,0.1,3.0,26.7,0.1,0.1,12.4
Qadree Ollison,JAC,4.5,18.8,0.2,4.5,32.1,0.2,0.0,11.6
Jake Funk,IND,8.4,35.3,0.2,3.5,24.8,0.2,0.0,11.5
Ronnie Rivers,LAR,12.8,41.9,0.0,4.1,26.7,0.1,0.1,11.5
Patrick Laird,TB,4.3,18.0,0.2,4.4,31.7,0.2,0.0,11.3
Jason Cabinda,DET,4.6,12.5,0.1,4.4,33.2,0.3,0.0,11.3
Larry Rountree III,HOU,4.3,17.6,0.0,4.8,36.0,0.2,0.0,11.2
Giovanni Ricci,CAR,4.7,19.6,0.2,4.1,30.0,0.2,0.0,11.1
Spencer Brown,CAR,4.7,19.7,0.2,4.1,28.6,0.2,0.0,11.0
Nate McCrary,GB,5.4,22.6,0.1,3.8,28.5,0.2,0.0,10.6
Gerrid Doaks,HOU,4.7,19.7,0.1,4.0,27.8,0.2,0.0,10.3
Avery Williams,ATL,5.4,23.1,0.2,3.4,22.1,0.2,0.0,10.0
Jaret Patterson,WAS,10.1,33.6,0.2,2.4,16.2,0.1,0.0,9.2
Jonathan Ward,TEN,10.1,42.8,0.2,1.9,14.0,0.1,0.0,9.2
Adam Prentice,NO,0.0,12.1,0.1,4.0,19.1,0.2,0.0,8.9
Henry Pearson,GB,0.0,13.1,0.1,3.7,16.4,0.2,0.0,8.6
Michael Burton,DEN,4.7,12.1,0.1,3.3,19.2,0.2,0.0,8.3
Jack Colletto,SF,0.0,7.3,0.1,3.6,16.3,0.2,0.0,7.5
Jakob Johnson,LV,0.0,2.0,0.0,4.5,16.0,0.2,0.0,7.4
Jason Huntley,IND,5.0,14.6,0.1,2.2,17.5,0.1,0.0,6.7
Khari Blasingame,CHI,5.7,13.5,0.1,2.7,12.3,0.1,0.0,6.7
Keith Smith,ATL,5.4,12.4,0.1,2.8,11.4,0.1,0.0,6.5
Ellis Merriweather,NO,0.0,10.2,0.1,0.5,3.7,0.0,0.0,2.6
Tyler Goodson,GB,0.0,10.2,0.1,0.5,2.6,0.0,0.0,2.4
Dwayne Washington,DEN,0.0,3.6,0.0,0.5,4.4,0.0,0.0,1.4
Clint Ratkovich,ATL,0.0,0.0,0.0,0.2,1.4,0.0,0.0,0.3
Nick Bellore,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keaton Mitchell,BAL,32.3,103.5,0.0,0.0,38.4,0.0,0.2,0.0
Israel Abanikanda,NYJ,94.3,352.4,0.3,0.0,130.8,0.1,0.5,0.0
Kenny McIntosh,SEA,49.0,164.8,0.0,0.0,61.1,0.0,0.3,0.0
Darrel Williams,NO,36.7,117.1,0.0,0.0,72.6,0.0,0.2,0.0
