player,team,rec,rec_yds,rec_td,rush_att,rush_yds,rush_td,fumbles_lost,fp_projection
CeeDee Lamb,DAL,112.0,1407.9,8.6,4.6,26.3,0.2,1.2,320.1
Tyreek Hill,MIA,106.2,1437.2,7.6,4.0,24.0,0.0,1.0,302.9
Ja'Marr Chase,CIN,99.0,1302.0,8.0,0.0,0.0,0.0,1.0,287.7
Amon-Ra St. Brown,DET,107.0,1263.8,7.0,2.4,13.4,0.0,1.0,285.6
Justin Jefferson,MIN,97.0,1354.5,6.0,0.0,-3.0,0.0,1.0,280.4
A.J. Brown,PHI,89.0,1289.0,8.0,0.0,0.0,0.0,2.0,270.4
Puka Nacua,LAR,88.5,1227.0,5.9,2.3,13.2,0.0,1.0,264.3
Garrett Wilson,NYJ,80.4,1139.4,7.0,0.0,0.0,0.0,2.0,245.2
Chris Olave,NO,86.5,1176.0,5.6,0.0,0.0,0.0,1.0,240.8
Marvin Harrison Jr.,ARI,81.0,1104.0,5.7,0.0,0.0,0.0,3.0,234.5
Davante Adams,LV,89.2,1079.1,5.0,0.0,0.0,0.0,1.0,237.3
Drake London,ATL,83.3,1022.2,6.0,0.0,0.0,0.0,1.0,229.9
Nico Collins,HOU,75.0,1058.9,6.5,0.0,0.0,0.0,1.0,226.9
Mike Evans,TB,70.0,1092.8,7.4,0.0,0.0,0.0,1.0,233.5
Cooper Kupp,LAR,78.1,996.5,6.5,2.0,10.0,0.0,1.0,225.8
DeVonta Smith,PHI,80.0,1039.8,6.0,0.0,0.0,0.0,1.0,226.6
Michael Pittman Jr.,IND,88.0,985.0,3.9,0.0,0.0,0.0,1.0,224.5
Deebo Samuel Sr.,SF,62.2,895.0,5.0,28.9,164.6,2.0,1.0,225.3
Jaylen Waddle,MIA,76.0,1068.4,4.7,2.0,14.0,0.0,1.0,218.4
DK Metcalf,SEA,67.0,1023.0,7.0,0.0,0.0,0.0,1.0,224.2
Brandon Aiyuk,SF,70.0,1054.7,6.8,0.0,0.0,0.0,1.0,219.5
Stefon Diggs,HOU,82.0,1016.0,5.7,0.0,0.0,0.0,1.0,220.0
DJ Moore,CHI,69.0,968.0,6.0,0.0,0.0,0.0,1.0,209.8
Malik Nabers,NYG,70.0,1031.0,5.5,0.0,0.0,0.0,2.0,209.6
Amari Cooper,CLE,69.6,1042.8,5.4,0.0,0.0,0.0,1.0,209.0
Zay Flowers,BAL,74.0,932.0,5.5,5.4,31.2,0.0,1.0,214.4
George Pickens,PIT,63.0,1041.6,4.6,0.0,0.0,0.0,1.0,207.8
Chris Godwin,TB,78.0,922.0,5.0,0.0,0.0,0.0,1.0,204.1
Tee Higgins,CIN,65.0,945.0,6.0,0.0,0.0,0.0,1.0,201.1
Christian Kirk,JAC,75.0,951.6,4.4,0.0,0.0,0.0,2.0,201.9
Rashee Rice,KC,73.0,876.9,6.0,0.0,0.0,0.0,1.0,199.1
Tank Dell,HOU,62.0,855.0,5.8,4.4,25.0,0.0,1.0,196.8
Calvin Ridley,TEN,62.0,901.0,5.9,0.0,0.0,0.0,1.0,197.0
Terry McLaurin,WAS,72.1,982.9,3.3,0.0,0.0,0.0,1.0,194.3
Keenan Allen,CHI,71.0,815.0,4.8,0.0,0.0,0.0,1.0,188.3
Diontae Johnson,CAR,64.0,794.0,4.0,0.0,0.0,0.0,1.0,190.8
Jayden Reed,GB,58.0,732.0,5.0,4.4,25.0,0.2,1.0,181.5
DeAndre Hopkins,TEN,60.0,767.0,4.5,0.0,0.0,0.0,1.0,177.8
Jaxon Smith-Njigba,SEA,68.0,707.0,4.7,0.0,0.0,0.0,1.0,171.2
Jordan Addison,MIN,55.0,717.0,4.3,0.0,0.0,0.0,1.0,164.6
Courtland Sutton,DEN,56.0,764.0,4.3,0.0,0.0,0.0,2.0,168.7
Rome Odunze,CHI,57.0,786.0,4.0,0.0,0.0,0.0,2.0,161.2
Ladd McConkey,LAC,62.0,762.0,4.4,0.0,0.0,0.0,3.0,170.0
Christian Watson,GB,48.0,735.0,5.0,2.0,12.4,0.0,1.0,163.3
Xavier Worthy,KC,51.4,761.9,5.1,2.0,11.0,0.0,2.0,166.4
Brian Thomas Jr.,JAC,61.0,784.0,4.8,0.0,0.0,0.0,2.0,170.2
Jerry Jeudy,CLE,60.0,767.0,4.0,0.0,0.0,0.0,1.0,166.3
Hollywood Brown,KC,43.8,639.8,5.0,1.6,10.1,0.0,1.0,153.9
Tyler Lockett,SEA,62.0,733.0,4.2,0.0,0.0,0.0,1.0,166.9
Joshua Palmer,LAC,58.0,723.6,4.0,0.0,0.0,0.0,1.0,159.9
Jakobi Meyers,LV,60.0,678.0,3.3,0.0,0.0,0.0,1.0,163.2
Curtis Samuel,BUF,56.0,602.0,4.0,4.5,25.3,0.2,1.0,159.0
Jameson Williams,DET,48.0,716.0,4.0,2.4,13.4,0.0,1.0,155.6
Adam Thielen,CAR,66.9,680.0,4.0,0.0,0.0,0.0,1.0,160.2
Khalil Shakir,BUF,56.8,721.4,3.6,0.0,0.0,0.0,0.7,154.7
Mike Williams,NYJ,54.0,709.1,4.0,0.0,0.0,0.0,1.0,150.2
Brandin Cooks,DAL,52.5,667.0,4.7,0.0,0.0,0.0,1.0,154.4
Keon Coleman,BUF,45.5,566.7,4.0,0.0,0.0,0.0,2.0,136.2
Romeo Doubs,GB,49.2,596.5,4.7,0.0,0.0,0.0,1.0,143.3
DeMario Douglas,NE,56.9,693.0,2.6,4.5,25.8,0.0,1.0,146.9
Gabe Davis,JAC,41.0,666.0,4.3,0.0,0.0,0.0,1.0,141.6
Rashid Shaheed,NO,42.7,626.3,3.0,0.0,0.0,0.0,1.0,130.3
Darnell Mooney,ATL,47.9,594.0,3.0,0.0,0.0,0.0,0.5,134.2
Ja'Lynn Polk,NE,54.0,640.0,2.8,0.0,0.0,0.0,2.0,137.3
Josh Downs,IND,49.6,556.0,2.4,0.0,0.0,0.0,1.0,126.2
Wan'Dale Robinson,NYG,53.3,478.5,1.3,7.6,49.2,0.0,1.0,128.6
Adonai Mitchell,IND,46.3,586.8,3.3,0.0,0.0,0.0,2.0,128.0
Michael Wilson,ARI,44.7,569.5,2.4,0.0,0.0,0.0,0.6,119.4
Dontayvion Wicks,GB,38.0,574.5,3.9,0.0,0.0,0.0,1.0,125.5
Demarcus Robinson,LAR,37.1,509.9,3.2,0.0,0.0,0.0,1.0,115.5
Rashod Bateman,BAL,45.7,587.0,2.6,0.0,0.0,0.0,0.5,121.5
Xavier Legette,CAR,41.2,492.5,2.1,0.0,0.0,0.0,1.0,106.8
Kendrick Bourne,NE,39.0,493.0,2.0,0.0,0.0,0.0,1.0,112.8
DJ Chark Jr.,LAC,36.0,514.0,2.8,0.0,0.0,0.0,1.0,107.9
Tim Patrick,DEN,36.5,467.0,2.3,0.0,0.0,0.0,0.3,101.6
Darius Slayton,NYG,32.7,426.9,1.9,0.0,0.0,0.0,0.4,93.0
Jalen McMillan,TB,34.7,408.6,2.6,0.0,0.0,0.0,2.0,97.9
Tyler Boyd,TEN,37.3,417.1,2.0,0.0,0.0,0.0,1.0,100.7
Odell Beckham Jr.,MIA,31.9,423.0,3.0,0.0,0.0,0.0,1.0,104.8
Quentin Johnston,LAC,24.3,281.5,1.5,0.0,0.0,0.0,0.4,76.5
Ricky Pearsall,SF,26.6,353.9,2.5,0.0,0.0,0.0,2.0,91.8
Jermaine Burton,CIN,21.9,257.3,1.8,0.0,0.0,0.0,2.0,74.1
Jalin Hyatt,NYG,23.0,343.0,2.0,0.0,0.0,0.0,0.5,105.4
Marvin Mims Jr.,DEN,29.0,449.1,1.9,0.0,0.0,0.0,3.0,84.5
Luke McCaffrey,WAS,24.8,294.6,1.4,0.0,0.0,0.0,1.0,76.6
Roman Wilson,PIT,21.9,279.1,1.5,0.0,0.0,0.0,1.0,73.4
Jahan Dotson,PHI,30.0,378.8,2.3,0.0,0.0,0.0,1.0,89.0
Jalen Tolbert,DAL,27.3,331.1,2.4,0.0,0.0,0.0,0.5,83.9
Tre Tucker,LV,24.9,318.6,2.0,0.0,0.0,0.0,0.6,78.1
Elijah Moore,CLE,25.2,324.0,1.7,0.0,0.0,0.0,1.0,82.6
Malachi Corley,NYJ,21.4,265.6,1.7,0.0,0.0,0.0,0.3,72.1
Troy Franklin,DEN,16.2,200.6,1.0,0.0,0.0,0.0,2.0,60.7
Greg Dortch,ARI,18.3,199.7,0.7,2.5,14.3,0.0,0.2,67.2
Josh Reynolds,DEN,30.0,372.7,1.9,0.0,0.0,0.0,1.0,82.3
Andrei Iosivas,CIN,30.7,345.6,2.7,0.0,0.0,0.0,0.3,83.7
Ray-Ray McCloud III,ATL,31.9,325.0,2.0,4.3,32.1,0.0,0.4,84.3
Jonathan Mingo,CAR,26.1,297.5,1.4,0.0,0.0,0.0,0.3,72.3
Dyami Brown,WAS,11.8,174.0,0.8,0.0,0.0,0.0,0.1,48.8
Zay Jones,ARI,12.8,125.4,0.6,0.0,0.0,0.0,1.0,46.7
Treylon Burks,TEN,20.2,268.8,1.1,0.0,0.0,0.0,1.0,60.9
Cedrick Wilson Jr.,NO,18.1,220.7,1.4,0.0,0.0,0.0,0.2,55.9
Trey Palmer,TB,14.0,172.0,1.0,3.9,10.0,0.0,0.4,65.1
Parker Washington,JAC,18.0,190.8,1.3,0.0,0.0,0.0,0.0,53.2
Van Jefferson,PIT,20.8,270.9,1.7,0.0,0.0,0.0,0.3,61.0
Alec Pierce,IND,13.5,187.5,1.0,0.0,0.0,0.0,0.1,47.0
Cedric Tillman,CLE,22.0,271.9,1.7,0.0,0.0,0.0,0.3,61.6
Calvin Austin III,PIT,21.0,268.0,1.1,0.0,0.0,0.0,0.3,61.5
Devontez Walker,BAL,15.6,188.9,1.3,0.0,0.0,0.0,0.1,50.5
Nelson Agholor,BAL,20.0,248.0,2.0,0.0,0.0,0.0,0.3,65.8
KaVontae Turpin,DAL,11.0,124.0,1.0,4.6,26.1,0.0,1.0,57.4
Kalif Raymond,DET,13.6,187.6,0.9,0.0,0.0,0.0,0.4,47.2
A.T. Perry,NO,3.7,43.6,0.3,0.0,0.0,0.0,0.0,26.2
Olamide Zaccheaus,WAS,6.5,75.8,0.4,0.0,0.0,0.0,0.1,32.9
Jalen Nailor,MIN,10.5,129.8,0.6,0.0,0.0,0.0,0.1,39.9
Jauan Jennings,SF,6.6,76.3,0.6,0.0,0.0,0.0,0.2,32.5
Xavier Gipson,NYJ,8.6,96.1,0.6,4.4,27.2,0.0,0.3,35.4
Javon Baker,NE,10.0,114.1,0.5,0.0,0.0,0.0,0.1,34.8
Tutu Atwell,LAR,16.5,220.3,1.0,2.1,12.3,0.0,0.2,50.4
Allen Lazard,NYJ,9.0,123.0,1.0,0.0,0.0,0.0,0.1,42.7
K.J. Osborn,NE,8.3,85.8,0.4,0.0,0.0,0.0,0.1,29.1
Brandon Johnson,DEN,6.2,69.9,0.4,0.0,0.0,0.0,0.0,23.6
KhaDarel Hodge,ATL,12.7,173.8,1.0,0.0,0.0,0.0,0.2,40.3
Trenton Irwin,CIN,7.5,91.0,0.6,0.0,0.0,0.0,0.2,29.7
Noah Brown,HOU,10.7,153.8,0.8,0.0,0.0,0.0,0.2,35.2
Lil'Jordan Humphrey,DEN,3.0,36.6,0.2,0.0,0.0,0.0,0.0,16.9
Jake Bobo,SEA,10.4,118.3,0.8,0.0,0.0,0.0,0.2,31.2
Quez Watkins,PIT,14.0,196.0,1.0,0.0,5.0,0.0,0.0,54.1
Mack Hollins,BUF,10.0,122.5,0.9,0.0,0.0,0.0,0.1,31.4
Bub Means,NO,12.0,145.0,1.0,0.0,0.0,0.0,0.1,37.3
Brandon Powell,MIN,10.5,99.8,0.6,0.0,0.0,0.0,0.2,27.5
Tyquan Thornton,NE,9.0,117.0,0.7,0.0,0.0,0.0,0.2,33.0
Kadarius Toney,KC,8.7,86.7,0.7,6.1,32.9,0.0,0.2,29.8
Justin Watson,KC,8.1,116.1,0.7,0.0,0.0,0.0,0.2,26.9
Cornelius Johnson,LAC,11.0,166.0,1.0,0.0,0.0,0.0,0.0,44.6
Malik Washington,MIA,10.4,124.4,0.7,2.1,12.6,0.0,0.1,31.0
Ryan Flournoy,DAL,11.0,126.0,1.0,0.0,0.0,0.0,0.1,34.5
Jamison Crowder,WAS,12.0,122.0,0.5,0.0,0.0,0.0,0.2,31.1
Jamari Thrash,CLE,11.0,141.0,1.0,0.0,6.0,0.0,0.0,42.7
Johnny Wilson,PHI,9.8,115.4,0.7,0.0,0.0,0.0,0.1,27.8
Mason Tipton,NO,12.0,131.0,1.0,0.0,0.0,0.0,0.0,43.1
Jacob Cowing,SF,11.0,134.0,1.0,0.0,6.0,0.0,0.0,42.0
Tahj Washington,MIA,11.0,131.0,1.0,0.0,0.0,0.0,0.0,41.1
Marquez Valdes-Scantling,BUF,5.8,95.2,0.6,0.0,0.0,0.0,0.1,21.8
Casey Washington,ATL,10.0,127.0,1.0,0.0,0.0,0.0,0.1,29.3
Tejhaun Palmer,ARI,11.0,122.0,1.0,0.0,0.0,0.0,0.0,40.2
Marcus Rosemy-Jacksaint,WAS,10.0,126.0,1.0,0.0,6.0,0.0,0.0,39.2
Jordan Whittington,LAR,10.7,128.0,0.8,0.0,0.0,0.0,0.1,28.5
Nikko Remigio,KC,10.0,130.0,1.0,0.0,0.0,0.0,0.0,39.0
Parris Campbell,PHI,5.2,50.6,0.3,0.0,0.0,0.0,0.2,19.0
Devaughn Vele,DEN,10.0,123.0,1.0,0.0,0.0,0.0,0.0,38.3
Russell Gage,BAL,10.0,114.0,1.0,0.0,3.0,0.0,0.0,37.7
Tyler Scott,CHI,1.7,19.6,0.2,0.0,0.0,0.0,0.1,12.2
Jalen Brooks,DAL,5.6,64.6,0.5,0.0,0.0,0.0,0.1,20.2
Donovan Peoples-Jones,DET,5.3,74.1,0.5,0.0,0.0,0.0,0.1,18.7
Trent Sherfield Sr.,MIN,5.5,71.4,0.4,0.0,0.0,0.0,0.1,18.8
Ainias Smith,PHI,6.5,75.7,0.5,0.0,0.0,0.0,0.0,19.5
Brenden Rice,LAC,6.8,75.6,0.5,0.0,0.0,0.0,0.0,19.9
Skyy Moore,KC,4.4,52.4,0.4,0.0,0.0,0.0,0.1,15.8
Isaiah Hodgins,NYG,3.4,34.8,0.2,0.0,0.0,0.0,0.0,13.3
D.J. Montgomery,IND,1.5,18.7,0.2,0.0,0.0,0.0,0.0,11.4
Danny Gray,SF,7.0,94.0,1.0,0.0,4.0,0.0,0.0,29.8
Derius Davis,LAC,1.8,19.3,0.2,0.0,0.0,0.0,0.2,9.6
Nick Westbrook-Ikhine,TEN,3.0,42.1,0.2,0.0,0.0,0.0,0.1,13.6
Mecole Hardman Jr.,KC,4.1,48.9,0.4,0.0,0.0,0.0,0.0,14.4
Allen Robinson II,NYG,7.1,64.9,0.4,0.0,0.0,0.0,0.0,17.6
Xavier Hutchinson,HOU,1.7,22.0,0.2,0.0,0.0,0.0,0.0,10.9
Chris Moore,ARI,4.6,55.0,0.3,0.0,0.0,0.0,0.0,14.9
Rakim Jarrett,TB,1.7,19.6,0.2,0.0,0.0,0.0,0.0,10.6
Robbie Chosen,SF,6.2,68.0,0.6,0.0,0.0,0.0,0.0,17.9
Isaiah McKenzie,NYG,3.6,32.7,0.2,0.0,0.0,0.0,0.2,13.2
David Moore,CAR,3.1,44.4,0.2,0.0,0.0,0.0,0.1,13.1
Robert Woods,HOU,3.6,40.5,0.2,0.0,0.0,0.0,0.0,13.8
David Bell,CLE,5.5,61.2,0.3,0.0,0.0,0.0,0.1,16.8
Devin Duvernay,JAC,5.0,64.0,0.0,2.0,12.0,0.0,0.1,20.7
Anthony Gould,IND,6.2,69.9,0.3,0.0,0.0,0.0,0.0,19.1
Ihmir Smith-Marsette,CAR,1.6,19.6,0.1,0.0,0.0,0.0,0.1,11.1
Charlie Jones,CIN,3.8,41.3,0.3,0.0,0.0,0.0,0.0,15.3
Braxton Berrios,MIA,3.9,35.6,0.2,0.0,0.0,0.0,0.1,13.1
Chris Blair,ATL,7.2,82.2,0.6,0.0,0.0,0.0,0.1,19.1
John Metchie III,HOU,1.7,21.8,0.2,0.0,0.0,0.0,0.1,9.9
Nsimba Webster,CHI,6.9,80.7,0.6,0.0,0.0,0.0,0.0,18.0
Justyn Ross,KC,4.2,51.2,0.4,0.0,0.0,0.0,0.0,13.3
Jason Brownlee,NYJ,1.7,19.2,0.2,0.0,0.0,0.0,0.0,9.0
Jalen Guyton,LV,2.9,40.9,0.2,0.0,0.0,0.0,0.0,11.3
Ronnie Bell,SF,1.6,18.1,0.2,0.0,0.0,0.0,0.0,9.0
Kayshon Boutte,NE,1.5,19.2,0.1,0.0,0.0,0.0,0.0,8.7
Zach Pascal,ARI,2.8,30.5,0.2,0.0,0.0,0.0,0.0,10.1
Sterling Shepard,TB,5.2,49.7,0.5,0.0,0.0,0.0,0.1,14.7
Deonte Harty,BAL,3.2,37.3,0.2,0.0,0.0,0.0,0.0,12.8
Ashton Dulin,IND,3.2,38.9,0.2,0.0,0.0,0.0,0.0,11.5
KJ Hamler,BUF,1.7,23.3,0.2,0.0,0.0,0.0,0.0,8.7
Laviska Shenault Jr.,SEA,3.8,38.3,0.0,2.2,12.3,0.0,0.1,12.9
Jalen Reagor,NE,3.0,36.8,0.2,0.0,0.0,0.0,0.0,10.0
Kyle Philips,TEN,4.0,40.0,0.0,0.0,0.0,0.0,0.0,14.7
Bo Melton,GB,1.8,22.1,0.2,0.0,0.0,0.0,0.1,9.0
Damiere Byrd,BUF,4.0,61.0,0.0,0.0,0.0,0.0,0.0,16.2
Michael Woods II,CLE,1.6,18.7,0.2,0.0,0.0,0.0,0.0,7.8
Ben Skowronek,HOU,1.8,20.8,0.2,0.0,0.0,0.0,0.0,8.3
Malik Heath,GB,1.9,21.3,0.2,0.0,0.0,0.0,0.0,8.4
Chris Conley,SF,1.5,19.1,0.2,0.0,0.0,0.0,0.0,8.1
Dee Eskridge,SEA,4.0,56.0,0.0,4.3,6.0,0.0,0.0,15.5
Tim Jones,JAC,1.8,18.9,0.2,0.0,0.0,0.0,0.0,7.6
Scotty Miller,PIT,5.0,64.0,0.0,0.0,0.0,0.0,0.1,15.0
Equanimeous St. Brown,NO,1.7,22.5,0.2,0.0,0.0,0.0,0.0,7.3
River Cracraft,MIA,3.7,42.2,0.0,0.0,0.0,0.0,0.0,12.5
Tre'Quan Smith,DET,1.9,24.4,0.0,0.0,0.0,0.0,0.0,9.9
Terrace Marshall Jr.,CAR,4.8,58.3,0.0,0.0,0.0,0.0,0.0,12.0
Josh Ali,ATL,3.6,44.0,0.3,0.0,0.0,0.0,0.0,9.9
Tylan Wallace,BAL,2.9,37.4,0.0,0.0,0.0,0.0,0.0,9.2
Andre Baccellia,ARI,3.8,41.7,0.3,0.0,0.0,0.0,0.0,9.4
Racey McMath,DAL,3.4,42.4,0.3,0.0,0.0,0.0,0.0,9.7
Tyler Johnson,LAR,3.4,40.3,0.3,0.0,0.0,0.0,0.0,9.2
Dareke Young,SEA,3.4,39.8,0.3,0.0,0.0,0.0,0.0,8.9
Easop Winston Jr.,SEA,3.4,39.5,0.3,0.0,0.0,0.0,0.0,8.9
Denzel Mims,JAC,3.4,39.9,0.2,0.0,0.0,0.0,0.0,8.7
DJ Turner,LV,1.5,17.6,0.2,0.0,0.0,0.0,0.1,5.7
Jaelon Darden,CLE,3.2,37.2,0.2,0.0,0.0,0.0,0.0,8.3
Jha'Quan Jackson,TEN,4.0,41.0,0.0,0.0,0.0,0.0,0.0,12.1
Britain Covey,PHI,3.2,36.8,0.0,0.0,0.0,0.0,0.0,8.6
James Proche II,CLE,3.2,37.0,0.2,0.0,0.0,0.0,0.0,8.2
Miles Boykin,NYG,3.3,36.2,0.2,0.0,0.0,0.0,0.0,8.0
Phillip Dorsett II,DEN,2.9,31.8,0.2,0.0,0.0,0.0,0.0,7.2
Trishton Jackson,MIN,2.5,27.7,0.2,0.0,0.0,0.0,0.0,6.2
N'Keal Harry,MIN,2.0,22.3,0.2,0.0,0.0,0.0,0.0,5.1
Byron Pringle,WAS,1.7,5.6,0.0,0.0,0.0,0.0,0.0,4.5
Velus Jones Jr.,CHI,1.7,20.0,0.0,0.0,0.0,0.0,0.0,4.7
