player,team,rec,rec_yds,rec_td,rush_att,rush_yds,rush_td,fumbles_lost,fp_projection
Cooper Kupp,LAR,121.8,1593.8,12.4,4.1,23.9,0.1,0.6,357.3
Justin Jefferson,MIN,103.2,1506.8,9.6,3.1,16.0,0.0,0.6,311.9
Ja'Marr Chase,CIN,91.7,1417.5,10.5,8.5,49.9,0.2,0.6,301.1
Davante Adams,LV,106.4,1322.2,9.2,0.0,0.0,0.0,0.5,293.1
Stefon Diggs,BUF,102.1,1256.9,8.9,0.2,2.0,0.0,0.5,280.2
Deebo Samuel,SF,70.7,1052.8,6.1,66.2,376.2,4.7,0.7,277.1
CeeDee Lamb,DAL,91.1,1233.9,7.6,6.0,45.0,0.1,0.5,264.4
Tyreek Hill,MIA,92.1,1149.4,8.0,8.8,62.1,0.3,0.5,262.3
Mike Evans,TB,82.7,1138.9,10.1,0.2,1.4,0.0,0.5,256.5
Tee Higgins,CIN,85.3,1195.2,7.8,0.2,0.8,0.0,0.5,250.9
Keenan Allen,LAC,99.6,1086.5,6.9,0.4,1.8,0.0,0.5,248.6
Michael Pittman Jr.,IND,91.1,1126.7,6.6,3.7,29.1,0.0,0.6,245.7
Brandin Cooks,HOU,92.7,1119.8,6.2,2.6,18.5,0.1,0.5,243.1
A.J. Brown,PHI,77.6,1134.6,8.1,0.8,7.6,0.0,0.5,239.6
DJ Moore,CAR,87.0,1146.7,5.6,5.6,37.7,0.1,0.6,238.4
Diontae Johnson,PIT,94.8,1045.6,6.1,4.2,31.7,0.1,1.0,237.6
Mike Williams,LAC,74.6,1098.1,7.9,0.0,0.2,0.0,0.4,231.3
Jaylen Waddle,MIA,89.5,999.1,6.1,3.3,19.1,0.3,0.6,229.0
Amon-Ra St. Brown,DET,87.6,951.3,6.0,6.6,46.6,0.4,0.5,224.6
DK Metcalf,SEA,78.5,1057.2,6.8,0.4,2.2,0.0,0.6,224.3
Michael Thomas,NO,85.5,995.1,6.5,0.2,-0.8,0.0,0.5,222.8
Terry McLaurin,WAS,78.5,1071.2,5.9,0.4,4.6,0.0,0.4,220.4
Chris Godwin,TB,81.0,940.9,6.4,2.2,12.0,0.3,0.9,214.2
Darnell Mooney,CHI,77.9,1029.5,4.8,5.0,26.1,0.2,0.5,213.0
Jerry Jeudy,DEN,75.3,1024.6,5.8,1.2,5.5,0.0,0.6,212.2
Courtland Sutton,DEN,70.8,1004.2,6.8,0.2,0.6,0.0,0.5,210.9
Gabriel Davis,BUF,61.2,954.2,8.8,0.0,0.0,0.0,0.1,209.0
Hunter Renfrow,LV,82.9,884.7,6.3,1.2,5.0,0.0,0.6,208.8
Tyler Lockett,SEA,74.2,995.7,5.6,2.1,11.8,0.1,0.5,207.8
JuJu Smith-Schuster,KC,78.5,854.0,6.6,2.3,11.5,0.5,0.5,206.0
Marquise Brown,ARI,75.0,963.3,5.7,2.0,12.9,0.1,0.6,205.9
Adam Thielen,MIN,74.0,838.5,7.8,0.4,1.2,0.0,0.5,203.8
Amari Cooper,CLE,75.2,945.1,5.8,0.2,0.6,0.0,0.5,203.8
Elijah Moore,NYJ,70.0,904.4,5.8,6.2,50.8,0.5,0.5,202.4
Allen Robinson II,LAR,75.4,914.3,6.0,0.0,0.0,0.0,0.5,201.9
Robert Woods,TEN,72.8,862.1,5.0,8.9,61.2,0.7,0.5,198.1
Rashod Bateman,BAL,73.5,931.9,5.0,0.2,2.2,0.0,0.5,196.2
Christian Kirk,JAC,71.3,873.3,4.6,0.8,5.8,0.0,0.5,185.8
Drake London,ATL,68.4,901.7,4.8,0.8,4.2,0.0,1.2,185.6
Chase Claypool,PIT,63.8,852.3,4.6,8.7,52.4,0.2,0.5,182.1
DeVonta Smith,PHI,62.8,863.3,5.6,0.0,0.0,0.0,0.5,181.9
Brandon Aiyuk,SF,61.6,834.1,5.4,2.9,17.4,0.0,0.5,178.5
Treylon Burks,TEN,59.6,855.2,5.2,4.0,25.8,0.3,1.2,177.9
Jakobi Meyers,NE,72.9,822.3,3.8,0.4,2.8,0.0,0.5,177.0
Allen Lazard,GB,56.4,760.6,6.6,1.4,12.3,0.0,0.4,172.6
Kadarius Toney,NYG,65.1,754.8,3.9,8.8,59.6,0.1,0.5,169.4
Russell Gage,TB,64.1,727.8,5.2,0.2,0.8,0.0,0.9,166.2
Mecole Hardman,KC,58.3,734.5,4.7,8.4,58.9,0.4,1.0,166.1
DeAndre Hopkins,ARI,58.9,748.0,5.5,0.0,0.4,0.0,0.5,165.6
Tyler Boyd,CIN,64.1,740.0,4.2,2.7,19.0,0.0,0.5,164.4
Kenny Golladay,NYG,56.0,792.0,4.5,0.0,0.0,0.0,0.4,161.4
DeVante Parker,NE,56.6,757.1,4.7,0.0,0.0,0.0,0.4,159.9
Jarvis Landry,NO,59.3,719.3,4.3,3.0,16.5,0.3,0.6,158.9
Robbie Anderson,CAR,57.7,681.2,4.7,3.7,24.6,0.1,0.4,156.1
Tim Patrick,DEN,52.3,682.6,5.9,0.0,0.0,0.0,0.3,155.1
Chris Olave,NO,51.6,741.4,4.8,0.4,2.2,0.0,0.7,153.2
Garrett Wilson,NYJ,54.3,745.6,4.2,1.8,13.2,0.0,1.2,152.9
Jalen Tolbert,DAL,53.7,711.8,4.9,0.4,2.4,0.0,1.2,152.2
Marvin Jones Jr.,JAC,56.0,675.4,4.8,0.0,0.0,0.0,0.4,151.2
Marquez Valdes-Scantling,KC,46.1,749.6,4.9,0.6,3.2,0.0,0.1,150.9
Michael Gallup,DAL,49.7,701.0,4.8,2.0,14.2,0.0,0.4,149.4
Skyy Moore,KC,50.6,690.4,4.8,1.2,7.8,0.0,1.2,147.2
George Pickens,PIT,54.0,670.9,3.6,0.4,1.8,0.0,1.2,140.7
DJ Chark Jr.,DET,46.7,659.1,4.6,0.2,1.6,0.0,0.1,140.1
Corey Davis,NYJ,48.0,675.4,4.0,0.0,0.0,0.0,0.5,138.7
Jahan Dotson,WAS,51.0,674.6,3.6,0.4,2.2,0.0,1.2,138.1
Rondale Moore,ARI,53.8,528.0,2.8,17.3,99.8,0.6,0.6,136.0
Nico Collins,HOU,50.1,659.3,3.2,0.0,0.0,0.0,0.5,134.3
Van Jefferson,LAR,45.4,623.2,4.0,1.9,15.0,0.0,0.1,133.5
K.J. Osborn,MIN,45.5,579.0,4.6,0.2,2.0,0.0,0.4,130.1
Julio Jones,TB,46.1,619.3,3.6,0.0,0.0,0.0,0.4,129.1
Parris Campbell,IND,48.3,588.3,3.6,0.5,3.3,0.0,0.1,128.9
Curtis Samuel,WAS,44.3,502.1,3.4,16.6,91.8,0.8,0.5,128.1
Donovan Peoples-Jones,CLE,42.9,643.5,3.5,0.0,0.0,0.0,0.4,127.3
Joshua Palmer,LAC,46.9,550.8,4.3,0.0,0.0,0.0,0.2,127.1
Kendrick Bourne,NE,42.3,546.8,3.9,6.4,48.2,0.1,0.5,124.8
Randall Cobb,GB,42.6,545.0,4.2,0.8,3.2,0.0,0.5,121.5
Jamison Crowder,BUF,44.9,469.8,3.3,2.2,14.0,0.2,0.5,113.2
KJ Hamler,DEN,39.4,509.5,3.0,3.1,20.6,0.0,0.1,110.1
Nick Westbrook-Ikhine,TEN,39.7,498.5,3.6,0.0,0.0,0.0,0.5,110.1
Sterling Shepard,NYG,47.1,485.9,2.5,0.8,3.5,0.0,0.4,110.0
Alec Pierce,IND,37.3,506.3,3.5,0.0,0.0,0.0,0.3,108.3
Devin Duvernay,BAL,41.4,469.3,2.7,4.9,34.0,0.1,0.2,107.9
Christian Watson,GB,36.4,507.6,3.5,1.2,7.3,0.0,0.7,107.7
Wan'Dale Robinson,NYG,41.4,468.0,2.6,5.7,33.3,0.1,0.3,107.2
Zay Jones,JAC,41.7,488.9,2.7,0.4,0.6,0.0,0.4,106.0
Jameson Williams,DET,37.5,514.0,2.9,0.4,2.2,0.0,0.6,105.4
A.J. Green,ARI,36.4,523.5,2.6,0.0,0.0,0.0,0.1,104.4
Bryan Edwards,ATL,35.8,522.7,2.6,0.2,1.4,0.0,0.1,103.6
Sammy Watkins,GB,37.0,492.2,3.0,0.6,3.5,0.0,0.4,103.6
Cedrick Wilson Jr.,MIA,38.2,457.5,3.1,0.6,1.6,0.0,0.5,101.5
Laviska Shenault Jr.,JAC,39.2,410.7,2.5,10.5,52.1,0.3,0.4,101.5
Byron Pringle,CHI,37.3,469.8,2.8,0.0,0.0,0.0,0.2,101.1
Braxton Berrios,NYJ,35.2,354.7,2.0,5.2,31.4,0.9,0.5,90.4
Chris Conley,HOU,34.0,432.0,2.2,0.0,0.0,0.0,0.2,90.0
Velus Jones Jr.,CHI,31.6,406.9,2.5,1.0,6.3,0.0,0.3,87.2
James Washington,DAL,26.9,396.7,3.3,0.4,2.4,0.0,0.1,86.1
Romeo Doubs,GB,29.8,395.9,2.8,0.5,3.0,0.0,1.1,84.6
Nelson Agholor,NE,28.5,384.1,2.3,1.5,7.5,0.0,0.1,81.8
Olamide Zaccheaus,ATL,29.6,380.4,2.2,0.4,1.8,0.0,0.1,80.7
Terrace Marshall Jr.,CAR,29.6,367.6,2.3,0.0,0.0,0.0,0.1,79.9
Jauan Jennings,SF,28.6,325.3,2.6,0.0,0.0,0.0,0.1,76.7
David Bell,CLE,28.5,357.0,1.9,1.2,8.8,0.0,0.6,75.6
Isaiah McKenzie,BUF,28.2,280.9,2.2,6.8,40.2,0.3,0.2,74.9
Amari Rodgers,GB,25.5,329.7,2.3,1.5,9.4,0.0,0.4,72.3
Quez Watkins,PHI,25.6,355.1,1.8,0.0,0.0,0.0,0.0,72.1
James Proche II,BAL,26.0,311.6,1.8,0.0,0.0,0.0,0.1,67.9
Jalen Guyton,LAC,21.5,312.3,2.0,4.4,25.9,0.1,0.1,67.7
Dee Eskridge,SEA,24.2,311.7,1.5,4.3,29.1,0.1,0.3,67.3
Demarcus Robinson,BAL,25.6,292.6,2.0,0.0,0.0,0.0,0.1,66.9
Freddie Swain,SEA,25.3,303.1,1.8,0.5,3.0,0.0,0.1,66.7
Keelan Cole Sr.,LV,21.2,294.3,1.9,0.2,0.2,0.0,0.0,62.0
Josh Reynolds,DET,21.1,286.2,1.8,0.0,0.0,0.0,0.1,60.6
Marquez Callaway,NO,17.5,256.3,1.7,1.8,10.6,0.1,0.0,54.8
Phillip Dorsett II,HOU,20.6,251.3,1.2,0.5,3.3,0.0,0.1,53.3
Darius Slayton,NYG,17.9,249.5,1.5,0.3,-3.3,0.0,0.4,51.3
Rashard Higgins,CAR,17.4,233.7,1.2,0.3,2.7,0.0,0.1,48.4
Jaylon Moore,BAL,16.8,202.8,1.3,0.0,0.0,0.0,0.0,44.9
Tylan Wallace,BAL,16.0,207.9,1.3,0.0,0.0,0.0,0.1,44.7
Laquon Treadwell,JAC,15.9,211.6,1.3,0.0,0.0,0.0,0.0,44.5
Anthony Schwartz,CLE,14.8,196.4,1.3,1.1,6.8,0.0,0.1,42.7
Keke Coutee,IND,15.1,194.3,1.2,0.0,0.0,0.0,0.0,41.6
Ben Skowronek,LAR,15.1,185.0,1.3,0.0,0.0,0.0,0.0,41.6
Quintez Cephus,DET,13.2,181.3,1.5,0.0,0.0,0.0,0.0,40.5
Chris Moore,HOU,16.2,175.7,0.9,0.0,0.0,0.0,0.0,39.2
Noah Brown,DAL,14.3,174.7,1.2,0.0,0.0,0.0,0.1,38.9
Jamal Agnew,JAC,12.0,135.8,0.7,8.6,56.3,0.4,0.1,37.5
Calvin Austin III,PIT,15.3,180.4,0.6,0.0,0.0,0.0,0.1,36.7
Montrell Washington,DEN,13.0,174.0,1.0,0.0,0.0,0.0,0.0,36.4
Equanimeous St. Brown,CHI,13.0,179.4,0.9,0.0,0.0,0.0,0.1,36.3
Damiere Byrd,ATL,14.1,167.4,0.8,0.0,0.0,0.0,0.1,35.8
Dez Fitzpatrick,TEN,12.8,170.4,0.9,0.0,0.0,0.0,0.0,35.3
Chester Rogers,HOU,14.4,161.2,0.8,0.0,0.0,0.0,0.0,35.1
Dyami Brown,WAS,11.7,180.4,0.9,0.0,0.0,0.0,0.0,34.8
Kalif Raymond,DET,12.5,150.5,1.0,0.7,4.2,0.0,0.0,33.9
Zach Pascal,PHI,11.6,147.3,1.1,0.3,1.8,0.0,0.0,33.2
Ty Montgomery,NE,11.0,103.9,0.6,9.7,56.9,0.5,0.0,33.1
Erik Ezukanma,MIA,10.9,149.1,1.0,0.0,0.0,0.0,0.1,31.6
Ray-Ray McCloud,SF,12.4,142.4,0.8,0.0,0.0,0.0,0.0,31.4
Ihmir Smith-Marsette,MIN,11.4,141.6,0.8,0.0,0.0,0.0,0.1,30.4
Cody Hollister,TEN,11.3,133.2,0.9,0.0,0.0,0.0,0.0,30.1
Antoine Wesley,ARI,11.0,135.6,0.9,0.0,0.0,0.0,0.0,29.8
Cam Sims,WAS,10.0,139.3,0.8,0.0,0.0,0.0,0.0,28.8
Lynn Bowden Jr.,MIA,11.2,116.1,0.6,2.3,14.3,0.1,0.0,28.5
Breshad Perriman,TB,9.3,133.0,0.9,0.0,0.0,0.0,0.0,28.2
Ja'Marcus Bradley,CLE,9.9,126.7,0.7,0.0,0.0,0.0,0.0,26.5
Kristian Wilkerson,NE,10.1,117.7,0.8,0.0,0.0,0.0,0.0,26.5
Anthony Miller,PIT,9.7,115.0,0.6,0.0,0.0,0.0,0.0,24.6
Tyler Johnson,TB,9.6,109.4,0.7,0.0,0.0,0.0,0.0,24.4
Tutu Atwell,LAR,8.8,110.6,0.8,0.0,0.0,0.0,0.1,24.3
Brandon Zylstra,CAR,8.9,113.5,0.6,0.0,0.0,0.0,0.1,23.5
Trent Sherfield,MIA,8.7,110.1,0.6,0.0,0.0,0.0,0.0,23.5
Ashton Dulin,IND,8.1,106.9,0.6,1.2,7.5,0.1,0.1,23.4
Tyquan Thornton,NE,8.7,102.5,0.7,0.0,0.0,0.0,0.1,22.7
Juwan Johnson,NO,9.3,93.5,0.7,0.0,0.0,0.0,0.0,22.6
Albert Wilson,MIN,7.5,77.2,0.5,4.4,27.7,0.2,0.0,22.5
Richie James Jr.,NYG,8.0,100.2,0.5,0.0,0.0,0.0,0.1,20.8
Danny Gray,SF,7.8,90.6,0.5,0.0,0.0,0.0,0.1,19.5
Penny Hart,SEA,8.0,85.2,0.5,0.0,0.0,0.0,0.0,19.4
Samori Toure,GB,6.8,80.6,0.7,0.0,0.0,0.0,0.0,19.1
Juwann Winfree,GB,7.2,83.8,0.6,0.0,0.0,0.0,0.0,19.1
Jeff Smith,NYJ,6.7,90.3,0.5,0.0,0.0,0.0,0.0,18.4
Terry Godwin,TEN,6.9,85.7,0.5,0.0,0.0,0.0,0.0,18.4
KhaDarel Hodge,ATL,6.2,91.2,0.5,0.0,0.0,0.0,0.0,18.1
