player,team,rec,rec_yds,rec_td,fumbles_lost,fp_projection

Rob Gronkowski,NE,73.9,1094.8,9.3,0.3,201.4
Travis Kelce,KC,82.5,996.0,6.8,0.2,181.1
Zach Ertz,PHI,77.3,862.6,6.6,0.5,163.3
Greg Olsen,CAR,62.7,771.2,5.1,0.3,138.6
Evan Engram,NYG,66.1,746.9,5.2,0.3,138.2
Delanie Walker,TEN,66.3,768.8,5.0,1.0,138.1
Jimmy Graham,GB,61.6,648.7,6.7,0.4,134.8
Kyle Rudolph,MIN,61.0,610.8,6.0,0.2,127.0
Jordan Reed,WAS,62.1,644.2,4.8,0.5,123.3
Jack Doyle,IND,65.1,627.7,4.8,1.1,122.1
Trey Burton,CHI,57.1,628.9,4.5,0.3,118.0
George Kittle,SF,47.8,566.1,4.2,0.3,105.0
Charles Clay,BUF,53.9,583.1,3.3,0.3,104.6
David Njoku,CLE,48.2,543.3,4.2,0.4,102.8
Jared Cook,OAK,47.0,583.3,3.5,0.6,101.7
Cameron Brate,TB,44.3,539.1,4.1,0.3,100.0
Eric Ebron,IND,46.3,534.8,4.0,0.5,99.7
Tyler Eifert,CIN,40.6,483.7,4.7,0.3,96.2
Austin Seferian-Jenkins,JAC,47.4,496.3,3.6,0.6,93.6
Benjamin Watson,NO,45.6,472.3,3.8,0.2,92.4
Ricky Seals-Jones,ARI,37.7,500.1,4.0,0.3,92.3
Vance McDonald,PIT,40.6,493.5,3.6,0.3,90.4
Austin Hooper,ATL,44.1,478.0,3.4,0.2,90.0
O.J. Howard,TB,38.2,491.2,3.9,1.2,89.5
Mike Gesicki,MIA,41.9,398.8,2.9,0.3,77.8
Antonio Gates,LAC,31.5,357.1,3.5,0.3,72.1
Vernon Davis,WAS,32.7,419.0,2.6,1.0,71.9
Ryan Griffin,HOU,33.8,381.1,2.4,0.6,68.0
Hayden Hurst,BAL,35.4,347.9,2.4,0.2,66.5
Luke Willson,DET,32.6,314.5,2.8,0.2,64.1
Jake Butt,DEN,28.1,321.6,2.3,0.3,59.6
Blake Jarwin,DAL,27.7,304.6,2.3,0.3,57.6
Nick Vannett,SEA,29.0,286.1,2.5,0.2,57.6
Dallas Goedert,PHI,27.5,284.1,2.5,0.3,56.5
Tyler Higbee,LAR,26.9,294.7,2.1,0.2,55.0
Tyler Kroft,CIN,26.5,269.3,2.5,0.3,54.3
Garrett Celek,SF,23.6,278.5,2.5,0.2,53.9
Virgil Green,LAC,24.7,275.0,2.0,0.2,51.8
Jesse James,PIT,26.9,247.3,1.8,0.2,48.6
Gerald Everett,LAR,22.3,248.6,2.2,0.6,47.9
Jonnu Smith,TEN,24.5,242.8,1.9,0.2,47.6
Jermaine Gresham,ARI,24.8,256.3,1.5,0.2,46.4
Jordan Akins,HOU,22.4,231.0,1.7,0.3,44.2
Chris Herndon IV,NYJ,22.2,228.1,1.6,0.3,43.1
Jeff Heuerman,DEN,19.7,225.5,1.6,0.2,41.7
Marcedes Lewis,GB,16.9,182.6,2.3,0.2,40.2
Mark Andrews,BAL,19.2,190.9,1.4,0.2,36.8
Ed Dickson,SEA,15.9,188.5,1.6,0.1,36.3
Nick Boyle,BAL,18.3,166.5,1.0,0.2,31.7
Demetrius Harris,KC,15.7,165.0,1.3,0.1,31.7
Jordan Leggett,NYJ,16.3,167.3,1.1,0.3,30.9
Dwayne Allen,NE,13.7,149.3,1.5,0.2,30.5
Josh Hill,NO,15.7,163.8,1.4,1.0,30.5
Will Dissly,SEA,13.2,166.7,1.2,0.2,30.3
Rhett Ellison,NYG,14.7,148.3,1.0,0.2,28.0
A.J. Derby,MIA,12.8,155.6,1.1,0.3,27.9
Adam Shaheen,CHI,12.6,137.7,1.3,0.1,27.7
Seth DeValve,CLE,13.2,144.4,1.1,0.2,27.5
Rico Gathers,DAL,13.7,143.5,1.2,0.5,27.1
Lance Kendricks,GB,12.6,130.3,1.1,0.1,25.6
David Morgan,MIN,13.5,134.8,1.0,0.3,25.5
Geoff Swaim,DAL,11.9,125.6,1.2,0.2,25.3
Ian Thomas,CAR,9.7,129.0,0.9,0.2,23.0
Levine Toilolo,DET,12.0,120.2,0.8,0.1,23.0
Logan Thomas,BUF,10.6,116.3,0.7,0.1,21.1
Dion Sims,CHI,10.0,106.9,0.7,0.1,19.9
MarQueis Gray,MIA,10.7,105.7,0.6,0.2,19.2
Niles Paul,JAC,8.6,101.0,0.8,0.1,18.7
Michael Roberts,DET,9.5,98.0,0.6,0.1,18.2
James O'Shaughnessy,JAC,8.0,94.4,0.8,0.1,17.7
Darren Fells,CLE,9.3,100.0,0.7,0.5,17.6
Durham Smythe,MIA,9.5,93.0,0.6,0.3,17.3
Maxx Williams,BAL,10.7,88.5,0.5,0.4,16.7
Eric Tomlinson,NYJ,7.8,88.6,0.7,0.1,16.7
Erik Swoope,IND,8.2,96.0,0.5,0.1,16.5
Jacob Hollister,NE,8.2,85.6,0.7,0.1,16.4
Richard Rodgers,PHI,7.2,79.3,0.7,0.0,15.9
Hakeem Valles,DET,7.8,77.2,0.6,0.1,15.2
Dalton Schultz,DAL,8.3,83.5,0.5,0.3,15.1
Eric Saubert,ATL,6.4,64.9,0.6,0.0,13.3
Neal Sterling,NYJ,6.4,79.1,0.3,0.1,12.6
Jordan Thomas,HOU,5.4,56.2,0.6,0.0,11.5
Cole Wick,SF,5.3,56.4,0.5,0.0,11.1
Lee Smith,OAK,6.7,59.9,0.3,0.1,11.0
Xavier Grimble,PIT,5.6,50.7,0.5,0.1,10.4
Logan Paulsen,ATL,5.4,53.1,0.4,0.1,10.3
Derek Carrier,OAK,6.9,53.6,0.2,0.1,10.1
MyCole Pruitt,HOU,5.1,54.6,0.3,0.0,10.0
Daniel Brown,CHI,5.1,53.4,0.3,0.1,9.6
C.J. Uzomah,CIN,6.0,56.5,0.2,0.1,9.5
Alex Ellis,KC,4.9,49.5,0.3,0.0,9.5
Jeremy Sprinkle,WAS,4.4,45.5,0.4,0.1,8.7
Tyler Conklin,NE,4.8,53.5,0.2,0.0,8.6
Khari Lee,BUF,4.4,43.6,0.3,0.0,8.5
Cethan Carter,CIN,4.0,43.3,0.3,0.0,8.2
Dan Arnold,NO,3.7,39.7,0.4,0.0,8.1
Robert Tonyan,GB,3.6,38.1,0.4,0.0,8.0
Antony Auclair,TB,3.8,40.6,0.3,0.1,7.8
Ben Koyack,JAC,4.0,34.5,0.4,0.1,7.7
Mason Schreck,CIN,4.0,35.0,0.3,0.0,7.3
Luke Stocker,TEN,4.1,32.0,0.4,0.1,7.3
Alan Cross,TB,3.6,36.2,0.3,0.0,6.9
Ben Braunecker,CHI,3.5,37.4,0.3,0.1,6.8
Orson Charles,CLE,3.5,45.5,0.1,0.1,6.7
Gabe Holmes,ARI,3.2,35.8,0.2,0.0,6.5
Bucky Hodges,PIT,3.5,30.5,0.3,0.0,6.3
Sean Culkin,LAC,3.0,36.0,0.2,0.0,6.3
Chris Manhertz,CAR,3.7,32.4,0.2,0.0,6.2
Michael Hoomanawanui,NO,3.0,29.0,0.2,0.0,5.6
Ross Travis,IND,2.6,23.1,0.2,0.0,4.8
Troy Fumagalli,DEN,3.0,29.5,0.1,0.0,4.8
Darrell Daniels,SEA,2.8,24.9,0.2,0.1,4.6
Cole Hikutini,MIN,2.0,15.0,0.1,0.0,3.1
Temarrick Hemingway,LAR,2.0,15.0,0.1,0.0,3.1
Ryan Hewitt,IND,2.0,14.0,0.1,0.0,3.0
Jaylen Samuels,PIT,0.0,92.6,0.5,0.6,0.0
