player,team,rush_att,rush_yds,rush_td,rec,rec_yds,rec_td,fumbles_lost,fp_projection
Latavius Murray,NO,166.0,667.0,4.0,29.0,195.4,1.0,0.0,137.6
Alexander Mattison,MIN,132.0,575.5,3.6,18.1,139.8,1.0,0.4,111.7
Malcolm Brown,MIA,122.0,487.4,5.0,27.0,190.6,0.8,0.0,104.9
Justin Jackson,LAC,119.0,578.0,2.6,25.0,183.1,0.9,0.1,106.5
Ty Johnson,NYJ,101.1,455.3,3.0,24.4,169.1,1.0,0.2,103.3
Darrel Williams,KC,110.0,451.0,6.0,27.0,193.2,1.0,0.2,112.8
Darrynton Evans,TEN,120.0,573.0,4.0,27.7,235.0,3.0,0.3,141.0
Tarik Cohen,CHI,92.0,345.0,2.0,65.0,394.0,2.0,0.2,133.4
Wayne Gallman Jr.,ATL,120.6,569.1,6.0,21.0,167.0,1.0,0.6,123.8
Rashaad Penny,SEA,99.0,506.0,4.0,15.3,116.4,1.0,0.3,104.5
Ty'Son Williams,BAL,111.1,465.2,4.3,23.5,161.6,1.3,0.5,100.3
Carlos Hyde,JAC,113.9,469.4,3.5,20.5,129.7,0.9,0.6,98.8
Mark Ingram II,HOU,142.0,693.3,4.9,18.0,176.0,2.0,0.3,127.9
Boston Scott,PHI,75.5,318.4,2.2,26.2,205.7,1.1,0.0,89.2
Trayveon Williams,CIN,107.0,455.0,3.0,30.0,251.0,1.0,3.0,113.4
Marlon Mack,IND,85.0,618.8,4.6,18.3,129.5,0.6,0.2,117.6
Salvon Ahmed,MIA,76.9,427.3,3.5,18.3,129.3,0.7,0.3,89.2
Kyle Juszczyk,SF,17.0,60.5,1.0,35.0,406.0,5.0,0.1,104.9
Devontae Booker,NYG,106.0,472.0,3.0,17.9,132.2,0.5,0.0,83.0
Rhamondre Stevenson,NE,100.0,458.0,4.0,14.0,113.0,1.0,0.1,96.0
Cordarrelle Patterson,ATL,56.0,255.8,1.6,21.8,194.6,0.9,0.2,77.3
DeeJay Dallas,SEA,97.0,372.0,3.0,32.0,244.0,2.0,0.1,107.2
Chuba Hubbard,CAR,89.0,363.0,3.0,17.0,155.0,1.0,0.1,86.9
Jeff Wilson Jr.,SF,79.0,340.0,4.0,5.7,53.0,1.0,1.0,74.7
Kenneth Gainwell,PHI,109.0,533.0,4.0,21.0,148.0,1.0,0.2,107.4
Joshua Kelley,LAC,138.0,462.0,3.0,11.3,72.7,0.3,0.4,73.5
Samaje Perine,CIN,70.9,385.6,3.3,14.4,115.1,0.5,0.0,79.9
Justice Hill,BAL,74.0,355.0,2.0,22.0,134.0,0.5,0.1,73.5
Jaret Patterson,WAS,55.2,229.1,1.9,9.6,57.8,0.3,0.2,48.7
Jerick McKinnon,KC,39.0,188.0,1.0,23.0,183.8,0.9,0.1,59.8
Rex Burkhead,HOU,72.0,306.0,3.0,35.0,347.0,3.0,0.0,114.3
Jake Funk,LAR,44.0,252.1,1.9,12.6,83.8,0.5,0.2,57.8
Matt Breida,BUF,92.0,413.0,2.0,24.0,189.0,1.0,0.2,88.1
Elijah Mitchell,SF,47.0,197.8,1.6,13.2,105.2,0.5,0.0,51.2
Mike Boone,DEN,61.0,326.0,2.0,11.0,81.0,0.4,0.1,51.7
Tony Jones Jr.,NO,69.1,224.0,1.2,12.9,101.4,0.6,0.1,49.7
Brandon Bolden,NE,28.5,124.0,4.0,5.0,61.0,1.0,0.0,52.8
J.J. Taylor,NE,31.7,307.5,2.1,8.4,64.7,0.3,0.2,53.5
Johnny Stanton,CLE,20.0,100.0,1.0,9.0,70.0,1.0,0.0,38.0
Jermar Jefferson,DET,33.0,170.5,1.2,12.0,88.0,0.4,0.1,43.0
Dare Ogunbowale,JAC,16.3,190.7,1.3,17.0,147.1,0.6,0.2,56.9
Anthony McFarland Jr.,PIT,55.0,314.7,1.7,13.8,95.9,0.6,0.2,62.0
Jalen Richard,LV,34.0,149.0,1.0,25.0,185.0,1.0,0.1,46.9
Larry Rountree III,LAC,41.3,173.0,1.6,4.6,34.8,0.2,0.2,35.3
Benny Snell Jr.,PIT,94.0,330.0,3.0,10.8,78.4,0.4,0.1,59.3
Chris Evans,CIN,26.8,163.5,1.2,17.9,134.2,0.6,0.2,42.3
Nate McCrary,DEN,36.6,154.6,1.0,6.3,46.5,0.2,0.2,33.1
Sewo Olonilua,DAL,0.0,119.4,0.8,8.1,59.0,0.4,0.2,33.0
Kylin Hill,GB,34.0,248.6,1.8,11.0,89.5,0.4,0.1,52.7
JaMycal Hasty,SF,35.0,315.7,2.0,14.2,94.4,0.3,0.0,60.7
Jaylen Samuels,PIT,37.0,155.9,0.9,5.0,31.1,0.3,0.0,30.0
Peyton Barber,LV,77.0,235.0,3.0,6.0,33.0,0.2,0.0,48.9
Kene Nwangwu,MIN,19.9,130.0,0.9,6.8,62.3,0.3,0.1,32.9
Rico Dowdle,DAL,33.0,136.0,1.0,4.0,34.0,0.0,0.0,27.0
Royce Freeman,CAR,25.5,158.6,0.9,8.4,48.7,0.2,0.1,33.1
Patrick Ricard,BAL,5.1,21.7,0.2,19.4,123.6,2.0,0.0,34.4
Travis Homer,SEA,18.0,191.4,1.1,19.8,151.7,0.7,0.1,52.3
C.J. Ham,MIN,4.8,20.3,0.2,17.5,149.6,1.0,0.0,31.3
Jeremy McNichols,TEN,44.8,191.5,1.5,7.6,56.2,0.4,0.0,40.3
Gary Brightwell,NYG,20.0,143.6,1.0,7.0,41.6,0.2,0.1,29.7
Ty Montgomery,NO,22.0,78.0,0.2,18.0,131.0,0.3,0.0,29.4
Alex Collins,SEA,47.1,197.5,2.0,12.4,92.1,0.6,0.0,48.2
Trey Edmunds,PIT,14.8,116.2,0.7,5.5,31.1,0.3,0.1,24.2
La'Mical Perine,NYJ,50.2,212.0,1.5,4.1,31.5,0.1,0.1,36.6
Keith Smith,ATL,6.5,27.4,0.2,18.0,132.5,0.6,0.0,27.3
Mekhi Sargent,TEN,19.5,81.2,0.7,3.0,22.8,0.1,0.1,18.4
Ameer Abdullah,MIN,24.0,124.0,0.0,9.0,61.0,1.0,0.0,29.5
Demetric Felton,CLE,28.0,141.0,1.0,3.0,26.0,0.1,0.0,25.2
Khalil Herbert,CHI,9.7,89.9,0.6,6.0,43.4,0.3,0.1,22.9
Alec Ingold,LV,4.5,19.3,0.2,8.3,73.9,0.4,0.0,19.2
Jordan Wilkins,IND,34.0,171.0,1.0,9.1,73.2,0.4,0.0,27.5
Eno Benjamin,ARI,34.0,156.0,1.0,4.0,38.0,0.1,0.0,27.7
Ke'Shawn Vaughn,TB,21.8,93.0,0.7,2.4,17.9,0.2,0.0,17.7
Kalen Ballage,PIT,22.1,87.4,0.7,5.9,41.4,0.2,0.1,21.7
Jordan Howard,PHI,29.0,125.0,2.0,0.9,6.2,0.0,0.0,25.2
D'Ernest Johnson,CLE,31.7,140.2,1.0,4.7,31.4,0.2,0.0,25.1
Alex Armah,NO,4.1,17.2,0.2,4.2,33.0,0.3,0.0,11.4
Andrew Beck,DEN,4.9,21.2,0.2,4.3,29.2,0.2,0.0,11.3
Derek Watt,PIT,4.5,113.3,1.0,3.1,17.4,0.2,0.0,21.6
Michael Burton,KC,3.5,17.5,0.2,9.5,54.0,0.4,0.0,14.8
Buddy Howell,LAR,4.0,17.3,0.2,3.7,25.8,0.2,0.0,9.8
Gabe Nabers,LAC,4.6,20.0,0.2,5.6,37.3,0.3,0.0,10.3
Corey Clement,DAL,8.6,35.8,0.3,5.1,41.9,0.2,0.0,13.5
Andy Janovich,CLE,2.0,8.5,0.1,4.1,35.8,0.2,0.0,9.6
Trevon Wesco,NYJ,0.0,0.0,0.0,4.0,35.0,0.1,0.0,8.2
Khari Blasingame,TEN,1.0,4.2,0.1,3.7,32.9,0.2,0.0,7.2
Elijhaa Penny,NYG,4.0,16.6,0.2,4.1,18.5,0.2,0.0,6.9
Jason Cabinda,DET,0.8,4.2,0.1,3.1,18.8,0.2,0.0,5.4
Nick Bellore,SEA,1.5,6.7,0.0,3.1,22.3,0.2,0.0,6.0
Jakob Johnson,NE,0.0,0.0,0.0,4.0,34.9,0.2,0.0,6.1
Dexter Williams,NYG,2.3,9.9,0.0,0.9,6.1,0.0,0.0,3.1
Godwin Igwebuike,DET,3.8,15.6,0.1,0.0,0.0,0.0,0.0,2.2
Taiwan Jones,BUF,3.7,15.7,0.1,0.9,7.1,0.0,0.0,2.7
Devine Ozigbo,JAC,1.2,5.3,0.0,0.9,6.3,0.0,0.0,2.5
Antonio Williams,BUF,1.2,4.9,0.0,0.9,6.3,0.0,0.0,2.5
Scottie Phillips,HOU,3.7,16.1,0.1,0.8,5.4,0.0,0.0,2.6
Josh Adams,NYJ,1.1,4.6,0.0,0.9,6.0,0.0,0.0,2.4
Nathan Cottrell,JAC,0.9,3.6,0.0,0.9,6.4,0.0,0.0,2.3
Ryan Nall,CHI,0.9,3.9,0.0,0.9,6.2,0.0,0.0,2.3
LeVante Bellamy,DEN,1.0,4.4,0.0,0.9,5.7,0.0,0.0,2.3
Artavis Pierce,CHI,0.9,3.9,0.0,0.9,6.2,0.0,0.0,2.3
Adrian Killins Jr.,DEN,0.9,3.9,0.0,0.9,6.1,0.0,0.0,2.2
Jason Huntley,PHI,0.9,3.9,0.0,0.9,6.1,0.0,0.0,2.2
Damarea Crockett,DEN,1.0,4.2,0.0,0.9,5.7,0.0,0.0,2.2
Patrick Laird,MIA,0.9,3.9,0.0,0.9,5.5,0.0,0.0,2.3
Taquan Mizzell,NYG,0.9,3.7,0.0,0.9,5.4,0.0,0.0,2.1
Cullen Gillaspia,NYG,0.9,3.7,0.0,0.9,5.2,0.0,0.0,2.1
Alfred Morris,NYG,0.9,3.5,0.0,0.9,5.2,0.0,0.0,2.1
Dontrell Hilliard,HOU,0.8,3.5,0.0,0.8,5.6,0.0,0.0,2.1
Dwayne Washington,NO,2.1,9.0,0.1,0.9,6.7,0.0,0.0,1.9
