player,team,rush_att,rush_yds,rush_td,rec,rec_yds,rec_td,fumbles_lost,fp_projection
Christian McCaffrey,CAR,297.2,1274.9,11.6,90.6,738.3,4.3,1.7,383.7
Dalvin Cook,MIN,316.9,1476.3,12.5,53.9,470.4,2.0,2.6,330.4
Alvin Kamara,NO,206.9,992.6,9.7,81.0,693.4,3.6,1.5,326.4
Derrick Henry,TEN,344.2,1720.5,14.0,24.7,178.6,1.0,2.7,299.2
Austin Ekeler,LAC,178.6,847.0,5.0,81.6,689.6,4.6,1.3,290.2
Aaron Jones,GB,232.7,1163.4,10.2,51.7,396.0,2.5,1.6,281.0
Saquon Barkley,NYG,264.3,1187.7,8.5,54.5,435.6,2.0,1.2,277.5
Ezekiel Elliott,DAL,282.5,1170.4,9.0,51.5,394.5,2.3,2.8,270.4
Joe Mixon,CIN,274.2,1148.9,8.0,49.1,367.1,2.7,1.5,261.6
Jonathan Taylor,IND,272.6,1216.4,10.3,40.2,308.7,1.5,1.6,260.2
Najee Harris,PIT,261.2,1142.6,8.6,48.3,358.7,2.1,2.2,258.0
Nick Chubb,CLE,271.7,1335.4,10.8,30.0,244.4,1.1,1.8,255.9
D'Andre Swift,DET,187.7,863.6,7.8,59.4,466.1,2.2,2.5,247.2
Antonio Gibson,WAS,243.6,1046.6,9.1,45.0,322.9,1.4,1.4,242.1
Chris Carson,SEA,231.2,1083.0,7.5,44.5,331.5,2.4,1.7,241.8
Clyde Edwards-Helaire,KC,222.1,999.0,7.0,48.7,376.6,2.0,1.2,238.3
David Montgomery,CHI,255.6,1050.4,7.9,40.7,330.8,1.6,1.6,232.7
Miles Sanders,PHI,223.0,1061.8,6.8,40.4,330.7,1.6,1.8,226.5
James Robinson,JAC,222.5,988.8,7.0,43.6,319.8,1.6,1.1,223.6
Mike Davis,ATL,226.0,918.1,6.7,50.2,322.4,1.6,1.6,221.1
Josh Jacobs,LV,257.3,1048.3,9.0,30.8,241.5,0.9,1.7,215.7
Chase Edmonds,ARI,170.7,737.7,4.7,53.3,415.9,3.0,1.0,212.9
Myles Gaskin,MIA,189.7,841.3,5.8,45.4,365.5,2.1,2.2,208.9
Darrell Henderson,LAR,208.6,908.8,7.2,30.0,251.1,1.5,1.1,195.5
Gus Edwards,BAL,220.6,1034.6,8.1,15.2,127.4,0.7,1.5,180.9
Kareem Hunt,CLE,154.8,660.0,5.4,37.5,305.1,2.2,0.9,177.9
Damien Harris,NE,223.6,1067.1,6.8,13.4,101.1,0.4,1.0,171.3
Raheem Mostert,SF,157.4,809.2,6.3,23.1,201.1,1.2,1.6,165.9
Melvin Gordon III,DEN,167.6,828.7,6.1,24.5,167.9,1.0,2.5,162.2
Javonte Williams,DEN,192.6,750.5,5.0,25.5,197.5,1.0,1.5,153.1
Leonard Fournette,TB,164.5,653.9,5.8,28.9,205.2,0.9,0.8,153.0
Kenyan Drake,LV,131.2,560.9,4.7,37.4,259.3,1.0,1.2,151.3
J.D. McKissic,WAS,67.0,290.3,1.7,56.4,424.7,1.8,0.6,147.5
David Johnson,HOU,103.1,476.2,3.8,34.2,311.2,2.0,0.6,146.1
James Conner,ARI,147.0,647.8,5.3,25.4,187.0,0.8,1.1,142.8
Zack Moss,BUF,155.8,656.2,5.3,23.0,165.6,1.1,0.8,141.9
Nyheim Hines,IND,63.7,296.4,2.2,49.0,379.2,2.1,0.8,140.9
Jamaal Williams,DET,142.3,563.0,3.6,33.0,230.2,1.2,0.8,139.4
James White,NE,53.3,219.4,1.7,52.1,424.0,2.3,0.8,138.9
Ronald Jones II,TB,165.1,725.4,5.5,16.3,114.2,0.4,1.1,133.7
Devin Singletary,BUF,123.7,524.2,2.9,32.7,238.9,1.2,1.0,131.5
Sony Michel,LAR,154.3,683.7,4.9,16.0,132.6,0.7,0.6,130.0
Tony Pollard,DAL,112.1,484.1,3.1,31.4,240.6,1.3,1.0,128.7
Trey Sermon,SF,150.6,607.5,5.0,18.1,144.5,0.9,1.3,125.7
Michael Carter,NYJ,145.2,536.2,3.3,26.7,203.2,1.0,1.3,123.6
Phillip Lindsay,HOU,120.6,551.9,3.3,22.9,149.8,0.5,0.9,114.3
AJ Dillon,GB,142.9,606.0,4.5,13.3,99.7,0.5,1.1,111.4
Tevin Coleman,NYJ,138.3,508.0,3.4,18.5,138.7,0.4,0.8,104.8
Giovani Bernard,TB,55.7,216.3,1.4,35.4,272.7,1.6,0.5,101.3
Damien Williams,CHI,74.7,335.7,3.1,23.6,180.9,1.2,0.7,99.4
Latavius Murray,NO,104.8,421.0,2.6,21.4,153.9,0.8,0.8,98.1
Alexander Mattison,MIN,117.2,487.3,2.7,15.6,125.8,0.6,0.6,95.8
Malcolm Brown,MIA,114.9,406.4,3.9,16.5,111.5,0.4,0.5,92.7
Justin Jackson,LAC,95.0,430.4,2.2,19.7,145.8,0.5,0.4,92.7
Ty Johnson,NYJ,90.3,405.8,2.5,19.3,131.5,0.7,0.2,91.7
Darrel Williams,KC,78.4,344.2,3.2,20.1,147.5,0.7,0.6,91.6
