player,team,rush_att,rush_yds,rush_td,rec,rec_yds,rec_td,fumbles_lost,fp_projection
Darrynton Evans,TEN,87.4,357.2,2.6,18.2,154.8,1.1,0.9,89.9
Tarik Cohen,CHI,48.5,177.2,1.0,35.5,242.8,1.0,0.9,87.7
Wayne Gallman Jr.,ATL,81.1,409.5,3.6,12.9,99.3,0.5,0.7,87.0
Rashaad Penny,SEA,85.1,408.0,3.1,13.1,99.0,0.6,0.7,84.7
Ty'Son Williams,BAL,86.6,377.4,3.1,14.2,104.1,0.6,0.5,84.0
Carlos Hyde,JAC,95.2,385.4,2.7,16.3,102.3,0.4,0.8,81.7
Mark Ingram II,HOU,95.3,382.0,2.9,12.7,103.3,0.7,0.6,81.5
Boston Scott,PHI,62.5,243.2,1.8,20.2,164.3,0.6,0.5,74.6
Trayveon Williams,CIN,68.1,290.6,1.8,18.8,152.7,0.7,3.0,72.2
Marlon Mack,IND,65.2,347.2,2.7,10.6,75.6,0.2,0.5,69.7
Salvon Ahmed,MIA,66.8,316.9,2.2,12.0,88.7,0.4,0.3,67.6
Kyle Juszczyk,SF,13.9,46.9,0.6,23.0,234.5,2.0,0.5,66.0
Devontae Booker,NYG,79.4,319.3,2.1,11.5,83.2,0.2,0.5,64.4
Rhamondre Stevenson,NE,89.2,319.2,2.7,8.9,67.9,0.3,0.8,64.2
Cordarrelle Patterson,ATL,40.6,185.8,1.2,17.2,151.7,0.8,0.2,62.5
DeeJay Dallas,SEA,46.0,183.3,1.5,15.6,115.2,0.8,0.6,58.2
Chuba Hubbard,CAR,62.7,236.6,1.8,11.1,88.7,0.4,0.8,55.1
Jeff Wilson Jr.,SF,56.3,246.4,3.0,5.4,48.9,0.6,1.0,54.6
Kenneth Gainwell,PHI,52.3,218.5,1.5,12.0,94.9,0.4,0.8,53.2
Joshua Kelley,LAC,87.5,306.8,1.8,7.3,51.0,0.2,1.1,53.0
Samaje Perine,CIN,52.5,254.6,1.8,8.9,65.8,0.2,0.3,52.8
Justice Hill,BAL,42.5,173.8,1.1,12.6,85.8,0.3,0.1,47.0
Jaret Patterson,WAS,55.2,218.0,1.7,8.1,55.7,0.3,0.3,46.7
Jerick McKinnon,KC,27.9,130.8,0.9,14.7,111.0,0.5,0.2,46.7
Rex Burkhead,HOU,31.6,105.2,1.0,13.0,121.7,1.0,0.4,46.6
Jake Funk,LAR,36.3,183.4,1.4,10.6,75.6,0.3,0.3,46.3
Matt Breida,BUF,45.9,204.7,1.1,9.9,74.2,0.4,1.0,44.9
Elijah Mitchell,SF,41.0,183.9,1.3,8.6,74.6,0.3,0.1,43.6
Mike Boone,DEN,50.8,216.2,1.6,6.3,42.3,0.1,0.6,41.5
Tony Jones Jr.,NO,55.9,149.5,1.1,9.8,71.1,0.4,0.2,40.0
Brandon Bolden,NE,25.2,123.9,2.5,4.3,43.8,0.6,0.0,39.6
J.J. Taylor,NE,28.4,184.0,1.3,6.4,44.0,0.2,0.3,38.1
Johnny Stanton,CLE,20.0,100.0,1.0,9.0,70.0,1.0,0.0,38.0
Jermar Jefferson,DET,27.9,132.4,0.9,10.3,74.4,0.2,0.2,37.7
Dare Ogunbowale,JAC,9.2,89.8,0.6,12.3,104.4,0.4,0.2,37.6
Anthony McFarland Jr.,PIT,35.1,171.0,1.0,7.9,59.4,0.2,0.5,37.2
Jalen Richard,LV,22.5,98.6,0.5,12.7,101.1,0.4,0.6,36.7
Larry Rountree III,LAC,41.3,173.0,1.6,4.6,34.8,0.2,0.2,35.3
Benny Snell Jr.,PIT,56.7,180.0,1.3,5.8,40.0,0.1,0.5,35.2
Chris Evans,CIN,24.4,119.0,0.7,9.5,68.1,0.3,0.2,33.8
Nate McCrary,DEN,36.6,154.6,1.0,6.3,46.5,0.2,0.2,33.0
Sewo Olonilua,DAL,0.0,119.4,0.8,8.1,59.0,0.4,0.2,32.9
Kylin Hill,GB,27.2,156.6,0.8,6.1,48.4,0.2,0.2,32.4
JaMycal Hasty,SF,19.1,150.2,0.9,6.4,44.7,0.2,0.1,32.1
Jaylen Samuels,PIT,37.0,155.9,0.9,5.0,31.1,0.3,0.0,30.4
Peyton Barber,LV,44.2,146.8,1.4,4.1,24.2,0.1,0.4,29.3
Kene Nwangwu,MIN,19.9,106.7,0.8,6.6,56.4,0.3,0.1,29.2
Rico Dowdle,DAL,33.0,136.0,1.0,4.0,34.0,0.0,0.0,27.0
Royce Freeman,CAR,22.5,114.6,0.8,5.8,35.1,0.2,0.1,26.1
Patrick Ricard,BAL,2.0,4.7,0.1,12.4,81.7,0.8,0.4,25.5
Travis Homer,SEA,11.0,82.8,0.4,7.5,56.9,0.3,0.1,25.0
C.J. Ham,MIN,4.7,13.3,0.1,9.9,83.9,0.5,0.0,23.6
Jeremy McNichols,TEN,25.8,113.4,0.6,4.6,31.1,0.1,0.1,23.2
Gary Brightwell,NYG,18.3,100.1,0.5,4.1,26.5,0.1,0.1,20.3
Ty Montgomery,NO,11.5,38.9,0.1,8.5,65.5,0.1,0.0,20.2
Alex Collins,SEA,24.0,71.0,0.7,4.6,34.1,0.2,0.2,20.0
Trey Edmunds,PIT,14.8,90.1,0.5,3.9,23.6,0.2,0.1,19.6
La'Mical Perine,NYJ,26.5,100.7,0.7,2.7,20.2,0.1,0.1,19.2
Keith Smith,ATL,4.3,15.2,0.1,8.2,61.3,0.3,0.0,18.5
Mekhi Sargent,TEN,19.5,81.2,0.7,3.0,22.8,0.1,0.1,18.5
Ameer Abdullah,MIN,13.2,66.9,0.0,5.0,34.2,0.5,0.0,18.1
Demetric Felton,CLE,18.5,89.6,0.7,2.5,21.0,0.0,0.0,17.9
Khalil Herbert,CHI,9.7,65.2,0.5,4.4,32.7,0.2,0.1,17.8
Alec Ingold,LV,4.4,13.9,0.1,7.0,58.9,0.3,0.1,16.9
Jordan Wilkins,IND,14.4,67.3,0.4,3.6,27.7,0.2,0.0,16.5
Eno Benjamin,ARI,18.6,79.7,0.4,2.3,18.6,0.0,0.0,14.7
Ke'Shawn Vaughn,TB,15.0,63.8,0.5,2.3,16.5,0.1,0.0,13.9
Kalen Ballage,PIT,12.1,52.1,0.4,3.4,24.1,0.1,0.1,13.8
Jordan Howard,PHI,14.9,64.4,1.0,0.4,4.6,0.0,0.0,13.3
D'Ernest Johnson,CLE,17.9,57.8,0.3,2.9,20.7,0.1,0.1,12.7
Alex Armah,NO,4.1,17.2,0.2,4.2,33.0,0.3,0.0,11.8
Andrew Beck,DEN,4.9,21.2,0.2,4.3,29.2,0.2,0.0,11.4
Derek Watt,PIT,4.3,49.9,0.4,1.8,10.3,0.1,0.1,11.1
Michael Burton,KC,3.3,15.2,0.1,4.4,27.9,0.2,0.0,10.5
Buddy Howell,LAR,4.0,17.3,0.2,3.7,25.8,0.2,0.0,10.0
Gabe Nabers,LAC,3.3,11.5,0.1,4.0,28.4,0.2,0.0,9.9
Corey Clement,DAL,6.5,23.7,0.2,2.5,19.5,0.1,0.0,8.5
Andy Janovich,CLE,1.0,4.7,0.0,3.9,28.2,0.2,0.0,8.4
Trevon Wesco,NYJ,0.0,0.0,0.0,4.0,35.0,0.1,0.0,8.2
Khari Blasingame,TEN,0.5,2.4,0.0,2.7,16.9,0.1,0.0,5.4
Elijhaa Penny,NYG,2.4,8.2,0.1,2.3,13.4,0.1,0.0,5.4
Jason Cabinda,DET,0.4,2.5,0.0,2.1,13.0,0.1,0.0,4.2
Nick Bellore,SEA,1.5,3.3,0.0,1.6,11.4,0.1,0.0,3.6
Jakob Johnson,NE,0.0,0.0,0.0,1.7,14.1,0.1,0.0,3.4
Dexter Williams,NYG,2.3,9.9,0.0,0.9,6.1,0.0,0.0,2.4
Godwin Igwebuike,DET,3.8,15.6,0.1,0.0,0.0,0.0,0.0,2.2
Taiwan Jones,BUF,2.4,10.2,0.1,0.4,3.5,0.0,0.0,2.1
Devine Ozigbo,JAC,1.2,5.3,0.0,0.9,6.3,0.0,0.0,2.0
Antonio Williams,BUF,1.2,4.9,0.0,0.9,6.3,0.0,0.0,2.0
Scottie Phillips,HOU,2.3,9.8,0.1,0.4,2.7,0.0,0.0,1.9
Josh Adams,NYJ,1.1,4.6,0.0,0.9,6.0,0.0,0.0,1.9
Nathan Cottrell,JAC,0.9,3.6,0.0,0.9,6.4,0.0,0.0,1.9
Ryan Nall,CHI,0.9,3.9,0.0,0.9,6.2,0.0,0.0,1.9
LeVante Bellamy,DEN,1.0,4.4,0.0,0.9,5.7,0.0,0.0,1.9
Artavis Pierce,CHI,0.9,3.9,0.0,0.9,6.2,0.0,0.0,1.9
Adrian Killins Jr.,DEN,0.9,3.9,0.0,0.9,6.1,0.0,0.0,1.8
Jason Huntley,PHI,0.9,3.9,0.0,0.9,6.1,0.0,0.0,1.8
Damarea Crockett,DEN,1.0,4.2,0.0,0.9,5.7,0.0,0.0,1.8
Patrick Laird,MIA,0.9,3.9,0.0,0.9,5.5,0.0,0.0,1.8
Taquan Mizzell,NYG,0.9,3.7,0.0,0.9,5.4,0.0,0.0,1.8
Cullen Gillaspia,NYG,0.9,3.7,0.0,0.9,5.2,0.0,0.0,1.7
Alfred Morris,NYG,0.9,3.5,0.0,0.9,5.2,0.0,0.0,1.7
Dontrell Hilliard,HOU,0.8,3.5,0.0,0.8,5.6,0.0,0.0,1.7
Dwayne Washington,NO,1.5,4.3,0.0,0.4,3.5,0.0,0.0,1.3
