player,team,rec,rec_yds,rec_td,rush_att,rush_yds,rush_td,fumbles_lost,fp_projection
Justin Jefferson,MIN,124.5,1683.3,10.2,4.2,23.5,1.0,0.0,394.1
Ja'Marr Chase,CIN,117.0,1495.9,11.2,8.5,37.9,0.3,0.0,418.6
Cooper Kupp,LAR,121.8,1446.8,10.3,11.2,198.9,2.7,0.1,421.0
Tyreek Hill,MIA,114.3,1510.0,10.5,10.7,68.3,1.0,0.0,418.6
CeeDee Lamb,DAL,108.2,1548.4,9.8,11.0,74.0,0.6,0.0,423.0
Stefon Diggs,BUF,111.2,1457.0,10.5,2.0,15.1,0.0,0.0,358.4
Davante Adams,LV,108.0,1478.6,10.3,4.6,25.6,0.3,0.0,335.9
Amon-Ra St. Brown,DET,109.1,1269.9,7.4,10.0,82.8,1.0,0.0,377.1
A.J. Brown,PHI,92.2,1379.8,10.0,1.4,19.0,0.2,0.0,296.1
Jaylen Waddle,MIA,86.9,1277.8,7.8,10.7,78.0,0.6,0.0,326.1
Garrett Wilson,NYJ,93.3,1268.9,9.2,4.5,24.4,0.2,0.0,293.4
Tee Higgins,CIN,93.9,1165.2,8.1,1.6,8.8,0.0,0.0,309.8
Chris Olave,NO,89.6,1271.0,7.0,0.0,0.9,0.0,0.0,328.8
DK Metcalf,SEA,95.4,1123.2,8.2,0.7,3.7,0.0,0.0,300.3
DeVonta Smith,PHI,91.0,1120.8,7.0,0.0,0.8,0.0,0.0,304.3
Keenan Allen,LAC,94.0,1078.6,6.1,4.3,23.9,0.2,0.0,307.9
Calvin Ridley,JAC,90.0,1122.8,7.4,4.3,25.4,0.2,0.0,321.9
Deebo Samuel,SF,77.9,981.1,5.8,49.0,331.0,3.5,1.0,304.4
Amari Cooper,CLE,81.0,1099.2,7.6,1.6,4.7,0.0,0.0,299.7
Christian Watson,GB,80.7,1040.5,7.0,10.0,92.8,2.3,0.0,285.6
Jerry Jeudy,DEN,83.7,1116.7,6.6,3.0,29.0,0.1,0.0,282.7
Chris Godwin,TB,98.8,1103.2,5.7,4.3,24.6,0.2,0.0,328.9
Terry McLaurin,WAS,81.8,1113.0,7.0,5.0,29.3,0.3,0.0,303.7
DeAndre Hopkins,TEN,85.0,1073.1,6.5,0.8,5.0,0.0,0.0,290.3
Mike Williams,LAC,79.5,1083.8,8.0,4.3,23.7,0.2,0.0,290.1
Mike Evans,TB,79.4,1195.1,7.3,0.2,38.2,0.0,0.0,312.8
Christian Kirk,JAC,82.4,1062.2,7.0,4.7,33.7,0.2,0.0,291.7
DJ Moore,CHI,83.0,1076.4,9.0,9.4,57.4,0.3,0.0,249.0
Diontae Johnson,PIT,88.0,960.1,5.0,8.0,42.0,0.1,0.0,271.5
Drake London,ATL,77.0,973.2,6.0,0.0,0.8,0.0,0.0,281.4
Marquise Brown,ARI,91.8,1043.1,5.5,4.6,27.3,0.2,0.0,254.3
Tyler Lockett,SEA,92.5,1058.0,7.4,1.2,2.3,0.0,0.0,268.8
Brandon Aiyuk,SF,69.3,1008.8,6.0,5.0,37.4,0.6,0.0,258.4
Michael Pittman Jr.,IND,84.2,990.5,5.7,4.7,39.0,0.2,0.0,282.7
Jahan Dotson,WAS,66.8,974.9,8.2,7.5,43.7,0.4,0.0,255.6
JuJu Smith-Schuster,NE,79.0,902.2,5.0,0.9,2.6,0.3,0.0,270.3
George Pickens,PIT,65.4,892.3,6.0,4.5,28.0,1.1,0.0,220.9
Brandin Cooks,DAL,74.2,887.3,6.3,5.0,31.0,0.3,0.0,199.7
Jordan Addison,MIN,69.8,904.0,5.9,4.0,25.2,0.2,0.0,217.8
Michael Thomas,NO,77.4,936.5,7.0,1.0,6.2,0.0,0.0,277.6
Gabe Davis,BUF,59.5,919.9,7.0,0.3,4.4,0.0,0.0,237.4
Treylon Burks,TEN,70.1,938.1,5.3,9.5,94.3,0.3,0.0,202.7
Jaxon Smith-Njigba,SEA,69.7,871.9,5.6,3.9,24.6,0.2,0.0,208.5
Courtland Sutton,DEN,62.6,921.6,6.1,1.3,7.2,0.0,0.0,216.2
Jakobi Meyers,LV,69.5,806.7,5.0,2.2,12.9,0.1,0.0,238.7
Zay Flowers,BAL,60.3,825.1,5.6,4.7,28.7,0.2,0.0,199.6
Nico Collins,HOU,61.3,808.2,5.4,0.0,0.8,0.0,0.0,227.3
Rondale Moore,ARI,74.0,795.7,3.7,21.0,114.0,0.4,0.0,247.3
Tyler Boyd,CIN,64.2,857.2,5.0,4.2,24.1,0.2,0.0,232.6
Kadarius Toney,KC,67.6,775.0,5.0,18.0,195.0,3.0,0.1,240.7
Zay Jones,JAC,67.9,757.1,5.0,3.0,12.4,0.1,0.0,235.4
Odell Beckham Jr.,BAL,57.4,786.3,6.0,3.0,58.0,1.0,0.0,224.1
Adam Thielen,CAR,69.0,776.0,5.0,1.8,14.4,0.2,0.0,204.1
Allen Lazard,NYJ,52.6,733.0,4.8,4.3,26.1,0.1,0.0,191.9
Darnell Mooney,CHI,56.4,746.1,5.0,3.5,17.2,0.3,0.0,211.5
Michael Gallup,DAL,55.1,736.9,5.9,0.0,1.0,0.0,0.0,207.2
Quentin Johnston,LAC,63.2,816.4,5.2,4.3,23.8,0.2,0.0,189.3
Romeo Doubs,GB,59.0,725.3,5.1,1.5,16.9,0.0,0.0,205.3
Hunter Renfrow,LV,66.6,664.5,4.9,1.0,17.2,0.0,0.0,224.7
DJ Chark Jr.,CAR,51.8,791.5,4.7,0.5,5.4,0.0,0.0,195.5
Skyy Moore,KC,57.0,799.3,5.7,8.4,50.8,0.6,0.0,172.3
Marquez Valdes-Scantling,KC,52.1,819.4,5.3,1.8,4.9,0.0,0.0,208.9
DeVante Parker,NE,52.8,899.0,5.9,0.0,0.9,0.0,0.0,224.1
Curtis Samuel,WAS,52.1,588.4,3.8,32.0,161.0,1.0,0.2,193.3
Jonathan Mingo,CAR,51.9,728.3,4.6,2.8,37.0,0.2,0.0,203.8
K.J. Osborn,MIN,58.7,698.4,5.1,4.2,23.6,0.2,0.0,208.8
Jayden Reed,GB,52.8,641.7,3.7,4.4,26.9,0.2,0.0,171.3
Elijah Moore,CLE,57.3,733.7,4.3,7.7,45.2,0.8,0.0,180.3
Van Jefferson,LAR,47.9,697.8,4.8,1.7,14.1,0.0,0.0,190.0
Russell Gage,TB,60.5,680.9,3.6,0.9,3.3,0.0,0.0,210.8
Donovan Peoples-Jones,CLE,49.0,754.4,5.0,1.0,1.0,0.0,0.0,184.2
Isaiah Hodgins,NYG,57.3,759.5,6.0,0.0,1.9,0.0,0.0,215.8
Robert Woods,HOU,65.2,645.1,4.1,8.5,53.5,0.7,0.0,206.6
Jameson Williams,DET,47.0,723.8,4.0,5.2,34.0,0.3,0.0,159.6
Rashod Bateman,BAL,50.4,783.0,4.0,0.0,0.9,0.0,0.0,164.1
John Metchie III,HOU,50.2,663.2,4.5,2.8,17.2,0.1,0.0,188.4
Rashid Shaheed,NO,41.4,665.0,4.0,5.0,71.3,2.0,0.0,167.7
Alec Pierce,IND,44.7,742.8,3.4,0.0,1.0,0.0,0.0,162.6
Marvin Jones Jr.,DET,40.8,574.5,4.0,0.3,2.5,0.0,0.0,158.1
Mecole Hardman Jr.,NYJ,37.8,520.1,3.1,12.8,83.6,2.0,0.2,146.2
Chase Claypool,CHI,45.2,594.0,3.7,10.0,72.0,0.5,0.0,144.4
Allen Robinson II,PIT,52.8,674.2,4.1,0.3,1.6,0.0,0.0,184.5
Mack Hollins,ATL,48.8,605.3,4.0,3.0,36.0,0.3,0.0,177.1
Corey Davis,NYJ,39.9,552.2,3.3,0.0,1.7,0.0,0.0,145.5
Darius Slayton,NYG,40.2,669.1,2.9,1.0,7.6,0.0,0.0,156.7
Parris Campbell,NYG,52.1,563.0,3.0,5.7,57.8,0.3,0.0,138.3
Rashee Rice,KC,52.5,711.2,5.1,2.7,16.9,0.1,0.0,136.1
Khalil Shakir,BUF,39.7,562.8,3.2,3.5,22.4,0.2,0.0,146.0
Joshua Palmer,LAC,53.0,580.0,3.0,1.0,4.5,0.0,0.0,132.1
Wan'Dale Robinson,NYG,55.0,620.0,3.0,4.2,26.3,0.2,0.0,132.1
Ben Skowronek,LAR,45.8,540.9,2.8,1.0,14.0,1.0,0.0,154.0
Kendrick Bourne,NE,37.3,460.1,2.4,8.4,55.3,0.3,0.0,105.5
Greg Dortch,ARI,59.0,553.0,2.0,10.0,71.0,0.2,0.0,115.2
Tyquan Thornton,NE,32.0,470.8,3.1,4.5,25.0,1.5,0.0,126.7
Josh Reynolds,DET,32.8,497.6,3.0,0.7,1.7,0.0,0.0,115.9
Nick Westbrook-Ikhine,TEN,32.8,465.0,4.0,0.0,1.8,0.0,0.0,120.5
Michael Wilson,ARI,42.8,511.3,2.3,1.5,12.9,0.1,0.0,97.9
Jalin Hyatt,NYG,47.1,563.0,3.0,2.4,15.4,0.1,0.0,118.0
Marvin Mims Jr.,DEN,41.6,610.6,3.2,2.6,16.3,0.1,0.0,125.8
Sterling Shepard,NYG,48.0,520.0,4.0,4.7,30.1,0.2,0.0,101.6
Terrace Marshall Jr.,CAR,32.0,564.9,2.2,0.0,0.5,0.0,0.0,103.1
