player,team,rush_att,rush_yds,rush_td,rec,rec_yds,rec_td,fumbles_lost,fp_projection
Christian McCaffrey,SF,314.9,1453.3,13.3,76.4,614.0,7.0,1.2,400.5
Breece Hall,NYJ,309.6,1359.7,9.0,75.0,646.0,8.0,1.0,347.0
Bijan Robinson,ATL,294.2,1267.9,8.2,72.4,604.0,8.0,1.6,327.7
Saquon Barkley,PHI,295.3,1238.5,14.0,53.0,400.0,6.0,1.0,310.0
Jonathan Taylor,IND,311.0,1435.4,12.0,45.0,321.0,2.0,1.0,278.0
Jahmyr Gibbs,DET,244.0,1077.9,10.0,63.0,434.6,3.4,1.0,287.8
Kyren Williams,LAR,277.3,1219.0,12.0,37.0,284.7,3.0,1.2,260.0
Alvin Kamara,NO,246.7,1007.3,6.5,78.7,526.0,3.8,0.8,284.0
Travis Etienne Jr.,JAC,272.9,1160.6,11.0,50.0,415.0,1.9,0.9,272.1
Rachaad White,TB,282.9,1107.2,8.0,59.0,452.0,3.0,1.2,273.1
Isiah Pacheco,KC,279.0,1226.4,11.0,45.5,318.0,2.0,1.0,278.9
James Cook,BUF,279.0,1289.0,6.6,49.2,421.0,4.0,1.0,251.0
Derrick Henry,BAL,301.1,1360.0,12.0,27.2,228.0,1.2,0.9,247.7
De'Von Achane,MIA,222.0,1033.6,9.0,54.1,391.9,5.0,0.8,271.5
Josh Jacobs,GB,275.0,1121.0,11.0,46.0,321.4,2.2,1.0,254.9
Joe Mixon,HOU,286.3,1149.0,10.0,43.0,362.0,3.0,0.6,252.3
Kenneth Walker III,SEA,268.9,1175.2,12.0,30.8,244.0,1.3,0.7,228.6
Aaron Jones,MIN,216.6,1051.0,6.6,49.0,362.0,2.0,0.9,240.4
Rhamondre Stevenson,NE,244.6,1050.8,6.0,50.0,335.5,1.2,1.0,228.1
Zamir White,LV,261.0,1233.0,6.5,38.0,267.0,1.2,0.9,206.6
David Montgomery,DET,230.0,965.0,10.6,24.0,183.0,1.4,0.7,209.7
James Conner,ARI,214.0,962.0,8.0,37.0,249.0,3.0,0.7,224.4
Najee Harris,PIT,253.6,1012.4,8.0,31.1,200.0,1.6,0.9,215.8
Jaylen Warren,PIT,167.4,750.0,4.5,54.2,370.3,2.3,1.0,228.1
Javonte Williams,DEN,230.5,950.4,6.0,48.8,299.2,2.0,0.7,219.2
D'Andre Swift,CHI,197.0,919.0,6.0,40.0,271.0,2.0,1.0,220.6
Raheem Mostert,MIA,185.0,868.0,11.0,28.0,197.3,2.0,0.9,199.5
Tony Pollard,TEN,234.0,940.0,7.0,41.0,278.0,1.2,0.8,214.7
Devin Singletary,NYG,216.5,915.8,6.2,39.0,268.0,1.0,0.9,214.9
Brian Robinson Jr.,WAS,204.0,836.0,6.0,35.3,292.0,4.0,1.0,192.9
Austin Ekeler,WAS,137.2,576.0,7.0,53.4,444.0,2.1,1.0,211.5
Tyjae Spears,TEN,183.7,746.0,4.7,57.0,456.0,2.0,0.6,214.9
Zack Moss,CIN,187.4,788.3,6.0,37.0,254.0,3.0,0.0,201.6
Chase Brown,CIN,174.3,708.7,4.7,41.4,401.0,3.0,0.0,193.8
Ezekiel Elliott,DAL,190.9,750.7,6.3,33.0,216.8,2.0,0.9,185.6
Gus Edwards,LAC,199.0,885.5,10.0,18.0,185.0,1.0,1.0,175.1
Nick Chubb,CLE,192.0,866.0,7.0,33.0,263.0,1.0,0.6,170.6
Jonathon Brooks,CAR,178.0,736.0,5.0,33.0,247.0,1.0,0.7,189.0
Jerome Ford,CLE,182.8,737.1,4.6,37.0,266.0,5.0,0.5,167.7
J.K. Dobbins,LAC,148.6,744.0,6.0,33.0,270.0,4.0,0.7,148.9
Antonio Gibson,NE,123.8,522.5,3.0,52.0,395.0,2.0,1.0,149.0
Zach Charbonnet,SEA,124.0,546.0,4.0,35.7,246.8,1.2,0.3,169.3
Ty Chandler,MIN,153.6,671.3,6.0,23.0,174.0,1.0,0.4,132.6
Chuba Hubbard,CAR,163.0,651.3,4.5,29.9,197.6,1.0,0.6,150.8
Tyler Allgeier,ATL,138.2,575.0,4.9,28.0,212.2,2.0,0.3,134.6
Rico Dowdle,DAL,191.0,720.0,5.0,24.0,191.0,2.0,0.0,138.7
Blake Corum,LAR,158.0,677.0,6.0,23.0,173.1,1.1,0.5,132.2
Jaleel McLaughlin,DEN,103.0,582.0,3.0,35.4,242.2,2.0,0.3,136.6
Trey Benson,ARI,156.0,739.0,6.0,21.6,153.0,1.0,0.6,136.6
Khalil Herbert,CHI,186.4,813.1,4.8,23.0,151.0,1.0,0.5,141.4
MarShawn Lloyd,GB,146.0,597.0,6.0,21.4,151.6,1.0,0.4,111.4
Alexander Mattison,LV,124.7,511.2,3.2,20.0,128.0,2.0,0.6,93.7
Ray Davis,BUF,103.0,458.0,4.0,21.0,203.0,1.0,0.4,90.1
Clyde Edwards-Helaire,KC,100.0,383.0,2.5,30.0,276.0,2.0,0.0,104.1
Kendre Miller,NO,122.0,452.0,4.0,30.8,242.8,1.4,0.3,107.9
Jamaal Williams,NO,123.4,488.3,3.8,19.2,111.3,0.6,0.0,100.3
Bucky Irving,TB,130.0,477.0,4.0,20.0,201.0,1.0,0.3,93.8
Braelon Allen,NYJ,126.0,508.0,4.0,13.1,119.0,1.0,0.0,90.6
Tyrone Tracy Jr.,NYG,138.0,584.0,4.0,17.7,123.0,1.0,0.0,93.2
Miles Sanders,CAR,124.0,470.0,2.6,31.0,172.0,0.4,0.5,84.1
Elijah Mitchell,SF,126.0,502.0,4.0,11.7,79.4,0.5,0.2,82.9
Roschon Johnson,CHI,93.0,395.0,3.0,33.0,209.0,1.0,0.3,81.9
