player,team,rec,rec_yds,rec_td,rush_att,rush_yds,rush_td,fumbles_lost,fp_projection
Cooper Kupp,LAR,134.0,1854.8,14.8,4.3,27.0,0.3,0.0,405.4
Justin Jefferson,MIN,111.0,1627.0,11.0,5.0,31.0,0.2,0.0,321.1
Ja'Marr Chase,CIN,101.5,1628.0,14.0,14.4,82.4,0.6,0.1,301.0
Davante Adams,LV,125.2,1553.5,11.2,0.0,0.0,0.0,0.0,329.1
Stefon Diggs,BUF,118.9,1386.9,10.9,1.0,10.0,0.0,0.0,306.0
Deebo Samuel,SF,78.5,1251.0,7.6,95.0,503.0,5.0,0.1,291.6
CeeDee Lamb,DAL,104.2,1415.0,9.8,10.0,81.0,0.5,0.0,287.7
Tyreek Hill,MIA,105.0,1232.0,10.0,11.0,79.0,1.0,0.0,268.4
Mike Evans,TB,91.5,1267.7,11.0,1.0,7.0,0.0,0.0,268.0
Tee Higgins,CIN,94.0,1334.0,9.0,1.0,4.0,0.0,0.0,265.6
Keenan Allen,LAC,114.0,1212.0,7.2,1.0,6.0,0.0,0.0,263.1
Michael Pittman Jr.,IND,102.0,1261.0,8.0,5.0,45.0,0.2,0.0,254.2
Brandin Cooks,HOU,97.0,1246.4,8.7,4.4,27.0,0.2,0.0,271.0
A.J. Brown,PHI,85.6,1326.1,9.6,2.0,23.0,0.0,0.0,269.8
DJ Moore,CAR,99.0,1276.0,6.1,9.6,70.0,0.3,0.0,248.3
Diontae Johnson,PIT,100.1,1099.0,8.0,5.0,43.0,0.3,0.0,251.3
Mike Williams,LAC,81.4,1207.0,9.0,0.0,1.0,0.0,0.0,239.1
Jaylen Waddle,MIA,103.0,1080.0,7.0,8.0,47.8,1.0,0.0,245.9
Amon-Ra St. Brown,DET,99.0,1077.7,7.3,12.5,79.0,1.0,0.0,243.3
DK Metcalf,SEA,87.0,1117.1,8.0,1.0,6.0,0.0,0.0,236.8
Michael Thomas,NO,95.0,1172.0,9.0,1.0,0.0,0.0,0.0,244.3
Terry McLaurin,WAS,86.7,1139.0,6.9,1.0,13.0,0.0,0.0,231.3
Chris Godwin,TB,102.0,1190.0,8.2,4.0,24.2,1.0,0.0,244.1
Darnell Mooney,CHI,83.0,1087.2,5.7,7.7,42.0,1.0,0.0,219.7
Jerry Jeudy,DEN,81.0,1089.3,7.1,4.1,24.3,0.2,0.0,225.5
Courtland Sutton,DEN,83.7,1139.0,8.0,1.0,3.0,0.0,0.0,224.4
Gabriel Davis,BUF,72.0,1099.0,10.0,0.0,0.0,0.0,0.0,227.1
Hunter Renfrow,LV,99.9,1059.4,7.3,4.0,23.2,0.2,0.0,234.2
Tyler Lockett,SEA,83.2,1263.7,8.9,4.4,27.3,0.3,0.0,255.7
JuJu Smith-Schuster,KC,93.0,1032.0,9.0,5.0,26.4,2.0,0.1,214.2
Marquise Brown,ARI,92.0,1254.0,8.0,4.6,31.0,0.3,0.0,220.9
Adam Thielen,MIN,83.0,944.2,11.0,2.0,6.0,0.0,0.0,220.1
Amari Cooper,CLE,86.5,1102.6,7.2,1.0,3.0,0.0,0.0,234.8
Elijah Moore,NYJ,87.0,1126.0,7.0,9.6,92.0,2.0,0.0,207.9
Allen Robinson II,LAR,85.6,1045.0,8.0,0.0,0.0,0.0,0.0,220.6
Robert Woods,TEN,82.1,1047.8,5.9,22.0,160.0,2.0,0.1,224.0
Rashod Bateman,BAL,81.6,1090.0,6.7,1.0,11.0,0.0,0.0,213.3
Christian Kirk,JAC,83.0,971.0,5.0,2.0,18.0,0.0,0.0,200.2
Drake London,ATL,76.0,946.0,6.0,3.0,12.0,0.0,0.4,186.9
Chase Claypool,PIT,69.0,966.0,7.0,15.0,83.0,0.6,0.1,189.9
DeVonta Smith,PHI,71.4,949.0,7.0,0.0,0.0,0.0,0.0,199.7
Brandon Aiyuk,SF,68.0,969.4,6.0,5.0,25.0,0.1,0.0,192.2
Treylon Burks,TEN,64.0,975.0,7.0,10.0,69.0,1.0,0.4,180.9
Jakobi Meyers,NE,88.0,999.0,5.3,1.0,9.0,0.0,0.0,192.6
Allen Lazard,GB,59.9,861.0,9.0,4.0,35.0,0.2,0.0,187.2
Kadarius Toney,NYG,71.6,856.0,6.0,16.0,105.0,0.5,0.0,183.3
Russell Gage,TB,79.0,874.0,7.0,1.0,4.0,0.0,0.0,193.9
Mecole Hardman,KC,88.5,1047.6,6.0,10.7,75.0,1.0,0.3,224.1
DeAndre Hopkins,ARI,75.0,980.0,7.0,0.0,2.0,0.0,0.0,174.5
Tyler Boyd,CIN,69.0,793.0,4.8,4.3,30.0,0.1,0.0,170.4
Kenny Golladay,NYG,66.0,946.0,7.0,0.0,0.0,0.0,0.0,168.0
DeVante Parker,NE,63.8,945.0,6.0,0.0,0.0,0.0,0.0,187.1
Jarvis Landry,NO,74.0,859.0,5.1,6.0,30.0,1.0,0.0,177.5
Robbie Anderson,CAR,64.0,824.9,7.0,4.6,32.0,0.2,0.0,169.1
Tim Patrick,DEN,52.3,682.6,5.9,0.0,0.0,0.0,0.3,155.1
Chris Olave,NO,60.2,853.5,5.6,2.0,11.0,0.0,0.4,170.0
Garrett Wilson,NYJ,67.3,869.8,5.3,4.8,43.0,0.1,0.4,174.1
Jalen Tolbert,DAL,59.0,822.0,5.3,2.0,12.0,0.0,0.3,164.5
Marvin Jones Jr.,JAC,69.0,793.3,7.0,0.0,0.0,0.0,0.0,177.0
Marquez Valdes-Scantling,KC,61.3,909.8,5.4,1.8,10.8,0.1,0.0,169.4
Michael Gallup,DAL,63.1,899.7,5.8,10.2,71.0,0.0,0.0,171.3
Skyy Moore,KC,60.0,865.0,6.1,4.0,27.0,0.0,0.3,168.3
George Pickens,PIT,65.0,840.0,4.0,2.0,9.0,0.0,0.3,162.9
DJ Chark Jr.,DET,66.0,850.0,6.0,1.0,8.0,0.0,0.0,151.5
Corey Davis,NYJ,59.0,836.0,5.0,0.0,0.0,0.0,0.0,150.5
Jahan Dotson,WAS,56.5,794.0,4.8,2.0,11.0,0.0,0.3,155.5
Rondale Moore,ARI,74.0,658.0,4.0,21.4,169.0,1.0,0.1,152.2
Nico Collins,HOU,57.0,745.8,4.0,0.0,0.0,0.0,0.0,146.6
Van Jefferson,LAR,50.0,700.9,5.3,4.3,27.2,0.2,0.0,150.4
K.J. Osborn,MIN,58.0,803.0,8.0,1.0,10.0,0.0,0.0,174.8
Julio Jones,TB,61.0,842.0,4.9,0.0,0.0,0.0,0.0,155.8
Parris Campbell,IND,59.0,726.0,4.3,2.0,13.0,0.0,0.0,149.7
Curtis Samuel,WAS,55.1,659.9,4.0,29.0,148.0,1.0,0.1,159.5
Donovan Peoples-Jones,CLE,53.0,882.0,5.0,0.0,0.0,0.0,0.0,155.1
Joshua Palmer,LAC,55.9,638.1,5.4,0.0,0.0,0.0,0.0,141.6
Kendrick Bourne,NE,61.9,803.9,6.3,13.1,93.2,0.6,0.1,170.0
Randall Cobb,GB,60.5,813.9,6.0,2.0,11.9,0.1,0.0,155.0
Jamison Crowder,BUF,53.0,579.0,4.2,10.0,65.0,1.0,0.0,122.1
KJ Hamler,DEN,53.0,718.0,4.0,10.4,79.0,0.0,0.0,120.0
Nick Westbrook-Ikhine,TEN,51.7,657.9,5.0,0.0,0.0,0.0,0.0,128.1
Sterling Shepard,NYG,86.0,831.4,4.5,5.0,21.0,0.0,0.0,163.2
Alec Pierce,IND,49.3,656.6,4.2,0.0,0.0,0.0,0.3,127.6
Devin Duvernay,BAL,51.0,620.0,4.0,9.9,70.0,0.4,0.0,111.4
Christian Watson,GB,52.9,708.3,6.0,4.0,24.6,0.2,0.3,146.2
Wan'Dale Robinson,NYG,51.1,580.0,3.0,12.0,67.0,0.4,0.3,121.6
Zay Jones,JAC,55.0,673.8,3.9,2.0,3.0,0.0,0.0,133.0
Jameson Williams,DET,47.0,621.0,4.0,2.0,11.0,0.0,0.3,123.6
A.J. Green,ARI,46.6,716.3,4.0,0.0,0.0,0.0,0.0,128.3
Bryan Edwards,ATL,50.0,747.0,3.0,1.1,7.0,0.0,0.0,114.2
Sammy Watkins,GB,46.0,653.0,3.1,2.0,12.7,0.1,0.0,120.8
Cedrick Wilson Jr.,MIA,53.9,655.7,4.2,3.0,8.0,0.0,0.0,127.9
Laviska Shenault Jr.,JAC,63.0,667.0,5.0,13.0,56.0,1.0,0.0,125.9
Byron Pringle,CHI,49.5,660.5,4.8,0.0,0.0,0.0,0.0,132.3
Braxton Berrios,NYJ,48.0,500.0,3.0,14.0,83.0,4.0,0.0,135.5
Chris Conley,HOU,42.6,578.6,3.0,0.0,0.0,0.0,0.0,106.0
Velus Jones Jr.,CHI,49.7,611.4,3.3,4.1,25.1,0.2,0.3,115.7
James Washington,DAL,41.7,663.5,5.0,2.0,12.0,0.0,0.0,117.7
Romeo Doubs,GB,38.0,564.0,4.0,2.0,12.0,0.0,0.1,105.4
Nelson Agholor,NE,42.0,543.0,4.0,4.4,26.7,0.2,0.0,107.9
Olamide Zaccheaus,ATL,39.0,533.6,4.0,1.1,6.0,0.0,0.0,102.9
Terrace Marshall Jr.,CAR,38.7,465.5,4.0,0.0,0.0,0.0,0.0,89.0
Jauan Jennings,SF,34.0,377.7,5.0,0.0,0.0,0.0,0.0,94.4
David Bell,CLE,39.0,573.0,3.0,3.9,31.0,0.0,0.2,105.1
Isaiah McKenzie,BUF,32.5,314.7,3.0,9.9,58.2,0.6,0.1,110.0
Amari Rodgers,GB,64.0,783.0,6.0,4.3,24.0,0.0,0.0,102.9
Quez Watkins,PHI,38.1,573.4,2.8,0.0,0.0,0.0,0.0,99.7
James Proche II,BAL,30.0,348.0,2.3,0.0,0.0,0.0,0.0,74.1
Jalen Guyton,LAC,32.0,484.0,3.0,8.8,51.4,0.4,0.0,91.0
Dee Eskridge,SEA,37.6,464.1,2.6,7.9,52.4,0.3,0.3,92.2
Demarcus Robinson,BAL,29.5,344.6,2.3,0.0,0.0,0.0,0.0,73.6
Freddie Swain,SEA,32.2,394.6,2.8,2.0,12.0,0.1,0.0,82.9
Keelan Cole Sr.,LV,39.0,619.0,3.0,1.0,1.0,0.0,0.0,101.2
Josh Reynolds,DET,52.1,721.6,4.0,0.0,0.0,0.0,0.0,117.2
Marquez Callaway,NO,46.0,652.0,5.0,8.8,53.2,0.3,0.0,112.7
Phillip Dorsett II,HOU,31.7,390.3,1.9,2.2,13.3,0.1,0.0,72.1
Darius Slayton,NYG,41.0,574.0,4.0,1.0,0.0,0.0,0.0,98.3
Rashard Higgins,CAR,25.9,370.7,2.0,1.0,8.0,0.0,0.0,65.9
Jaylon Moore,BAL,16.8,202.8,1.3,0.0,0.0,0.0,0.0,45.7
Tylan Wallace,BAL,25.9,317.0,2.2,0.0,0.0,0.0,0.0,60.2
Laquon Treadwell,JAC,39.0,519.0,3.0,0.0,0.0,0.0,0.0,85.8
Anthony Schwartz,CLE,30.2,376.2,2.4,4.5,27.3,0.2,0.0,70.1
Keke Coutee,IND,17.8,204.4,1.3,0.0,0.0,0.0,0.0,42.5
Ben Skowronek,LAR,18.4,220.3,2.0,0.0,0.0,0.0,0.0,47.8
Quintez Cephus,DET,34.0,468.0,5.0,0.0,0.0,0.0,0.0,90.0
Chris Moore,HOU,22.6,246.0,1.5,0.0,0.0,0.0,0.0,50.1
Noah Brown,DAL,20.6,236.6,1.8,0.0,0.0,0.0,0.0,48.8
Jamal Agnew,JAC,15.8,177.4,1.1,13.4,82.4,0.6,0.1,49.7
Calvin Austin III,PIT,21.6,242.8,1.2,0.0,0.0,0.0,0.1,46.6
Montrell Washington,DEN,13.0,174.0,1.0,0.0,0.0,0.0,0.0,0.0
Equanimeous St. Brown,CHI,18.0,278.0,2.0,0.0,0.0,0.0,0.0,52.8
Damiere Byrd,ATL,16.2,198.2,1.2,0.0,0.0,0.0,0.0,41.2
Dez Fitzpatrick,TEN,17.9,275.0,1.5,0.0,0.0,0.0,0.0,43.0
Chester Rogers,HOU,18.0,209.0,1.0,0.0,0.0,0.0,0.0,41.3
Dyami Brown,WAS,19.0,320.0,1.1,0.0,0.0,0.0,0.0,36.6
Kalif Raymond,DET,26.3,341.9,2.2,2.1,12.6,0.1,0.0,63.7
Zach Pascal,PHI,22.0,266.0,2.0,1.3,7.0,0.0,0.0,50.2
Ty Montgomery,NE,14.8,125.9,0.9,9.7,56.9,0.5,0.0,37.4
Erik Ezukanma,MIA,11.0,176.0,1.0,0.0,0.0,0.0,0.1,28.8
Ray-Ray McCloud,SF,20.7,298.5,1.1,0.0,0.0,0.0,0.0,47.8
Ihmir Smith-Marsette,MIN,18.1,215.5,1.6,0.0,0.0,0.0,0.0,42.4
Cody Hollister,TEN,11.3,133.2,0.9,0.0,0.0,0.0,0.0,29.8
Antoine Wesley,ARI,16.0,211.0,2.0,0.0,0.0,0.0,0.0,44.1
Cam Sims,WAS,18.7,277.2,1.6,0.0,0.0,0.0,0.0,47.5
Lynn Bowden Jr.,MIA,26.4,275.9,1.3,4.5,28.5,0.2,0.0,50.2
Breshad Perriman,TB,16.0,213.1,1.5,0.0,0.0,0.0,0.0,40.5
