player,team,rush_att,rush_yds,rush_td,rec,rec_yds,rec_td,fumbles_lost,fp_projection
Carlos Hyde,SEA,11.8,35.0,0.2,1.9,5.9,0.0,0.1,4.9
Frank Gore,NYJ,10.2,32.2,0.1,1.5,7.2,0.0,0.0,5.4
Chase Edmonds,ARI,7.1,32.0,0.1,2.2,13.0,0.0,0.0,5.0
Justin Jackson,LAC,5.9,32.2,0.1,2.2,13.9,0.0,0.0,4.0
Ito Smith,ATL,4.3,15.9,0.1,1.6,12.0,0.1,0.0,5.2
LeSean McCoy,TB,6.1,20.5,0.1,1.5,12.0,0.0,0.0,5.6
James Robinson,JAC,6.7,28.4,0.1,1.6,7.9,0.0,0.0,5.8
Ryan Nall,CHI,8.2,33.0,0.3,1.0,5.9,0.0,0.0,6.3
Brian Hill,ATL,4.7,23.7,0.2,1.4,8.1,0.0,0.0,4.7
Royce Freeman,DEN,4.6,18.0,0.1,1.5,10.9,0.0,0.0,4.9
Peyton Barber,WAS,6.8,22.7,0.1,1.3,8.8,0.0,0.0,5.2
Anthony McFarland Jr.,PIT,7.0,24.2,0.1,2.3,10.1,0.0,0.0,3.3
Ryquell Armstead,JAC,2.8,7.2,0.0,2.2,5.2,0.0,0.0,0.0
Gus Edwards,BAL,6.1,28.3,0.2,1.1,3.0,0.0,0.0,5.1
Lynn Bowden Jr.,MIA,4.4,14.2,0.1,1.6,6.6,0.0,0.0,3.5
Jaylen Samuels,PIT,3.8,9.2,0.0,1.8,10.2,0.1,0.0,3.1
Ke'Shawn Vaughn,TB,5.8,19.5,0.0,2.0,8.1,0.0,0.0,1.8
Kyle Juszczyk,SF,1.7,4.9,0.0,1.7,14.3,0.1,0.0,3.3
Dion Lewis,NYG,4.4,14.2,0.0,1.4,6.6,0.0,0.0,2.6
Lamical Perine,NYJ,4.5,14.5,0.1,1.6,6.1,0.0,0.0,2.7
Patrick Laird,MIA,2.3,13.5,0.1,1.4,12.9,0.0,0.0,4.1
DeeJay Dallas,SEA,4.0,12.6,0.1,1.4,5.3,0.0,0.0,2.8
J.D. McKissic,WAS,3.9,12.3,0.0,1.4,9.1,0.0,0.0,2.3
Mike Boone,MIN,3.1,16.9,0.1,0.9,3.5,0.0,0.0,2.8
Darwin Thompson,KC,2.9,11.1,0.1,0.9,4.7,0.0,0.0,2.9
Justice Hill,BAL,2.6,8.6,0.0,1.3,2.7,0.0,0.0,1.5
Reggie Bonnafon,CAR,3.1,12.5,0.1,0.5,2.2,0.0,0.0,2.4
Travis Homer,SEA,1.6,4.7,0.0,0.8,5.6,0.1,0.0,2.0
Eno Benjamin,ARI,1.8,6.4,0.1,0.7,2.3,0.0,0.0,1.8
Wayne Gallman,NYG,2.0,8.0,0.1,1.3,2.8,0.0,0.0,2.0
Devontae Booker,LV,1.7,4.8,0.0,0.9,7.1,0.0,0.0,1.8
Ty Montgomery,NO,1.4,6.2,0.0,0.6,4.4,0.0,0.0,2.0
DeAndre Washington,KC,2.2,4.7,0.0,0.7,2.5,0.0,0.0,0.0
CJ Ham,MIN,1.5,4.0,0.0,0.7,7.2,0.0,0.0,1.8
Corey Clement,PHI,1.1,5.4,0.1,0.5,3.2,0.0,0.0,1.9
Myles Gaskin,MIA,1.3,3.6,0.0,0.6,4.5,0.0,0.0,1.6
Jordan Wilkins,IND,2.1,6.7,0.0,0.8,1.0,0.0,0.0,1.2
Bruce Miller,JAC,0.0,2.0,0.0,0.4,3.6,0.0,0.0,1.2
Ameer Abdullah,MIN,1.2,4.6,0.0,0.5,6.6,0.0,0.0,1.9
Mike Davis,CAR,2.2,5.7,0.0,1.1,5.6,0.0,0.0,1.6
T.J. Yeldon,BUF,1.3,3.5,0.0,0.9,3.1,0.0,0.0,1.1
Rashaad Penny,SEA,1.5,3.6,0.0,0.6,0.6,0.0,0.0,0.0
Artavis Pierce,CHI,1.2,3.3,0.0,0.5,1.4,0.0,0.0,0.0
Elijhaa Penny,NYG,0.0,2.2,0.0,0.2,2.2,0.0,0.0,0.9
Qadree Ollison,ATL,1.9,5.1,0.0,0.6,1.6,0.0,0.0,0.7
J.J. Taylor,NE,1.1,3.0,0.0,0.4,1.3,0.0,0.0,0.0
Patrick Ricard,BAL,0.6,1.7,0.0,0.5,3.6,0.0,0.0,0.9
Jeff Wilson,SF,0.8,4.3,0.0,0.3,1.7,0.0,0.0,1.1
Trayveon Williams,CIN,1.1,3.2,0.0,0.4,2.4,0.0,0.0,0.8
Alec Ingold,LV,0.9,2.5,0.0,0.4,2.4,0.0,0.0,0.9
Andy Janovich,CLE,0.6,1.7,0.0,0.5,2.6,0.0,0.0,0.9
Keith Smith,ATL,0.6,1.7,0.0,0.3,2.3,0.0,0.0,0.8
Buddy Howell,HOU,0.8,2.5,0.0,0.4,2.0,0.0,0.0,0.9
Derek Watt,PIT,0.6,1.8,0.0,0.4,3.1,0.0,0.0,0.9
Khari Blasingame,TEN,0.8,2.3,0.0,0.3,2.1,0.0,0.0,0.6
Trenton Cannon,CAR,0.1,3.1,0.0,0.4,3.9,0.0,0.0,1.1
Anthony Sherman,KC,0.7,1.7,0.0,0.3,2.5,0.0,0.0,0.7
Tyler Ervin,GB,0.9,2.7,0.0,0.4,0.9,0.0,0.0,0.5
Andrew Beck,DEN,0.5,1.5,0.0,0.3,2.2,0.0,0.0,0.6
Jakob Johnson,NE,0.9,2.5,0.0,0.4,1.0,0.0,0.0,0.4
Ty Johnson,DET,1.0,3.0,0.0,0.4,1.0,0.0,0.0,0.4
Patrick DiMarco,BUF,0.6,1.7,0.0,0.3,0.5,0.0,0.0,0.0
D'Ernest Johnson,CLE,0.4,1.2,0.0,0.3,2.9,0.0,0.0,0.6
Alex Armah,CAR,0.7,1.7,0.0,0.2,1.1,0.0,0.0,0.5
Taiwan Jones,BUF,0.2,0.5,0.0,0.4,4.8,0.0,0.0,0.8
Dwayne Washington,NO,0.5,1.5,0.0,0.2,0.6,0.0,0.0,0.4
Nick Bellore,SEA,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.3
Jonathan Williams,DET,0.3,0.7,0.0,0.1,1.0,0.0,0.0,0.4
Samaje Perine,CIN,0.3,0.9,0.0,0.1,0.4,0.0,0.0,0.3
Michael Burton,NO,0.2,0.6,0.0,0.2,1.0,0.0,0.0,0.3
Cullen Gillaspia,HOU,0.2,0.6,0.0,0.1,0.5,0.0,0.0,0.2
Damarea Crockett,GB,0.2,0.4,0.0,0.1,0.2,0.0,0.0,0.1
