player,team,rec,rec_yds,rec_td,rush_att,rush_yds,rush_td,fumbles_lost,fp_projection
CeeDee Lamb,DAL,116.1,1488.0,9.7,9.8,68.2,0.8,1.1,332.5
Tyreek Hill,MIA,110.2,1542.4,9.9,5.2,30.5,0.1,1.0,325.4
Ja'Marr Chase,CIN,106.7,1357.8,9.1,3.0,12.6,0.1,0.7,297.4
Amon-Ra St. Brown,DET,111.0,1354.3,8.2,4.5,31.1,0.1,0.9,297.4
Justin Jefferson,MIN,104.7,1441.4,7.4,1.2,3.9,0.0,1.0,291.7
A.J. Brown,PHI,93.5,1329.0,8.3,0.0,1.4,0.0,1.3,273.7
Puka Nacua,LAR,94.7,1297.6,7.2,8.9,54.7,0.2,0.7,272.6
Garrett Wilson,NYJ,95.2,1189.2,8.1,3.9,19.2,0.1,1.3,262.8
Chris Olave,NO,89.8,1204.9,6.5,0.0,1.0,0.0,0.6,248.3
Marvin Harrison Jr.,ARI,88.4,1177.6,6.8,0.5,3.6,0.0,1.5,244.2
Davante Adams,LV,93.1,1130.0,6.5,0.0,1.0,0.0,0.5,244.1
Drake London,ATL,87.8,1145.6,7.0,0.0,2.2,0.0,0.9,242.8
Nico Collins,HOU,78.4,1149.1,7.4,1.4,8.6,0.0,0.5,237.7
Mike Evans,TB,75.5,1119.8,8.4,0.0,1.2,0.0,0.5,236.9
Cooper Kupp,LAR,85.8,1059.7,7.3,2.9,17.4,0.1,0.5,236.4
DeVonta Smith,PHI,84.7,1082.3,7.1,0.0,1.2,0.0,0.9,233.8
Michael Pittman Jr.,IND,96.5,1061.4,5.0,0.3,3.0,0.0,1.0,231.1
Deebo Samuel Sr.,SF,67.0,925.9,5.9,33.9,199.4,3.0,1.0,230.8
Jaylen Waddle,MIA,81.4,1114.9,5.7,3.6,21.1,0.1,0.5,228.5
DK Metcalf,SEA,73.7,1068.5,8.1,0.0,1.2,0.0,0.5,228.1
Brandon Aiyuk,SF,74.2,1117.1,7.1,0.8,4.0,0.0,0.9,227.3
Stefon Diggs,HOU,85.0,1029.0,6.6,1.9,9.1,0.1,1.0,226.7
