player,team,rush_att,rush_yds,rush_td,rec,rec_yds,rec_td,fumbles_lost,fp_projection
Christian McCaffrey,CAR,14.5,66.0,0.5,6.2,51.5,0.3,0.1,23.5
Saquon Barkley,NYG,15.8,74.5,0.4,3.1,26.2,0.1,0.0,18.1
Austin Ekeler,LAC,6.7,42.3,0.3,4.1,39.1,0.2,0.1,17.7
Ezekiel Elliott,DAL,17.7,75.9,0.6,2.9,26.1,0.1,0.1,17.7
Alvin Kamara,NO,10.2,52.9,0.4,4.8,31.2,0.2,0.0,18.0
Dalvin Cook,MIN,16.9,67.7,0.6,3.6,32.1,0.1,0.2,17.5
Josh Jacobs,LV,18.5,82.9,0.6,1.8,12.7,0.0,0.1,15.8
James Conner,PIT,12.0,54.1,0.5,2.4,20.4,0.1,0.1,16.2
Miles Sanders,PHI,9.9,61.8,0.2,2.9,24.6,0.2,0.1,17.1
Clyde Edwards-Helaire,KC,13.0,64.4,0.5,2.3,19.9,0.1,0.1,14.9
Joe Mixon,CIN,18.0,78.8,0.5,1.8,16.3,0.1,0.1,15.8
Derrick Henry,TEN,17.0,83.8,0.7,1.4,10.8,0.0,0.1,15.6
Aaron Jones,GB,11.7,60.0,0.5,2.7,18.5,0.1,0.1,15.0
Kenyan Drake,ARI,11.2,58.8,0.4,3.2,24.5,0.0,0.1,15.3
Chris Carson,SEA,16.3,68.4,0.4,1.9,15.1,0.1,0.2,13.9
Todd Gurley,ATL,12.4,55.3,0.5,1.9,15.7,0.1,0.1,13.7
Nick Chubb,CLE,13.4,70.9,0.4,1.7,12.7,0.0,0.1,13.3
Le'Veon Bell,NYJ,12.4,50.0,0.1,2.4,17.9,0.0,0.1,12.5
David Johnson,HOU,13.6,44.1,0.2,2.0,16.9,0.1,0.2,13.1
Melvin Gordon,DEN,14.4,45.1,0.3,2.0,15.5,0.1,0.1,13.0
Jonathan Taylor,IND,11.9,42.8,0.3,1.6,13.8,0.1,0.1,10.3
Devin Singletary,BUF,10.2,45.0,0.1,1.8,13.0,0.1,0.1,10.6
Antonio Gibson,WAS,9.5,37.6,0.2,3.0,20.3,0.1,0.1,11.3
Mark Ingram II,BAL,9.9,48.5,0.4,1.4,10.7,0.1,0.1,11.0
Raheem Mostert,SF,11.1,52.4,0.4,1.1,8.6,0.1,0.2,10.4
