player,team,rec,rec_yds,rec_td,rush_att,rush_yds,rush_td,fumbles_lost,fp_projection
Davante Adams,GB,133.0,1568.0,15.0,0.0,0.0,0.0,0.0,371.1
Tyreek Hill,KC,115.8,1599.5,13.8,15.0,96.5,1.0,0.0,353.5
Stefon Diggs,BUF,129.6,1727.3,11.3,4.7,27.0,0.2,0.0,355.8
DeAndre Hopkins,ARI,134.0,1577.3,9.3,2.0,10.0,0.0,0.0,330.9
Calvin Ridley,ATL,107.5,1600.7,10.0,6.1,31.3,0.2,0.0,322.3
Justin Jefferson,MIN,101.0,1555.0,9.1,1.0,3.8,0.0,0.0,301.5
A.J. Brown,TEN,98.5,1419.2,11.0,2.0,30.0,0.0,0.0,292.3
D.K. Metcalf,SEA,94.5,1382.1,10.0,1.0,5.0,0.0,0.0,282.1
Keenan Allen,LAC,119.0,1316.0,9.0,8.0,42.6,0.4,0.0,292.8
Allen Robinson II,CHI,103.1,1295.1,8.3,1.0,1.0,0.0,0.0,277.6
Robert Woods,LAR,108.0,1154.0,7.3,22.0,146.0,1.2,0.1,267.6
Amari Cooper,DAL,96.9,1350.1,8.0,4.3,24.1,0.1,0.0,268.5
Tyler Lockett,SEA,98.5,1091.0,9.0,2.1,11.7,0.1,0.0,255.0
Cooper Kupp,LAR,106.0,1150.0,8.0,4.7,25.4,0.2,0.0,259.6
Terry McLaurin,WAS,99.9,1305.1,7.1,4.3,22.6,0.2,0.0,264.1
CeeDee Lamb,DAL,92.1,1250.7,7.0,12.9,93.0,1.0,0.0,249.6
Diontae Johnson,PIT,113.8,1263.7,7.8,6.0,33.0,0.2,0.0,275.9
Julio Jones,TEN,91.1,1345.7,8.3,2.0,0.0,0.0,0.0,264.8
Adam Thielen,MIN,87.8,1114.2,11.0,5.0,28.4,1.0,0.0,245.9
Mike Evans,TB,85.1,1255.6,10.0,0.0,0.0,0.0,0.0,253.9
D.J. Moore,CAR,90.7,1279.0,7.0,5.0,34.0,0.2,0.0,245.6
Chris Godwin,TB,94.2,1152.8,8.0,1.0,8.0,0.0,0.0,240.8
Brandin Cooks,HOU,96.6,1452.0,9.1,3.0,27.0,0.0,0.0,279.8
Tee Higgins,CIN,89.8,1140.0,7.0,5.0,27.0,0.1,0.0,239.5
JuJu Smith-Schuster,PIT,102.0,1051.6,7.0,0.0,0.0,0.0,0.0,235.0
Brandon Aiyuk,SF,80.0,1041.0,7.2,28.0,158.0,1.0,0.0,241.0
Odell Beckham Jr.,CLE,82.6,1115.8,8.1,17.0,165.0,1.0,0.0,230.6
Kenny Golladay,NYG,81.1,1138.9,8.0,0.0,0.0,0.0,0.0,229.8
Deebo Samuel,SF,92.7,1107.7,6.1,20.0,199.0,2.0,0.1,231.4
Robby Anderson,CAR,84.5,1028.0,6.3,3.7,20.1,0.2,0.0,214.3
Marvin Jones Jr.,JAC,86.5,1262.1,8.5,1.0,0.0,0.0,0.0,249.8
Chase Claypool,PIT,83.4,1020.9,8.0,24.0,130.0,2.0,0.0,226.2
Courtland Sutton,DEN,76.6,1097.0,8.0,4.0,22.0,0.1,0.0,229.4
Tyler Boyd,CIN,89.0,1003.0,6.0,4.0,36.0,0.1,0.0,221.4
Jarvis Landry,CLE,89.6,1059.5,7.4,4.5,27.8,1.0,0.0,228.7
Jerry Jeudy,DEN,75.7,1068.0,6.0,0.0,0.0,0.0,0.0,210.8
Ja'Marr Chase,CIN,83.2,1202.0,6.2,3.9,23.6,0.1,0.0,226.8
Michael Gallup,DAL,70.7,1057.3,6.5,0.0,0.0,0.0,0.0,210.5
Curtis Samuel,WAS,90.6,1087.8,6.0,53.0,264.0,2.0,0.1,235.5
D.J. Chark Jr.,JAC,84.0,1096.0,8.0,1.0,13.0,0.0,0.0,228.2
Marquise Brown,BAL,74.9,1002.2,8.0,2.4,13.2,0.1,0.0,217.4
Will Fuller V,MIA,79.0,1082.8,8.3,0.0,0.0,0.0,0.0,226.4
Michael Thomas,NO,88.0,1020.0,5.2,1.0,0.0,0.0,0.0,205.5
Laviska Shenault Jr.,JAC,79.5,892.0,5.0,31.0,192.0,1.0,0.1,197.8
DeVante Parker,MIA,72.6,972.5,7.0,0.0,0.0,0.0,0.0,195.4
Mike Williams,LAC,59.9,1062.0,6.0,1.0,2.0,0.0,0.0,193.5
Antonio Brown,TB,79.4,960.3,7.2,6.0,33.0,0.1,0.0,208.6
DeVonta Smith,PHI,70.5,945.2,5.2,2.1,12.9,0.1,0.0,187.6
Corey Davis,NYJ,73.6,1013.5,4.8,0.0,0.0,0.0,0.0,192.0
Russell Gage,ATL,91.3,1036.6,6.7,3.0,12.6,0.1,0.0,217.6
Michael Pittman Jr.,IND,66.2,930.0,5.0,5.0,41.0,0.2,0.0,183.8
Cole Beasley,BUF,83.2,972.2,5.4,0.0,0.0,0.0,0.0,197.3
Darnell Mooney,CHI,76.0,871.5,5.2,4.1,22.1,0.1,0.0,184.3
Sterling Shepard,NYG,87.5,1062.7,6.1,9.0,77.0,1.0,0.0,215.9
Jakobi Meyers,NE,78.6,1062.6,5.8,2.1,11.2,0.1,0.0,203.5
Mecole Hardman,KC,61.3,800.9,7.0,7.0,49.4,0.3,0.0,172.5
Nelson Agholor,NE,63.3,1038.6,6.9,1.0,5.0,0.0,0.0,200.4
Tyrell Williams,DET,60.0,917.0,5.0,0.0,0.0,0.0,0.0,175.8
Jaylen Waddle,MIA,66.5,901.0,5.1,4.1,24.6,0.2,0.0,177.0
Henry Ruggs III,LV,56.0,823.5,5.0,13.1,73.6,0.3,0.1,168.1
Emmanuel Sanders,BUF,78.0,949.0,6.0,4.3,23.0,0.2,0.0,186.3
T.Y. Hilton,IND,71.0,884.0,7.0,0.0,0.0,0.0,0.0,182.8
Elijah Moore,NYJ,64.0,780.4,4.5,2.1,12.7,0.1,0.0,160.5
