player,team,rec,rec_yds,rec_td,rush_att,rush_yds,rush_td,fumbles_lost,fp_projection
Joshua Palmer,LAC,69.1,870.0,6.0,1.0,7.0,0.0,0.6,229.6
Jakobi Meyers,LV,73.0,778.1,7.0,4.2,25.3,1.0,0.0,217.1
Curtis Samuel,BUF,65.0,724.0,5.0,17.0,89.0,2.0,0.0,235.2
Jameson Williams,DET,57.0,809.0,6.0,7.0,70.0,2.0,0.0,223.2
Adam Thielen,CAR,73.9,706.3,5.0,1.0,7.0,0.0,0.0,227.9
Khalil Shakir,BUF,61.0,839.0,5.0,1.0,8.0,0.0,0.0,223.4
Mike Williams,NYJ,59.0,793.0,5.8,4.8,27.0,0.2,0.0,212.9
Brandin Cooks,DAL,60.0,724.0,7.0,5.0,33.0,0.2,0.0,207.1
Keon Coleman,BUF,66.0,890.0,6.0,3.0,14.0,0.0,0.4,214.2
Romeo Doubs,GB,62.0,777.0,8.0,0.0,5.0,0.0,0.0,224.1
DeMario Douglas,NE,64.0,779.0,4.0,11.7,69.7,0.3,0.8,218.9
Gabe Davis,JAC,57.0,798.3,6.4,1.0,5.0,0.0,0.6,213.9
Rashid Shaheed,NO,54.9,798.0,6.0,7.0,52.0,0.2,0.7,205.5
Darnell Mooney,ATL,55.7,810.2,5.6,4.3,25.2,0.3,0.0,193.9
Ja'Lynn Polk,NE,61.0,741.0,4.0,2.0,14.0,0.0,0.0,200.7
Josh Downs,IND,60.0,671.3,4.0,0.0,21.0,0.0,0.0,207.0
Wan'Dale Robinson,NYG,62.4,593.0,4.0,8.7,77.0,1.0,0.0,203.5
Adonai Mitchell,IND,50.0,730.0,4.0,2.0,11.0,0.0,0.0,188.3
Michael Wilson,ARI,55.4,702.0,5.0,0.0,5.0,0.0,0.0,185.7
Dontayvion Wicks,GB,51.1,682.0,6.0,1.0,14.0,0.0,0.0,183.1
Demarcus Robinson,LAR,57.7,697.6,5.0,1.0,20.0,0.0,0.0,182.7
Rashod Bateman,BAL,47.0,624.0,4.0,1.0,13.0,0.0,0.0,175.3
Xavier Legette,CAR,50.0,642.0,4.0,6.3,38.9,0.3,0.0,186.2
Kendrick Bourne,NE,53.0,629.0,6.0,5.0,38.0,0.1,0.0,154.0
DJ Chark Jr.,LAC,41.7,618.2,8.0,0.0,7.0,0.0,0.0,147.5
Tim Patrick,DEN,47.0,653.0,7.0,0.0,9.0,0.0,0.0,144.4
Darius Slayton,NYG,44.3,690.0,5.0,0.0,5.0,0.0,0.0,151.2
Jalen McMillan,TB,55.0,583.0,4.0,2.0,22.0,0.0,0.0,181.6
Tyler Boyd,TEN,57.8,576.2,3.0,2.0,11.6,0.1,0.0,157.0
Odell Beckham Jr.,MIA,46.0,673.0,4.0,0.0,7.0,0.0,0.0,132.4
Quentin Johnston,LAC,49.0,614.0,4.0,3.0,13.4,0.1,0.0,174.2
Ricky Pearsall,SF,51.0,614.0,5.0,4.7,29.0,0.3,0.0,181.2
Jermaine Burton,CIN,47.0,652.0,4.0,2.0,10.0,0.0,0.0,162.6
Jalin Hyatt,NYG,48.6,626.2,2.8,0.0,3.0,0.0,0.0,118.0
Marvin Mims Jr.,DEN,45.9,559.7,3.0,9.0,44.3,0.3,0.0,148.5
Luke McCaffrey,WAS,53.0,582.0,3.0,4.1,28.0,0.2,0.0,171.3
Roman Wilson,PIT,50.0,672.0,4.0,2.0,29.0,0.0,0.0,180.7
Jahan Dotson,PHI,49.8,591.0,4.0,0.0,8.0,0.0,0.0,139.1
Jalen Tolbert,DAL,43.3,574.7,3.5,0.0,7.0,0.0,0.0,142.1
Tre Tucker,LV,44.3,571.3,3.0,12.0,77.3,0.5,0.0,131.6
Elijah Moore,CLE,54.0,618.0,3.0,9.0,22.0,0.2,0.0,136.0
Malachi Corley,NYJ,50.0,527.0,4.0,8.8,54.0,0.5,0.0,165.8
Troy Franklin,DEN,56.0,737.0,4.0,2.0,10.0,0.0,0.0,127.0
Greg Dortch,ARI,55.0,540.0,4.0,4.1,25.7,0.2,0.0,167.5
Josh Reynolds,DEN,41.0,580.0,5.0,0.0,5.0,0.0,0.0,113.7
Andrei Iosivas,CIN,35.4,437.0,3.4,0.0,10.0,0.0,0.0,131.4
Ray-Ray McCloud III,ATL,36.0,393.0,3.0,9.5,55.2,0.5,0.0,132.5
Jonathan Mingo,CAR,46.0,502.0,3.0,0.0,12.0,0.0,0.0,137.2
Dyami Brown,WAS,40.6,526.8,4.0,0.0,6.0,0.0,0.0,93.0
Zay Jones,ARI,40.2,466.5,3.0,0.0,7.0,0.0,0.4,130.0
Treylon Burks,TEN,40.0,519.0,3.0,3.6,34.0,0.2,0.2,138.2
Cedrick Wilson Jr.,NO,34.0,434.0,5.0,1.0,6.0,0.0,0.0,90.6
Trey Palmer,TB,34.6,439.4,2.6,4.6,26.2,0.2,0.0,89.8
Parker Washington,JAC,36.0,386.0,3.0,0.0,12.0,0.0,0.0,120.8
Van Jefferson,PIT,27.6,402.6,2.0,0.0,12.0,0.0,0.0,92.0
Alec Pierce,IND,29.0,487.0,3.0,0.0,5.0,0.0,0.0,98.3
Cedric Tillman,CLE,28.6,374.0,2.2,0.0,5.0,0.0,0.0,88.6
Calvin Austin III,PIT,30.0,321.0,2.0,9.0,55.0,0.4,0.0,104.5
Devontez Walker,BAL,32.0,394.0,3.0,0.0,7.0,0.0,0.0,113.9
Nelson Agholor,BAL,25.7,325.3,2.3,0.0,6.0,0.0,0.0,80.7
KaVontae Turpin,DAL,26.0,291.0,6.0,13.0,126.0,1.0,0.0,84.7
Kalif Raymond,DET,32.5,359.4,2.0,4.5,44.0,0.2,0.0,96.5
A.T. Perry,NO,40.0,650.0,6.0,1.0,4.0,0.0,0.0,112.0
Olamide Zaccheaus,WAS,36.0,441.0,3.0,0.0,15.0,0.0,0.0,122.9
Jalen Nailor,MIN,34.0,471.0,2.0,0.0,1.0,0.0,0.0,101.9
Jauan Jennings,SF,37.0,452.0,3.0,0.0,10.0,0.0,0.0,122.7
Xavier Gipson,NYJ,28.0,302.0,2.1,4.8,42.0,0.3,0.0,99.5
Javon Baker,NE,40.0,485.0,3.0,0.0,22.0,0.0,0.0,129.0
Tutu Atwell,LAR,19.7,265.0,1.4,2.3,17.0,0.2,0.0,69.3
Allen Lazard,NYJ,32.5,402.7,2.7,0.0,2.0,0.0,0.0,74.9
K.J. Osborn,NE,33.0,427.0,3.0,0.0,6.0,0.0,0.0,112.4
Brandon Johnson,DEN,27.0,378.0,6.0,0.0,7.0,0.0,0.0,80.4
KhaDarel Hodge,ATL,21.3,279.5,1.8,0.0,0.0,0.0,0.2,55.5
Trenton Irwin,CIN,36.0,485.0,3.0,0.0,4.0,0.0,0.0,74.1
Noah Brown,HOU,18.0,249.0,2.0,0.0,3.0,0.0,0.0,70.6
Lil'Jordan Humphrey,DEN,21.0,277.0,5.0,0.0,0.0,0.0,0.0,61.0
Jake Bobo,SEA,20.0,246.0,2.0,8.4,51.3,0.5,0.0,72.0
Quez Watkins,PIT,14.0,196.0,1.0,0.0,5.0,0.0,0.0,54.1
Mack Hollins,BUF,21.6,281.8,1.9,0.0,0.0,0.0,0.0,53.1
Bub Means,NO,14.5,175.1,1.1,0.0,0.0,0.0,0.0,45.7
Brandon Powell,MIN,18.6,190.0,1.0,3.8,23.0,0.1,0.0,50.8
Tyquan Thornton,NE,15.5,198.8,1.0,1.9,11.8,0.1,0.0,40.3
Kadarius Toney,KC,14.0,172.0,1.0,9.0,51.4,0.4,0.0,53.1
Justin Watson,KC,14.9,215.8,1.7,0.0,0.0,0.0,0.0,43.0
Cornelius Johnson,LAC,11.0,166.0,1.0,0.0,0.0,0.0,0.0,44.6
Malik Washington,MIA,13.0,166.0,1.0,2.1,14.0,0.1,0.0,48.7
Ryan Flournoy,DAL,13.0,156.4,1.2,0.0,0.0,0.0,0.0,41.6
Jamison Crowder,WAS,14.8,151.3,1.0,0.0,0.0,0.0,0.0,44.0
Jamari Thrash,CLE,11.0,141.0,1.0,0.0,6.0,0.0,0.0,42.7
Johnny Wilson,PHI,14.0,167.0,1.0,0.0,5.0,0.0,0.0,49.1
Mason Tipton,NO,12.0,131.0,1.0,0.0,0.0,0.0,0.0,43.1
Jacob Cowing,SF,11.0,134.0,1.0,0.0,6.0,0.0,0.0,42.0
Tahj Washington,MIA,11.0,131.0,1.0,0.0,0.0,0.0,0.0,41.1
Marquez Valdes-Scantling,BUF,15.0,226.0,2.0,0.0,3.0,0.0,0.0,58.9
Casey Washington,ATL,11.2,128.9,1.0,0.0,0.0,0.0,0.0,39.3
Tejhaun Palmer,ARI,11.0,122.0,1.0,0.0,0.0,0.0,0.0,40.2
Marcus Rosemy-Jacksaint,WAS,10.0,126.0,1.0,0.0,6.0,0.0,0.0,39.2
Jordan Whittington,LAR,11.0,131.2,1.0,0.0,0.0,0.0,0.0,40.6
Nikko Remigio,KC,10.0,130.0,1.0,0.0,0.0,0.0,0.0,39.0
Parris Campbell,PHI,17.1,168.9,1.0,0.0,5.0,0.0,0.0,47.8
Devaughn Vele,DEN,10.0,123.0,1.0,0.0,0.0,0.0,0.0,38.3
Russell Gage,BAL,10.0,114.0,1.0,0.0,3.0,0.0,0.0,37.7
Tyler Scott,CHI,22.0,249.0,2.0,4.2,29.0,0.2,0.0,71.3
Jalen Brooks,DAL,20.0,147.0,1.0,0.0,0.0,0.0,0.0,51.6
Donovan Peoples-Jones,DET,13.0,181.0,1.0,0.0,4.0,0.0,0.0,46.3
Trent Sherfield Sr.,MIN,13.0,167.0,1.0,0.0,4.0,0.0,0.0,45.4
Ainias Smith,PHI,11.0,141.0,1.0,0.0,6.0,0.0,0.0,40.4
Brenden Rice,LAC,11.0,138.0,1.0,0.0,4.0,0.0,0.0,40.1
Skyy Moore,KC,12.0,129.0,1.0,0.0,9.0,0.0,0.0,40.5
Isaiah Hodgins,NYG,14.0,183.0,1.0,0.0,4.0,0.0,0.0,47.4
D.J. Montgomery,IND,16.0,192.0,1.0,0.0,6.0,0.0,0.0,50.6
Danny Gray,SF,7.0,94.0,1.0,0.0,4.0,0.0,0.0,29.8
Derius Davis,LAC,12.0,151.0,1.0,13.4,85.8,0.3,0.0,49.1
Nick Westbrook-Ikhine,TEN,13.0,180.0,1.0,0.0,4.0,0.0,0.0,45.5
Mecole Hardman Jr.,KC,11.0,144.0,1.0,0.0,26.0,0.0,0.0,41.6
Allen Robinson II,NYG,11.0,113.0,1.0,0.0,4.0,0.0,0.0,37.7
Xavier Hutchinson,HOU,14.0,175.0,1.0,0.0,19.0,0.0,0.0,47.3
Chris Moore,ARI,11.0,138.0,1.0,0.0,10.0,0.0,0.0,39.6
Rakim Jarrett,TB,14.0,175.0,1.0,0.0,10.0,0.0,0.0,46.3
Robbie Chosen,SF,9.0,111.0,1.0,0.0,4.0,0.0,0.0,34.1
Isaiah McKenzie,NYG,12.4,107.0,1.0,3.8,20.3,0.2,0.0,37.7
David Moore,CAR,10.5,135.0,1.0,0.0,5.0,0.0,0.0,36.5
Robert Woods,HOU,13.0,133.0,1.0,0.0,4.0,0.0,0.0,41.0
David Bell,CLE,13.0,138.0,1.0,0.0,4.0,0.0,0.0,41.6
Devin Duvernay,JAC,11.7,111.2,0.7,4.5,25.7,0.2,0.0,28.6
Anthony Gould,IND,9.0,109.0,1.0,0.0,0.0,0.0,0.0,33.5
Ihmir Smith-Marsette,CAR,21.0,144.0,1.0,4.2,28.2,0.3,0.0,52.6
Charlie Jones,CIN,13.0,167.0,1.0,0.0,5.0,0.0,0.0,43.6
Braxton Berrios,MIA,15.0,149.0,1.0,0.0,8.0,0.0,0.0,50.9
Chris Blair,ATL,7.2,82.2,0.6,0.0,0.0,0.0,0.1,19.1
John Metchie III,HOU,14.0,162.0,1.0,0.0,8.0,0.0,0.0,43.9
Nsimba Webster,CHI,6.9,80.7,0.6,0.0,0.0,0.0,0.0,18.0
Justyn Ross,KC,8.0,103.0,1.0,0.0,0.0,0.0,0.0,30.4
Jason Brownlee,NYJ,11.0,138.0,1.0,0.0,3.0,0.0,0.0,37.4
Jalen Guyton,LV,9.0,119.0,1.0,0.0,4.0,0.0,0.0,33.3
Ronnie Bell,SF,11.0,134.0,1.0,0.0,4.0,0.0,0.0,37.1
Kayshon Boutte,NE,11.0,138.0,1.0,0.0,5.0,0.0,0.0,37.6
Zach Pascal,ARI,9.0,119.0,1.0,0.0,4.0,0.0,0.0,33.2
Sterling Shepard,TB,8.8,92.8,0.6,0.0,0.0,0.0,0.1,20.0
Deonte Harty,BAL,8.0,95.0,1.0,0.0,15.0,0.0,0.0,30.9
Ashton Dulin,IND,9.0,102.0,1.0,0.0,4.0,0.0,0.0,31.7
KJ Hamler,BUF,9.0,125.0,1.0,0.0,5.0,0.0,0.0,33.4
Laviska Shenault Jr.,SEA,7.7,77.1,0.4,4.2,52.0,0.2,0.0,23.9
Jalen Reagor,NE,8.0,106.0,1.0,0.0,4.0,0.0,0.0,30.5
Kyle Philips,TEN,9.2,116.0,0.6,0.0,1.0,0.0,0.0,21.6
Bo Melton,GB,9.9,115.5,0.8,2.1,12.7,0.1,0.1,23.8
Damiere Byrd,BUF,7.4,100.7,0.6,0.0,4.0,0.0,0.0,19.4
Michael Woods II,CLE,9.0,119.0,1.0,0.0,4.0,0.0,0.0,32.6
Ben Skowronek,HOU,9.0,111.0,1.0,0.0,4.0,0.0,0.0,31.9
Malik Heath,GB,9.0,108.0,1.0,0.0,3.0,0.0,0.0,31.5
Chris Conley,SF,9.0,111.0,1.0,0.0,4.0,0.0,0.0,31.8
Dee Eskridge,SEA,6.7,73.6,0.5,4.3,24.9,0.2,0.0,19.2
Tim Jones,JAC,8.0,95.0,1.0,0.0,4.0,0.0,0.0,28.8
Scotty Miller,PIT,6.1,75.5,0.5,0.0,4.0,0.0,0.0,17.4
Equanimeous St. Brown,NO,7.0,91.0,1.0,0.0,4.0,0.0,0.0,26.8
River Cracraft,MIA,10.0,61.0,0.2,0.0,0.0,0.0,0.0,23.0
Tre'Quan Smith,DET,11.0,74.0,0.2,0.0,0.0,0.0,0.0,24.8
Terrace Marshall Jr.,CAR,5.0,64.0,0.2,0.0,4.0,0.0,0.0,16.7
Josh Ali,ATL,3.6,44.0,0.3,0.0,0.0,0.0,0.0,9.9
Tylan Wallace,BAL,5.0,64.0,0.2,0.0,4.0,0.0,0.0,15.8
Andre Baccellia,ARI,3.8,41.7,0.3,0.0,0.0,0.0,0.0,9.4
Racey McMath,DAL,3.4,42.4,0.3,0.0,0.0,0.0,0.0,9.7
Tyler Johnson,LAR,3.4,40.3,0.3,0.0,0.0,0.0,0.0,9.2
Dareke Young,SEA,3.4,39.8,0.3,0.0,0.0,0.0,0.0,8.9
Easop Winston Jr.,SEA,3.4,39.5,0.3,0.0,0.0,0.0,0.0,8.9
Denzel Mims,JAC,3.4,39.9,0.2,0.0,0.0,0.0,0.0,8.7
DJ Turner,LV,5.1,57.2,0.2,0.0,0.0,0.0,0.1,10.3
Jaelon Darden,CLE,3.2,37.2,0.2,0.0,0.0,0.0,0.0,8.3
Jha'Quan Jackson,TEN,4.0,41.0,0.0,0.0,0.0,0.0,0.0,12.1
Britain Covey,PHI,4.0,41.0,0.2,0.0,0.0,0.0,0.0,11.7
James Proche II,CLE,3.2,37.0,0.2,0.0,0.0,0.0,0.0,8.2
Miles Boykin,NYG,3.3,36.2,0.2,0.0,0.0,0.0,0.0,8.0
Phillip Dorsett II,DEN,2.9,31.8,0.2,0.0,0.0,0.0,0.0,7.2
Trishton Jackson,MIN,2.5,27.7,0.2,0.0,0.0,0.0,0.0,6.2
N'Keal Harry,MIN,2.0,22.3,0.2,0.0,0.0,0.0,0.0,5.1
Byron Pringle,WAS,3.0,35.0,0.2,0.0,2.0,0.0,0.0,9.1
Velus Jones Jr.,CHI,2.0,30.0,0.2,0.0,6.0,0.0,0.0,7.5
Andy Isabella,BUF,1.8,23.0,0.2,0.0,0.0,0.0,0.0,5.1
Tom Kennedy,DET,1.7,22.2,0.2,0.0,0.0,0.0,0.0,4.8
Daurice Fountain,DET,1.7,22.0,0.2,0.0,0.0,0.0,0.0,4.8
Maurice Alexander,DET,1.7,22.0,0.2,0.0,0.0,0.0,0.0,4.8
Montrell Washington,KC,1.8,21.2,0.2,0.0,0.0,0.0,0.0,4.8
Braylon Sanders,MIA,1.8,20.2,0.2,0.0,0.0,0.0,0.0,4.6
Samori Toure,GB,1.7,21.2,0.2,0.0,0.0,0.0,0.0,4.7
Erik Ezukanma,MIA,1.8,20.2,0.2,0.0,0.0,0.0,0.0,4.6
Elijah Cooks,JAC,1.8,19.7,0.2,0.0,0.0,0.0,0.0,4.5
Seth Williams,JAC,1.8,19.9,0.2,0.0,0.0,0.0,0.0,4.5
Collin Johnson,CHI,1.7,20.5,0.2,0.0,0.0,0.0,0.0,4.6
Simi Fehoko,LAC,1.7,20.3,0.2,0.0,0.0,0.0,0.0,4.5
Anthony Schwartz,MIA,1.7,20.0,0.2,0.0,0.0,0.0,0.0,4.5
Martavis Bryant,WAS,1.7,20.1,0.2,0.0,0.0,0.0,0.0,4.4
DeAndre Carter,CHI,2.0,21.0,0.0,0.0,6.0,0.0,0.0,6.7
Stanley Morgan Jr.,NO,1.7,19.7,0.2,0.0,0.0,0.0,0.0,4.4
Cody White,SEA,1.7,19.5,0.2,0.0,0.0,0.0,0.0,4.4
Dax Milne,LV,1.7,19.9,0.2,0.0,0.0,0.0,0.0,4.3
Cephus Johnson III,TB,1.7,19.6,0.2,0.0,0.0,0.0,0.0,4.4
Malik Taylor,NYJ,1.7,19.2,0.2,0.0,0.0,0.0,0.0,4.4
Irvin Charles,NYJ,1.7,19.2,0.2,0.0,0.0,0.0,0.0,4.4
Lance McCutcheon,NYJ,1.7,19.0,0.2,0.0,0.0,0.0,0.0,4.3
Mason Kinsey,TEN,1.5,19.3,0.2,0.0,0.0,0.0,0.0,4.1
Colton Dowell,TEN,1.5,19.3,0.2,0.0,0.0,0.0,0.0,4.1
Jacob Harris,PHI,1.6,18.4,0.2,0.0,0.0,0.0,0.0,4.2
Tyrie Cleveland,IND,1.5,18.4,0.2,0.0,0.0,0.0,0.0,4.1
Juwann Winfree,IND,1.5,18.0,0.2,0.0,0.0,0.0,0.0,4.1
Kristian Wilkerson,LV,1.5,17.5,0.2,0.0,0.0,0.0,0.0,4.0
Mike Strachan,CAR,1.5,19.7,0.1,0.0,0.0,0.0,0.0,4.1
Jalen Virgil,DEN,1.5,17.4,0.2,0.0,0.0,0.0,0.0,3.8
Dez Fitzpatrick,PIT,1.5,16.6,0.2,0.0,0.0,0.0,0.0,3.9
Gunner Olszewski,NYG,1.7,17.8,0.1,0.0,0.0,0.0,0.0,3.9
David Sills,DEN,1.5,16.5,0.1,0.0,0.0,0.0,0.0,3.8
Kawaan Baker,NE,1.5,19.5,0.1,0.0,0.0,0.0,0.0,4.0
Quintez Cephus,HOU,0.5,1.5,0.1,0.0,0.0,0.0,0.0,1.2
