player,team,rec,rec_yds,rec_td,rush_att,rush_yds,rush_td,fumbles_lost,fp_projection
Cooper Kupp,LAR,109.0,1348.8,9.8,3.8,19.0,0.0,1.0,317.7
Justin Jefferson,MIN,92.0,1370.2,8.2,0.0,0.0,0.0,1.0,292.9
Ja'Marr Chase,CIN,83.0,1255.8,9.0,4.4,27.9,0.0,1.0,282.6
Davante Adams,LV,90.0,1157.0,7.0,0.0,0.0,0.0,1.0,263.7
Stefon Diggs,BUF,89.2,1148.8,7.0,0.0,0.0,0.0,1.0,260.0
Deebo Samuel,SF,59.0,855.0,5.0,50.8,309.9,4.2,1.1,250.4
CeeDee Lamb,DAL,66.6,957.1,4.7,0.0,0.0,0.0,1.0,224.3
Tyreek Hill,MIA,82.0,1091.2,7.0,4.5,29.4,0.0,1.0,250.2
Mike Evans,TB,73.5,1015.2,8.0,0.0,0.0,0.0,1.0,231.2
Tee Higgins,CIN,78.0,1087.0,7.0,0.0,0.0,0.0,1.0,236.0
Keenan Allen,LAC,89.1,1009.4,6.0,0.0,0.0,0.0,1.0,240.6
Michael Pittman Jr.,IND,84.0,1049.8,5.5,0.0,0.0,0.0,1.0,232.3
Brandin Cooks,HOU,85.1,1030.3,4.0,0.0,0.0,0.0,1.0,222.2
A.J. Brown,PHI,69.0,1054.0,6.0,0.0,0.0,0.0,1.0,221.6
DJ Moore,CAR,77.8,921.9,5.0,0.0,0.0,0.0,1.0,214.9
Diontae Johnson,PIT,86.4,971.0,4.1,3.9,26.4,0.0,2.0,227.0
Mike Williams,LAC,63.2,955.2,7.0,0.0,0.0,0.0,1.0,221.5
Jaylen Waddle,MIA,71.0,907.0,5.0,0.0,0.0,0.0,1.0,210.2
Amon-Ra St. Brown,DET,80.2,850.0,5.0,1.1,7.0,0.0,1.0,215.1
DK Metcalf,SEA,70.0,902.0,5.1,0.0,0.0,0.0,1.0,215.9
Michael Thomas,NO,76.1,820.0,5.0,0.0,-4.0,0.0,1.0,197.2
Terry McLaurin,WAS,62.5,915.5,5.0,0.0,0.0,0.0,1.0,200.9
Chris Godwin,TB,71.0,849.0,4.9,0.0,0.0,0.0,2.0,198.7
Darnell Mooney,CHI,72.9,945.0,4.0,0.0,0.0,0.0,1.0,210.4
Jerry Jeudy,DEN,63.3,864.6,4.3,0.0,0.0,0.0,1.0,188.3
Courtland Sutton,DEN,51.7,743.6,4.5,0.0,0.0,0.0,1.0,172.4
Gabriel Davis,BUF,46.0,829.0,6.7,0.0,0.0,0.0,0.4,194.3
Hunter Renfrow,LV,76.0,805.3,5.0,0.0,0.0,0.0,1.0,198.5
Tyler Lockett,SEA,66.0,874.0,3.7,0.0,0.0,0.0,1.0,191.6
JuJu Smith-Schuster,KC,70.4,690.4,3.8,0.0,0.0,0.0,1.0,182.3
Marquise Brown,ARI,48.4,648.9,2.9,0.0,0.0,0.0,1.0,158.2
Adam Thielen,MIN,69.0,774.9,6.8,0.0,0.0,0.0,1.0,193.7
Amari Cooper,CLE,66.0,856.0,5.0,0.0,0.0,0.0,1.0,193.1
Elijah Moore,NYJ,55.0,747.0,4.7,3.0,21.0,0.0,1.0,188.6
Allen Robinson II,LAR,58.6,735.1,3.1,0.0,0.0,0.0,1.0,167.5
Robert Woods,TEN,65.3,777.0,3.9,0.0,0.0,0.0,1.0,177.1
Rashod Bateman,BAL,62.4,725.1,4.1,0.0,0.0,0.0,1.0,170.8
Christian Kirk,JAC,61.0,825.9,4.0,0.0,0.0,0.0,1.0,182.7
Drake London,ATL,57.0,860.0,4.0,0.0,0.0,0.0,2.0,179.6
Chase Claypool,PIT,59.4,724.5,4.0,0.0,0.0,0.0,1.0,164.5
DeVonta Smith,PHI,53.0,744.0,4.0,0.0,0.0,0.0,1.0,161.2
Brandon Aiyuk,SF,58.0,749.4,5.0,0.0,0.0,0.0,1.0,169.3
Treylon Burks,TEN,54.0,773.0,4.0,0.0,0.0,0.0,2.0,160.9
Jakobi Meyers,NE,60.0,678.8,3.0,0.0,0.0,0.0,1.0,161.9
Allen Lazard,GB,52.5,673.2,4.6,0.0,0.0,0.0,1.0,156.3
Kadarius Toney,NYG,44.5,477.4,2.7,3.0,21.0,0.0,1.0,131.7
Russell Gage,TB,49.9,559.2,3.0,0.0,0.0,0.0,2.0,145.9
Mecole Hardman,KC,43.0,510.1,3.0,5.0,40.0,0.0,2.0,139.7
DeAndre Hopkins,ARI,46.7,654.3,4.5,0.0,0.0,0.0,1.0,151.3
Tyler Boyd,CIN,57.7,674.6,4.0,0.0,0.0,0.0,1.0,156.9
Kenny Golladay,NYG,47.5,593.4,2.8,0.0,0.0,0.0,1.0,132.0
DeVante Parker,NE,50.5,655.0,4.0,0.0,0.0,0.0,1.0,149.1
Jarvis Landry,NO,46.0,616.0,3.6,0.0,0.0,0.0,1.0,144.9
Robbie Anderson,CAR,52.5,571.7,3.4,2.9,15.0,0.0,1.0,137.2
Tim Patrick,DEN,52.3,682.6,5.9,0.0,0.0,0.0,0.3,155.1
Chris Olave,NO,45.0,669.0,4.0,0.0,0.0,0.0,1.0,148.7
Garrett Wilson,NYJ,44.0,637.0,3.6,0.0,0.0,0.0,2.0,145.0
Jalen Tolbert,DAL,45.0,576.0,4.0,0.0,0.0,0.0,2.0,135.3
Marvin Jones Jr.,JAC,43.1,542.3,3.0,0.0,0.0,0.0,1.0,129.5
Marquez Valdes-Scantling,KC,38.6,657.0,4.0,0.0,0.0,0.0,0.3,141.8
Michael Gallup,DAL,40.0,579.0,4.0,0.0,0.0,0.0,1.0,131.6
Skyy Moore,KC,45.0,577.0,4.0,0.0,0.0,0.0,2.0,135.0
George Pickens,PIT,46.0,595.0,3.0,0.0,0.0,0.0,2.0,131.3
DJ Chark Jr.,DET,32.0,486.0,3.0,0.0,0.0,0.0,0.3,113.3
Corey Davis,NYJ,40.0,555.0,2.9,0.0,0.0,0.0,1.0,123.9
