player,team,rec,rec_yds,rec_td,rush_att,rush_yds,rush_td,fumbles_lost,fp_projection
Michael Thomas,NO,7.5,88.1,0.5,0.0,0.3,0.0,0.0,19.3
Davante Adams,GB,6.5,79.6,0.5,0.0,0.0,0.0,0.0,17.7
Julio Jones,ATL,6.0,87.2,0.4,0.0,0.3,0.0,0.0,17.0
Tyreek Hill,KC,5.2,74.4,0.5,0.7,4.8,0.0,0.0,16.1
Chris Godwin,TB,5.2,75.8,0.4,0.1,0.6,0.0,0.0,15.4
Allen Robinson,CHI,5.7,70.4,0.4,0.1,0.7,0.0,0.0,15.0
D.J. Moore,CAR,5.4,73.6,0.3,0.5,4.2,0.0,0.1,14.8
DeAndre Hopkins,ARI,5.5,70.2,0.4,0.0,0.3,0.0,0.0,14.6
Mike Evans,TB,4.9,73.1,0.4,0.0,0.3,0.0,0.0,14.5
Kenny Golladay,DET,4.5,70.3,0.4,0.0,0.2,0.0,0.0,14.0
Robert Woods,LAR,5.3,65.4,0.3,0.6,4.8,0.0,0.0,14.0
Cooper Kupp,LAR,5.1,62.7,0.4,0.1,0.4,0.0,0.0,13.7
Tyler Lockett,SEA,4.5,65.6,0.4,0.4,2.0,0.0,0.0,13.7
Adam Thielen,MIN,4.8,65.6,0.4,0.2,1.7,0.0,0.0,13.7
Amari Cooper,DAL,4.8,66.9,0.4,0.0,0.4,0.0,0.0,13.6
Calvin Ridley,ATL,4.7,64.6,0.4,0.1,1.1,0.0,0.0,13.5
Keenan Allen,LAC,5.2,63.4,0.3,0.3,1.8,0.0,0.0,13.4
JuJu Smith-Schuster,PIT,4.8,61.5,0.4,0.0,0.1,0.0,0.0,13.1
DeVante Parker,MIA,4.5,65.0,0.3,0.0,0.2,0.0,0.0,12.9
Terry McLaurin,WAS,4.3,65.5,0.3,0.0,0.1,0.0,0.0,12.8
D.K. Metcalf,SEA,4.1,62.6,0.4,0.1,0.5,0.0,0.1,12.7
D.J. Chark,JAC,4.6,62.1,0.3,0.1,0.8,0.0,0.0,12.7
A.J. Brown,TEN,3.8,66.7,0.3,0.2,2.1,0.0,0.0,12.7
Courtland Sutton,DEN,4.5,64.7,0.3,0.1,0.9,0.0,0.0,12.6
Odell Beckham Jr.,CLE,4.6,61.8,0.3,0.1,0.4,0.0,0.0,12.3
A.J. Green,CIN,4.4,63.5,0.3,0.0,0.1,0.0,0.0,12.3
Michael Gallup,DAL,4.1,64.2,0.3,0.0,0.0,0.0,0.0,12.3
Stefon Diggs,BUF,4.2,58.5,0.3,0.4,2.5,0.0,0.0,12.2
T.Y. Hilton,IND,4.2,59.9,0.3,0.0,0.0,0.0,0.0,11.8
Diontae Johnson,PIT,4.6,54.3,0.3,0.2,1.3,0.0,0.1,11.8
Will Fuller,HOU,4.1,55.7,0.3,0.3,1.2,0.0,0.0,11.7
Jarvis Landry,CLE,4.6,57.3,0.2,0.1,0.4,0.0,0.0,11.6
Jamison Crowder,NYJ,4.7,54.1,0.2,0.1,0.4,0.0,0.0,11.6
Julian Edelman,NE,4.5,54.6,0.2,0.4,2.8,0.0,0.0,11.6
DeSean Jackson,PHI,3.9,57.2,0.3,0.3,1.8,0.0,0.0,11.6
Tyler Boyd,CIN,4.6,54.8,0.2,0.1,1.3,0.0,0.0,11.5
Marvin Jones,DET,3.9,55.1,0.3,0.0,0.3,0.0,0.0,11.4
Marquise Brown,BAL,3.9,50.9,0.3,0.0,0.0,0.0,0.0,10.9
Christian Kirk,ARI,4.2,47.7,0.2,0.2,1.8,0.0,0.0,10.4
Sterling Shepard,NYG,4.2,48.9,0.2,0.2,1.2,0.0,0.0,10.4
Anthony Miller,CHI,3.7,46.7,0.3,0.3,1.2,0.0,0.0,10.0
Brandin Cooks,HOU,3.5,50.2,0.2,0.4,2.5,0.0,0.0,10.0
John Brown,BUF,3.4,49.2,0.3,0.2,1.1,0.0,0.0,10.0
Preston Williams,MIA,3.8,49.5,0.2,0.1,0.5,0.0,0.0,9.9
Golden Tate,NYG,3.9,47.2,0.2,0.2,0.6,0.0,0.0,9.9
Sammy Watkins,KC,3.4,49.5,0.3,0.1,0.8,0.0,0.0,9.9
CeeDee Lamb,DAL,3.7,48.1,0.2,0.1,0.5,0.0,0.0,9.9
Henry Ruggs III,LV,3.5,45.3,0.2,0.2,1.5,0.0,0.0,9.5
Darius Slayton,NYG,3.3,48.2,0.2,0.0,0.0,0.0,0.0,9.4
Emmanuel Sanders,NO,3.7,46.3,0.2,0.0,0.4,0.0,0.0,9.4
Robby Anderson,CAR,3.2,47.2,0.2,0.1,0.5,0.0,0.0,9.2
Brandon Aiyuk,SF,3.4,44.3,0.2,0.1,1.0,0.0,0.0,9.1
N'Keal Harry,NE,3.3,42.9,0.2,0.2,2.2,0.0,0.0,9.0
Jerry Jeudy,DEN,3.4,44.4,0.2,0.1,0.5,0.0,0.0,9.0
Steven Sims,WAS,3.3,37.1,0.2,0.5,3.5,0.0,0.0,8.8
Hunter Renfrow,LV,3.4,40.9,0.2,0.0,0.1,0.0,0.0,8.7
Allen Lazard,GB,3.2,42.5,0.2,0.1,1.1,0.0,0.0,8.5
Curtis Samuel,CAR,3.0,36.0,0.2,0.7,6.6,0.1,0.0,8.5
Michael Pittman Jr.,IND,3.2,41.4,0.2,0.1,0.5,0.0,0.0,8.4
Justin Jefferson,MIN,3.0,41.4,0.2,0.1,0.9,0.0,0.0,8.3
Kendrick Bourne,SF,3.0,38.6,0.2,0.1,0.4,0.0,0.0,8.2
Randall Cobb,HOU,3.0,38.7,0.2,0.4,1.3,0.0,0.0,7.9
Breshad Perriman,NYJ,2.9,42.7,0.1,0.1,0.7,0.0,0.0,7.9
Larry Fitzgerald,ARI,3.4,37.5,0.1,0.0,0.0,0.0,0.0,7.9
Cole Beasley,BUF,3.1,37.2,0.2,0.0,0.0,0.0,0.0,7.8
Corey Davis,TEN,2.9,40.4,0.1,0.1,0.5,0.0,0.0,7.8
James Washington,PIT,2.7,39.6,0.2,0.0,0.0,0.0,0.0,7.7
Dede Westbrook,JAC,3.2,34.8,0.1,0.2,1.5,0.0,0.0,7.7
Parris Campbell,IND,3.1,36.0,0.1,0.2,1.9,0.0,0.0,7.7
Danny Amendola,DET,3.2,35.8,0.1,0.0,0.1,0.0,0.0,7.6
Bryan Edwards,LV,2.9,36.7,0.1,0.1,0.8,0.0,0.0,7.5
Chris Conley,JAC,2.6,35.3,0.1,0.0,0.0,0.0,0.0,7.0
Mecole Hardman,KC,2.1,35.7,0.2,0.5,1.8,0.0,0.0,6.9
Deebo Samuel,SF,2.3,33.3,0.0,0.6,7.0,0.1,0.0,6.9
Denzel Mims,NYJ,2.6,32.9,0.1,0.0,0.5,0.0,0.0,6.8
Russell Gage,ATL,2.7,28.9,0.1,0.3,2.3,0.0,0.0,6.5
Josh Reynolds,LAR,2.2,29.1,0.1,0.2,1.9,0.0,0.0,6.2
John Ross,CIN,2.1,28.6,0.2,0.1,1.4,0.0,0.0,6.1
Kenny Stills,HOU,2.1,29.4,0.1,0.0,0.0,0.0,0.0,5.9
Greg Ward,PHI,2.3,25.8,0.1,0.1,0.7,0.0,0.0,5.6
Jakeem Grant,MIA,2.2,24.2,0.1,0.3,2.8,0.0,0.0,5.5
Miles Boykin,BAL,2.0,25.9,0.1,0.0,0.2,0.0,0.0,5.3
Laviska Shenault Jr.,JAC,1.9,24.5,0.1,0.7,3.2,0.0,0.0,5.2
Dontrelle Inman,WAS,1.8,26.4,0.1,0.0,0.1,0.0,0.0,5.2
Adam Humphries,TEN,2.2,24.1,0.1,0.0,0.2,0.0,0.0,5.2
Phillip Dorsett,SEA,1.8,25.9,0.1,0.1,0.2,0.0,0.0,5.2
Tre'Quan Smith,NO,1.7,24.0,0.1,0.0,0.1,0.0,0.0,4.9
Zach Pascal,IND,1.7,22.6,0.1,0.0,0.6,0.0,0.0,4.5
Tee Higgins,CIN,1.8,22.2,0.1,0.0,0.3,0.0,0.0,4.4
Chase Claypool,PIT,1.7,21.3,0.1,0.0,0.3,0.0,0.0,4.4
Willie Snead,BAL,1.7,20.2,0.1,0.0,0.4,0.0,0.0,4.3
Antonio Gandy-Golden,WAS,1.7,22.3,0.1,0.0,0.2,0.0,0.0,4.3
J.J. Arcega-Whiteside,PHI,1.6,20.7,0.1,0.1,0.3,0.0,0.0,4.3
Van Jefferson,LAR,1.7,20.5,0.1,0.0,0.3,0.0,0.0,4.2
Marquez Valdes-Scantling,GB,1.4,21.3,0.1,0.1,0.3,0.0,0.0,3.9
David Moore,SEA,1.2,19.6,0.1,0.1,0.9,0.0,0.0,3.8
Demarcus Robinson,KC,1.3,17.8,0.1,0.0,0.0,0.0,0.0,3.7
Jakobi Meyers,NE,1.4,19.6,0.1,0.0,0.0,0.0,0.0,3.7
Damiere Byrd,NE,1.3,17.8,0.1,0.0,0.1,0.0,0.0,3.7
Andy Isabella,ARI,1.3,18.5,0.1,0.2,0.9,0.0,0.0,3.6
Tim Patrick,DEN,1.4,18.2,0.1,0.0,0.2,0.0,0.0,3.6
Devin Duvernay,BAL,1.4,17.6,0.1,0.0,0.3,0.0,0.0,3.5
Auden Tate,CIN,1.4,18.4,0.1,0.0,0.0,0.0,0.0,3.5
Equanimeous St. Brown,GB,1.3,17.0,0.1,0.0,0.2,0.0,0.0,3.5
Mike Williams,LAC,1.2,20.9,0.0,0.1,0.3,0.0,0.0,3.4
Jalen Guyton,LAC,1.3,16.8,0.1,0.0,0.2,0.0,0.0,3.4
Ted Ginn,CHI,1.2,16.0,0.1,0.3,1.6,0.0,0.0,3.4
Cordarrelle Patterson,CHI,0.9,9.4,0.0,2.0,9.6,0.1,0.0,3.3
Olabisi Johnson,MIN,1.4,15.1,0.1,0.1,0.4,0.0,0.0,3.2
Chris Hogan,NYJ,1.2,16.2,0.1,0.0,0.2,0.0,0.0,3.2
Nelson Agholor,LV,1.3,14.9,0.0,0.1,0.6,0.0,0.0,3.2
Joe Reed,LAC,1.2,14.9,0.1,0.0,0.2,0.0,0.0,3.1
Scott Miller,TB,1.1,13.7,0.1,0.1,0.7,0.0,0.0,3.0
Isaiah Ford,MIA,1.2,14.2,0.1,0.0,0.3,0.0,0.0,3.0
DaeSean Hamilton,DEN,1.2,12.6,0.0,0.0,0.0,0.0,0.0,2.7
Gunner Olszewski,NE,1.1,12.8,0.1,0.0,0.1,0.0,0.0,2.7
KJ Hamler,DEN,1.0,13.5,0.0,0.1,0.6,0.0,0.0,2.5
Keelan Cole,JAC,0.8,12.6,0.1,0.0,0.4,0.0,0.0,2.5
Dante Pettis,SF,0.9,12.3,0.1,0.0,0.2,0.0,0.0,2.4
Kalif Raymond,TEN,0.9,12.3,0.1,0.0,0.3,0.0,0.0,2.4
Rashard Higgins,CLE,0.9,11.7,0.0,0.0,0.1,0.0,0.0,2.3
Javon Wims,CHI,1.0,11.6,0.0,0.0,0.2,0.0,0.0,2.3
Keke Coutee,HOU,0.9,10.0,0.0,0.2,0.9,0.0,0.0,2.2
