player,team,rush_att,rush_yds,rush_td,rec,rec_yds,rec_td,fumbles_lost,fp_projection
J.K. Dobbins,BAL,10.5,36.1,0.2,1.7,11.4,0.1,0.1,8.0
Zack Moss,BUF,10.6,34.8,0.2,1.8,12.5,0.0,0.1,7.9
D'Andre Swift,DET,9.9,31.1,0.1,2.1,14.1,0.1,0.0,7.8
Tony Pollard,DAL,8.3,32.7,0.1,2.1,11.7,0.1,0.1,7.5
Jerick McKinnon,SF,7.4,25.7,0.1,2.4,15.7,0.1,0.0,7.5
Adrian Peterson,DET,9.3,39.7,0.2,1.4,8.6,0.0,0.1,7.4
Boston Scott,PHI,9.8,31.1,0.1,1.9,12.0,0.0,0.0,7.2
Darrel Williams,KC,7.9,20.9,0.1,3.0,11.3,0.0,0.0,7.1
Latavius Murray,NO,10.8,34.7,0.2,1.4,8.8,0.0,0.0,6.8
Tevin Coleman,SF,9.2,30.9,0.2,1.3,9.9,0.0,0.0,6.7
Nyheim Hines,IND,4.4,15.5,0.1,2.5,20.5,0.0,0.0,6.7
Malcolm Brown,LAR,4.6,34.9,0.3,0.8,5.3,0.0,0.0,6.7
Alexander Mattison,MIN,8.4,35.6,0.1,1.5,8.2,0.0,0.1,6.7
Joshua Kelley,LAC,9.5,28.6,0.2,1.6,10.0,0.0,0.0,6.4
Bryce Love,WAS,7.9,30.6,0.1,1.7,9.1,0.0,0.0,6.4
Jalen Richard,LV,4.3,18.1,0.1,2.1,17.4,0.1,0.1,6.3
Matt Breida,MIA,9.2,29.7,0.1,1.7,11.4,0.0,0.0,6.3
Jamaal Williams,GB,6.2,20.8,0.1,2.0,13.0,0.0,0.0,6.0
Devine Ozigbo,JAC,8.6,26.8,0.1,1.6,9.9,0.0,0.0,6.0
Rex Burkhead,NE,4.7,18.8,0.1,1.5,13.3,0.0,0.0,5.5
Giovani Bernard,CIN,5.1,16.5,0.1,1.7,13.3,0.0,0.0,5.2
Darrynton Evans,TEN,6.5,21.1,0.1,1.5,9.3,0.0,0.0,5.2
Benny Snell Jr.,PIT,6.4,29.8,0.1,0.8,5.0,0.0,0.1,5.0
Darrell Henderson,LAR,7.1,25.0,0.1,1.2,7.1,0.0,0.0,4.9
A.J. Dillon,GB,7.3,23.6,0.1,1.3,7.1,0.0,0.0,4.9
Carlos Hyde,SEA,8.4,27.0,0.1,1.1,4.9,0.0,0.1,4.8
Frank Gore,NYJ,8.9,26.3,0.1,1.0,6.2,0.0,0.0,4.7
Chase Edmonds,ARI,5.8,19.5,0.1,1.3,9.1,0.0,0.0,4.7
Justin Jackson,LAC,4.4,19.5,0.1,1.2,7.9,0.0,0.0,4.5
Ito Smith,ATL,4.0,14.1,0.1,1.4,8.8,0.0,0.0,4.4
LeSean McCoy,TB,4.5,15.5,0.1,1.3,7.6,0.0,0.0,4.2
James Robinson,JAC,5.7,18.9,0.1,1.1,6.6,0.0,0.0,4.2
Ryan Nall,CHI,5.4,20.6,0.1,0.9,4.3,0.0,0.0,4.1
Brian Hill,ATL,4.1,20.4,0.1,0.9,5.9,0.0,0.0,4.1
Royce Freeman,DEN,3.3,12.8,0.1,1.2,6.6,0.0,0.0,3.6
Peyton Barber,WAS,4.7,16.7,0.1,0.9,5.0,0.0,0.0,3.5
Anthony McFarland Jr.,PIT,4.5,12.9,0.0,1.2,6.3,0.0,0.0,3.4
Ryquell Armstead,JAC,2.8,7.2,0.0,2.2,5.2,0.0,0.0,3.4
Gus Edwards,BAL,3.7,20.5,0.1,0.5,2.0,0.0,0.0,3.4
Lynn Bowden Jr.,MIA,4.4,12.4,0.0,1.3,6.3,0.0,0.0,3.3
Jaylen Samuels,PIT,2.5,7.2,0.0,1.4,8.5,0.0,0.0,3.1
Ke'Shawn Vaughn,TB,3.3,11.3,0.0,1.1,4.9,0.0,0.0,2.8
Kyle Juszczyk,SF,1.2,2.7,0.0,1.2,9.1,0.1,0.0,2.7
Dion Lewis,NYG,3.0,8.9,0.0,1.0,5.5,0.0,0.0,2.6
Lamical Perine,NYJ,3.4,10.2,0.0,0.9,4.4,0.0,0.0,2.6
Patrick Laird,MIA,1.5,7.8,0.0,0.9,5.7,0.0,0.0,2.5
DeeJay Dallas,SEA,3.2,9.4,0.0,0.8,4.1,0.0,0.0,2.4
J.D. McKissic,WAS,2.6,6.3,0.0,0.9,5.3,0.0,0.0,2.2
Mike Boone,MIN,1.9,10.6,0.0,0.5,2.1,0.0,0.0,2.0
Darwin Thompson,KC,1.8,7.3,0.0,0.6,3.1,0.0,0.0,1.9
Justice Hill,BAL,1.6,5.7,0.0,0.8,2.4,0.0,0.0,1.7
Reggie Bonnafon,CAR,2.3,8.4,0.0,0.4,1.8,0.0,0.0,1.6
Travis Homer,SEA,1.2,4.4,0.0,0.6,3.8,0.0,0.0,1.6
Eno Benjamin,ARI,1.8,5.9,0.0,0.6,2.3,0.0,0.0,1.5
Wayne Gallman,NYG,1.2,5.3,0.0,0.6,2.1,0.0,0.0,1.5
Devontae Booker,LV,1.2,3.5,0.0,0.6,3.7,0.0,0.0,1.5
Ty Montgomery,NO,0.9,4.0,0.0,0.5,3.4,0.0,0.0,1.4
DeAndre Washington,KC,2.2,4.7,0.0,0.7,2.5,0.0,0.0,1.4
CJ Ham,MIN,0.9,2.4,0.0,0.5,3.9,0.0,0.0,1.3
Corey Clement,PHI,1.1,4.2,0.0,0.5,2.2,0.0,0.0,1.3
Myles Gaskin,MIA,1.1,3.4,0.0,0.5,2.8,0.0,0.0,1.2
Jordan Wilkins,IND,1.5,5.4,0.0,0.5,1.0,0.0,0.0,1.2
Bruce Miller,JAC,0.0,2.0,0.0,0.4,3.6,0.0,0.0,1.2
Ameer Abdullah,MIN,0.8,3.1,0.0,0.4,3.3,0.0,0.0,1.2
Mike Davis,CAR,1.1,2.4,0.0,0.6,2.8,0.0,0.0,1.2
T.J. Yeldon,BUF,0.7,2.1,0.0,0.6,2.9,0.0,0.0,1.1
Rashaad Penny,SEA,1.5,3.6,0.0,0.6,0.6,0.0,0.0,1.0
Artavis Pierce,CHI,1.2,3.3,0.0,0.5,1.4,0.0,0.0,0.9
Elijhaa Penny,NYG,0.0,2.2,0.0,0.2,2.2,0.0,0.0,0.9
Qadree Ollison,ATL,1.2,3.5,0.0,0.3,1.1,0.0,0.0,0.8
J.J. Taylor,NE,1.1,3.0,0.0,0.4,1.3,0.0,0.0,0.8
Patrick Ricard,BAL,0.3,0.7,0.0,0.4,2.5,0.0,0.0,0.8
Jeff Wilson,SF,0.8,3.3,0.0,0.2,1.0,0.0,0.0,0.8
Trayveon Williams,CIN,1.1,2.3,0.0,0.3,1.8,0.0,0.0,0.8
Alec Ingold,LV,0.6,1.8,0.0,0.3,1.8,0.0,0.0,0.8
Andy Janovich,CLE,0.6,1.4,0.0,0.4,1.6,0.0,0.0,0.7
Keith Smith,ATL,0.5,1.3,0.0,0.3,1.6,0.0,0.0,0.7
Buddy Howell,HOU,0.7,1.7,0.0,0.3,1.4,0.0,0.0,0.7
Derek Watt,PIT,0.5,1.0,0.0,0.3,1.5,0.0,0.0,0.6
Khari Blasingame,TEN,0.5,1.0,0.0,0.3,1.6,0.0,0.0,0.6
Trenton Cannon,CAR,0.1,1.3,0.0,0.2,1.6,0.0,0.0,0.5
Anthony Sherman,KC,0.4,0.7,0.0,0.2,1.6,0.0,0.0,0.5
Tyler Ervin,GB,0.5,1.6,0.0,0.3,0.9,0.0,0.0,0.5
Andrew Beck,DEN,0.3,0.9,0.0,0.3,1.4,0.0,0.0,0.5
Jakob Johnson,NE,0.5,1.4,0.0,0.2,0.9,0.0,0.0,0.5
Ty Johnson,DET,0.6,1.8,0.0,0.2,0.7,0.0,0.0,0.5
Patrick DiMarco,BUF,0.6,1.7,0.0,0.3,0.5,0.0,0.0,0.5
D'Ernest Johnson,CLE,0.2,0.5,0.0,0.2,1.5,0.0,0.0,0.4
Alex Armah,CAR,0.5,1.2,0.0,0.2,0.8,0.0,0.0,0.4
Taiwan Jones,BUF,0.1,0.2,0.0,0.2,1.8,0.0,0.0,0.4
Dwayne Washington,NO,0.4,1.4,0.0,0.1,0.5,0.0,0.0,0.3
Nick Bellore,SEA,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.3
Jonathan Williams,DET,0.2,0.7,0.0,0.1,0.6,0.0,0.0,0.3
Samaje Perine,CIN,0.3,0.9,0.0,0.1,0.4,0.0,0.0,0.2
Michael Burton,NO,0.2,0.4,0.0,0.1,0.6,0.0,0.0,0.2
Cullen Gillaspia,HOU,0.2,0.5,0.0,0.1,0.4,0.0,0.0,0.1
Damarea Crockett,GB,0.1,0.3,0.0,0.0,0.2,0.0,0.0,0.1
